Layer,Name,GEOID,Population,Longitude,Latitude,PCT-W_2016-2020,PCT-B_2016-2020,PCT-A_2016-2020,PCT-H_2016-2020,PCT-P_2016-2020,PCT-Q_2016-2020,POP_2015-2019,EDB_2015-2019,EDX_2015-2019,INC_2015-2019,HDX_2015-2019,DIV_2015-2019,DIS_2015-2019,SVI_2020,CZM_2016-2020,HTJ_2015-2019,EVR_2018,RBU_2015-2019,VAC_2015-2019,PMC_2021,LFA_2019,UNS_2015-2019
Census tract,Tract 810,17031081000,8204,-87.63210890,41.90026550,63.2210943302798,13.1220599158207,13.6172319881159,9.06164892300074,0.0,0.977964842782867,8204.0,95.8549222797928,0.460021502942508,68564.6584884314,12.3,5.71750281496309,14.5752533466783,53.85,234.6,4.88318248789728,0.44,40.2753872633391,15.1910032131382,10.15137726,0.0,5.71750281496309
Census tract,Tract 811,17031081100,4200,-87.62910490,41.90022070,69.5504087193461,7.47048138056313,10.6721162579473,7.90190735694823,0.0,3.45140781108084,4200.0,95.8056118021406,0.501181896429902,82316.8366645223,2.2,3.40476190476191,9.88095238095238,31.24,205.8,1.15025161754134,0.19,44.3235572374645,11.9898766213224,10.14779178,0.0,2.16666666666667
Census tract,Tract 812.01,17031081201,4711,-87.62621200,41.89915380,78.4982935153584,2.73037542662116,11.6254266211604,6.71928327645051,0.0,0.426621160409556,4711.0,100.0,0.279368071702472,100012.755562457,0.1,0.849076629165782,4.52133305030779,33.63,319.6,1.47502514247402,0.3,37.9084967320262,22.2974733003386,10.14083808,0.0,1.91042241562301
Census tract,Tract 812.02,17031081202,2928,-87.62423740,41.90437690,89.8372633676519,2.09232813018931,3.78611756891398,1.49452009299236,0.0,2.12553968781136,2928.0,99.2354740061162,0.314074788274613,144267.933183966,0.2,2.08333333333333,7.34289617486339,12.27,66.4,1.35055783910746,0.0,25.2631578947368,23.8712561466249,10.10889014,0.0,1.87841530054645
Census tract,Tract 813,17031081300,5393,-87.62075310,41.89833540,75.7596926301083,5.15193852602166,12.9933636046105,4.03422982885086,0.0,2.06077541040866,5393.0,98.9015544041451,0.429853640735576,91441.1125357705,7.2,1.85425551641016,12.9241609493788,33.97,508.6,1.69540229885057,0.5,31.8936877076412,17.7499409123139,10.11615781,0.0,3.67142592249212
Census tract,Tract 814.01,17031081401,2224,-87.61971750,41.89503470,79.6959293771457,2.20696419813634,12.309955860716,3.6292300147131,0.0,2.15792054928887,2224.0,98.1769436997319,0.268525879477096,84814.8219791921,0.8,1.70863309352518,15.5575539568345,33.28,277.0,0.626304801670146,0.89,42.5816023738872,20.0778642936596,10.13711479,0.0,3.05755395683453
Census tract,Tract 814.02,17031081402,5651,-87.61293100,41.89102150,62.6266347393627,3.11291213851538,23.41130963345,6.70473383680236,0.0,4.14440965186959,5651.0,98.0833333333333,0.38156356292517,126635.657223985,0.4,1.32719872588922,6.4413378163157,32.87,163.0,1.91120258747427,0.36,37.9222108495394,21.2184387306,10.11052274,0.0,0.707839320474252
Census tract,Tract 814.03,17031081403,8450,-87.61325620,41.88941260,57.3822913220862,1.90759730951593,32.3850479655971,5.38096813320101,0.0,2.38173999338406,8450.0,99.5572061134124,0.302596748567911,122663.277180062,0.4,0.331360946745562,2.7810650887574,13.95,633.2,2.86501377410468,0.53,31.3782991202346,17.5,10.15469534,0.0,0.863905325443787
Census tract,Tract 815,17031081500,4521,-87.62623000,41.89255900,62.0021528525296,2.19590958019376,25.9418729817008,9.86006458557589,0.0,0.0,4521.0,99.3367722918202,0.233191495215256,114394.998824286,0.0,1.61468701614687,5.0873700508737,25.39,869.4,2.01005025125628,0.31,33.6996336996337,29.4493027653037,10.16315507,0.0,1.37137801371378
Census tract,Tract 816,17031081600,4040,-87.62887370,41.89210630,74.3602609131962,1.8314099347717,16.4074259909684,3.56246864024084,0.0,3.06071249372805,4040.0,98.9443651925821,0.228153274209442,138606.893853014,0.1,0.693069306930693,1.50990099009901,18.29,266.4,2.27014755959137,0.12,29.2188431723315,14.0767230169051,10.18032849,0.0,0.717821782178218
Census tract,Tract 817,17031081700,4118,-87.63186810,41.89206680,73.5435229609322,3.74685857893534,12.9540781357094,7.69933744573909,0.0,2.05620287868403,4118.0,99.4503984611157,0.457510204081633,107936.301337652,0.3,1.14133074307916,3.98251578436134,12.43,608.4,2.31297434044091,0.25,36.2903225806452,12.6302494474266,10.18864466,0.0,2.11267605633803
Census tract,Tract 818,17031081800,10298,-87.63779850,41.89325700,71.6694004009477,1.73136504465099,12.356478950246,8.41990158556588,0.0,5.82285401858939,10298.0,99.6760500446828,0.186178469162774,158189.825861266,0.0,0.613437195715677,2.87244401168452,8.65,532.4,4.0897517504774,0.53,27.3469387755102,9.86804360298336,10.19462767,0.0,1.17818889970789
Census tract,Tract 819,17031081900,1026,-87.64148700,41.89799000,66.3177925784967,27.4024738344434,4.75737392959087,1.52235965746908,0.0,0.0,1026.0,97.9617834394904,0.63167877525445,205955.972226536,0.5,2.04678362573099,11.5009746588694,11.71,35.0,3.07017543859649,0.5,36.318407960199,54.2627883650953,10.19479808,0.0,7.30994152046784
Census tract,Tract 901,17031090100,3509,-87.81358470,42.01525510,76.9936890418818,0.946643717728055,4.27423981640849,11.1589213998853,0.0,6.39701663798049,3509.0,92.7715654952077,0.565801053092168,104423.211162626,13.3,1.76688515246509,9.09090909090909,7.12,18.2,0.0,0.0,48.4375,2.93115201090661,10.21254137,30.81,2.4508406953548
Census tract,Tract 902,17031090200,6416,-87.81309610,42.00559400,84.6578008433344,0.210833603632825,2.04346415828738,10.071359065845,0.0,2.59487512163477,6416.0,96.5053763440861,0.451566766395112,115175.685529848,2.2,1.38715710723192,7.09164588528678,10.6504163884042,52.4,0.0,0.15,44.7129909365559,6.37789904502046,10.25900904,23.48,2.60286783042394
Census tract,Tract 903,17031090300,1339,-87.81636440,41.99911270,88.6666666666667,0.0,0.518518518518518,5.62962962962963,0.0,4.88888888888889,1339.0,98.4732824427481,0.522835175736961,115154.471217196,6.4,1.26960418222554,5.07841672890217,1.22855092994315,12.0,1.41987829614604,,38.5542168674699,9.04059040590406,10.30650164,28.69,1.26960418222554
Census tract,Tract 1001,17031100100,5630,-87.78301360,41.98958400,81.4827706230421,0.0,2.14061956143404,15.9763313609467,0.0,0.400278454577097,5630.0,90.4601300891351,0.709229575057637,94856.6168726014,34.4,1.03019538188277,9.02309058614565,39.73,74.6,3.81960423377819,0.24,38.7633769322235,9.07949790794979,10.24268849,2.29,6.92717584369449
Census tract,Tract 1002,17031100200,6819,-87.79431450,41.99565830,74.0340488527017,2.48704663212435,4.10066617320503,16.9948186528497,0.236861584011843,1.61361954108068,6819.0,92.9087452471483,0.672832968550052,85723.8552762927,20.1,1.64131907845204,8.9896099984942,53.21,63.8,0.489339391821042,0.22,22.5027442371021,2.48807089297887,10.25201123,36.55,0.511971088691462
Census tract,Tract 1003,17031100300,6259,-87.80440270,41.98870240,84.5814283462084,0.551789374113196,3.20037836985653,8.1349519154974,0.268011981712124,1.89184928267381,6259.0,94.8090692124105,0.607420908828176,83942.9137292309,17.2,6.03419376466644,17.8846798524975,48.96,66.8,0.0,0.1,60.4373757455269,6.88935281837161,10.31028137,96.58,3.05062018102581
Census tract,Tract 1004,17031100400,3404,-87.81804110,41.98896870,74.4240992321323,0.0590667454223272,9.15534554046072,14.97341996456,0.0,1.38806851742469,3404.0,92.1130324757486,0.663839227150915,105763.955722177,24.3,1.90951821386604,6.75675675675676,20.97,23.8,0.0,1.67,38.3333333333333,1.74050632911392,10.35763068,100.0,1.90951821386604
Census tract,Tract 1005,17031100500,5840,-87.81973350,41.97805980,76.9928825622776,0.0177935943060498,5.0,10.355871886121,0.0,6.47686832740214,5840.0,88.3296863603209,0.703824218916141,82677.4799795914,25.2,3.63013698630137,11.9178082191781,42.3300457573908,73.8,0.734341252699784,0.33,44.5182724252492,1.44742443593018,10.39582822,70.07,1.18150684931507
Census tract,Tract 1006,17031100600,4792,-87.79740070,41.97920490,64.5716656295374,0.705247873885086,4.23148724331052,29.4544700269654,0.0,1.0371292263016,4792.0,92.714657415438,0.723453021302909,82537.465516094,26.3,4.17362270450751,11.8113522537563,49.12,78.0,2.17853347502657,0.22,36.5217391304348,4.27263479145473,10.32758466,79.2,5.82220367278798
Census tract,Tract 1007,17031100700,5180,-87.79762950,41.97212350,79.250507661067,0.166143621930958,5.44581871884807,14.6944803396714,0.0,0.443049658482555,5180.0,93.0360721442886,0.686472628266993,91171.6907651013,15.9,3.86100386100386,9.07335907335907,33.03,44.4,0.481026189203634,0.81,52.2267206477733,5.2178318135765,10.35499014,38.35,8.16602316602317
Census tract,Tract 1101,17031110100,5514,-87.76967290,41.98747560,58.0021104467112,1.24868097080549,15.0545198733732,22.7400633134013,0.0,2.95462539570876,5514.0,92.6411560074926,0.743745284220892,82537.465516094,45.5,1.23322451940515,7.72578890097933,28.35,65.6,4.39980870396939,1.09,48.7704918032787,9.83182406209573,10.2105611,8.52,5.4588320638375
Census tract,Tract 1102,17031110200,3095,-87.77344420,41.98006990,61.0556807209527,6.37270679111683,8.5291277759897,24.0424847119408,0.0,0.0,3095.0,92.9306487695749,0.706436420722135,90663.6079771068,35.6,2.35864297253635,9.98384491114701,72.6,48.6,2.0253164556962,0.63,25.5765199161426,6.39810426540284,10.25528849,0.0,8.33602584814216
Census tract,Tract 1103,17031110300,5331,-87.78323490,41.97529070,62.1489161168709,0.226201696512724,8.57681432610745,26.8049010367578,0.0,2.05466540999057,5331.0,88.6787564766839,0.762250918273646,87651.1755806473,41.1,4.85837553929844,11.9677358844494,37.07,65.8,1.49793388429752,0.57,40.2266288951841,6.96780394041326,10.30192192,39.63,8.62877508910148
Census tract,Tract 1104,17031110400,4666,-87.77261140,41.97295360,58.3258928571429,1.20535714285714,9.375,24.0625,0.0,6.85267857142857,4666.0,91.5792458179756,0.795484567475517,73185.1357838461,33.9,2.35747963994856,8.37976853836262,58.28,66.0,2.08891269416176,0.26,41.9525065963061,7.0681931309109,10.29087151,0.0,11.7873981997428
Census tract,Tract 1105.01,17031110501,5323,-87.76192490,41.97700230,50.9062253743105,5.1812450748621,17.2773837667455,24.7044917257683,0.0,1.93065405831363,5323.0,87.1522508851795,0.731303007965,89389.6885024069,37.0,2.80496987951807,9.05496987951807,37.54,79.0,1.40449438202247,0.45,45.0892857142857,7.7720207253886,10.23177288,0.0,9.2808734939759
Census tract,Tract 1105.02,17031110502,3574,-87.75985230,41.97028650,60.5084745762712,3.27683615819209,9.18079096045198,23.5028248587571,0.819209039548023,2.48587570621469,3574.0,91.8367346938776,0.759607416756362,65928.7801415293,23.8,5.40011191941802,11.0240626748741,46.41,97.2,1.97109067017083,0.25,32.9987452948557,7.19512195121951,10.25528356,0.0,9.37325125909345
Census tract,Tract 1201,17031120100,4158,-87.77500650,42.00198170,82.8349944629014,0.26578073089701,3.30011074197121,12.4695459579181,0.0,1.12956810631229,4158.0,97.0568335588633,0.415665273594683,148942.506976641,9.1,2.4050024050024,9.52380952380952,16.55,28.8,1.20481927710843,1.1,19.7802197802198,6.74157303370787,10.15845288,11.39,3.31890331890332
Census tract,Tract 1202,17031120200,4607,-87.75761080,41.99453190,76.3990777614756,1.4043177530916,12.2615803814714,8.84510584783064,0.0,1.08991825613079,4607.0,93.9636587619341,0.483948388684896,131098.087890148,13.0,2.30084653787714,9.29021054916432,17.33,63.6,0.0,0.78,36.8217054263566,2.45125348189415,10.14078137,1.17,3.03885391795094
Census tract,Tract 1203,17031120300,6892,-87.74006600,41.99111220,76.8678581892763,0.102549077058306,9.20011719894521,10.3135071784354,0.0,3.51596835628479,6892.0,94.6399006622516,0.520418294270833,135212.603828834,26.9,3.22112594312246,8.85084155542658,28.07,72.2,3.13127258129265,1.06,67.0212765957447,0.756972111553785,10.10646603,38.83,3.61288450377249
Census tract,Tract 1204,17031120400,3727,-87.75216240,41.97723550,54.6907756813417,0.655136268343815,17.7148846960168,24.58071278826,0.0,2.35849056603774,3727.0,90.1086549269389,0.70548275413043,105335.426606624,24.2,3.32707271263751,10.0885430641266,32.57,62.2,0.97165991902834,0.46,21.0045662100457,7.42128935532234,10.2058463,4.88,7.2980949825597
Census tract,Tract 1301,17031130100,5341,-87.72080890,41.99110400,62.6823261981436,1.32600871377155,25.1941655616594,8.94108732714529,0.132600871377155,1.72381132790301,5341.0,89.4111570247934,0.759779375345352,50781.7609086271,76.4,6.5166795965865,18.9681923972071,87.65,138.2,3.74804789172306,0.11,42.8100987925357,4.04595404595405,10.04933397,76.98,6.92397207137316
Census tract,Tract 1302,17031130200,1571,-87.73287980,41.98091340,48.2509047044632,0.904704463208685,14.5958986731001,28.4680337756333,0.0,7.78045838359469,1571.0,92.0068027210884,0.70603871361073,80481.7986202001,17.5,2.92807129217059,12.7943984723106,25.73,66.2,0.763358778625954,0.0,30.5084745762712,2.09267563527653,10.14560274,33.23,2.6098026734564
Census tract,Tract 1303,17031130300,5509,-87.71339150,41.98655890,37.6891579134769,4.18372796866655,32.330425494036,22.8413743991455,0.0,2.95531422467509,5509.0,80.4991294254208,0.79500020414621,62395.5363694847,80.7,6.02650208749319,12.9424577963333,74.85,94.2,10.3624009060023,0.2,45.0344149459194,10.4008117706748,10.05495151,100.0,13.2873479760392
Census tract,Tract 1401,17031140100,3194,-87.70579410,41.97108440,36.1944777911164,12.8451380552221,9.09363745498199,38.655462184874,0.0,3.21128451380552,3194.0,76.7015706806283,0.810582898453076,57696.5661172608,76.6,4.50845335003131,8.54727614276769,79.24,43.4,6.57193605683837,0.5,59.5267745952678,12.9829984544049,10.09393589,0.0,17.59549154665
Census tract,Tract 1402,17031140200,6514,-87.71300430,41.97069490,32.1073258968948,5.77328911667169,15.6768164003618,45.5833584564365,0.0,0.859210129635212,6514.0,72.9818365287588,0.791462914805812,49600.1236939595,82.0,2.71927066960075,10.4998428167243,86.76,142.8,11.7428267800213,0.47,43.5333333333333,7.33628754308223,10.11431479,0.0,21.0782772712983
Census tract,Tract 1403.01,17031140301,2839,-87.72316950,41.96920550,10.1983002832861,3.93059490084986,22.3087818696884,62.9603399433428,0.0,0.601983002832861,2839.0,65.9334461364918,0.803641415921863,53743.2789547239,93.8,3.38147234941881,7.3617470940472,82.55,40.6,19.8275862068966,1.16,44.8940269749518,12.5941872981701,10.15141644,0.0,31.3138429024304
Census tract,Tract 1403.02,17031140302,4189,-87.72378910,41.97254850,45.6272774596564,4.58094742321707,8.82352941176471,34.3571056741281,0.0,6.61114003123373,4189.0,82.8195247270392,0.76824774027258,80390.5770758003,72.5,2.40271611386785,7.49542961608775,75.6438933922309,68.2,9.59752321981424,0.29,32.0916905444126,9.71348707197764,10.14499644,0.15,12.9798903107861
Census tract,Tract 1404,17031140400,5978,-87.73894290,41.97153710,48.9980492995212,1.68469586806171,15.4992019861678,31.4772122716794,0.0,1.77336407164391,5978.0,84.9088291746641,0.740193250616453,73404.7039197853,41.3,3.98126463700234,8.23017731682837,60.07,118.4,1.77874186550976,0.13,39.2230576441103,4.0782355389097,10.19207452,0.0,9.2338574774172
Census tract,Tract 1405,17031140500,3920,-87.73183190,41.96536190,32.6811210999471,2.56478053939715,19.4077207826547,40.5341089370703,0.0,4.81226864093072,3920.0,87.7454545454545,0.782572846139086,70874.8971361388,70.1,5.90339892665474,11.9856887298748,62.41,121.0,13.7931034482759,0.47,37.2854914196568,6.24540778839089,10.19606384,47.78,20.189113212369
Census tract,Tract 1406.01,17031140601,2886,-87.72589090,41.96464710,24.2953977880842,14.5915090973956,16.6250445950767,43.7031751694613,0.0,0.784873349982162,2886.0,75.390625,0.776762777176852,46658.7592448812,74.3,2.63340263340263,9.56340956340956,77.5,44.4,3.29171396140749,0.95,52.1904761904762,4.23913043478261,10.18681507,0.0,26.2993762993763
Census tract,Tract 1406.02,17031140602,5003,-87.72101660,41.96465200,19.5355191256831,10.0507416081187,7.18188914910226,60.0702576112412,0.0,3.1615925058548,5003.0,82.0528393562101,0.797824876490011,71319.3369861798,72.2,6.30756908289948,10.3724469363236,87.34,117.8,4.29594272076372,1.11,43.6111111111111,9.94089199355185,10.16392164,0.0,16.4197036443733
Census tract,Tract 1407.01,17031140701,3028,-87.71265240,41.96703750,20.6068689563188,4.46815605201734,18.539513171057,54.5181727242414,0.0,1.86728909636546,3028.0,81.5340909090909,0.788332307376629,75443.3993655582,64.0,2.21268163804491,5.81241743725231,64.73,90.0,10.3448275862069,0.26,35.0649350649351,4.53736654804271,10.13309315,0.0,22.8533685601057
Census tract,Tract 1407.02,17031140702,5882,-87.71357530,41.96354820,24.6424461614335,2.30149597238205,7.3154693407858,62.748643761302,0.0,2.99194476409666,5882.0,72.8464901002828,0.819680012194479,61211.777723552,74.5,2.80293966843275,9.60519569304392,91.25,125.4,7.01051577366049,0.51,43.2846715328467,8.0147397512667,10.14294329,0.0,21.5518714749615
Census tract,Tract 1408,17031140800,6373,-87.70277510,41.96449420,54.712126085558,0.514634930845931,6.81891283370859,35.3811514956578,0.0,2.34802187198456,6373.0,87.8891257995735,0.690616182128136,78360.3673550877,28.2,2.94994508080967,6.79428840420524,61.27,117.6,4.63499420625724,0.36,37.1776504297994,11.2444292080905,10.11195918,0.0,6.00972854228778
Census tract,Tract 1502,17031150200,7753,-87.75241310,41.96067470,55.5498981670061,1.00560081466395,7.01374745417515,30.8553971486762,0.318228105906314,5.2571283095723,7753.0,86.9938229238161,0.773691471568254,71728.7732203465,56.7,1.41880562362956,8.06139558880433,73.5,179.4,4.95867768595041,0.85,40.3413498836307,15.8260869565217,10.26812027,6.45,9.71236940539146
Census tract,Tract 1503,17031150300,7862,-87.76228590,41.96051790,61.4654365556893,1.75157106565049,4.73325310870437,28.5064848241744,0.0,3.06190667201498,7862.0,89.4736842105263,0.711176817832115,82605.3513165776,30.5,2.31493258712796,8.76367336555584,55.72,129.6,2.73356401384083,0.25,37.2742200328407,8.89029003783102,10.30327616,0.87,8.44568812007123
Census tract,Tract 1504.01,17031150401,4909,-87.77226480,41.96456760,57.9148936170213,1.31914893617021,9.25531914893617,28.1489361702128,1.0,2.36170212765957,4909.0,91.3803145020384,0.788344844740617,66957.6743051088,44.4,5.17416989203504,11.8965166021593,56.3,58.0,3.75275938189845,0.27,44.0159574468085,7.17213114754098,10.31969781,0.0,9.41128539417397
Census tract,Tract 1504.02,17031150402,3817,-87.77204360,41.95679790,58.5310734463277,4.49152542372881,2.71186440677966,33.5593220338983,0.0,0.282485875706215,3817.0,92.6134233220847,0.757348728843444,93033.2467002374,27.1,2.35787267487556,9.43149069950223,49.11,70.4,2.4653312788906,0.73,26.0340632603406,13.0026809651475,10.34573178,17.18,9.22190201729107
Census tract,Tract 1505.01,17031150501,3903,-87.78196390,41.96447620,55.7869760084366,0.184550487740575,9.67571842868442,26.2061692591616,0.0,4.64012654890588,3903.0,90.677374301676,0.758571844341864,80567.7165864371,44.6,2.45964642582629,11.0171662823469,38.26,36.0,4.19331911869225,0.76,20.959595959596,6.94444444444445,10.34115534,0.0,5.68793235972329
Census tract,Tract 1505.02,17031150502,4339,-87.78184140,41.95677840,60.4177825388324,2.43706480985538,8.99839314408141,27.7450455275844,0.0,0.401713979646492,4339.0,90.6313645621181,0.766582596334641,67687.4466603075,40.3,3.13436275639548,10.6706614427287,67.74,47.6,3.10391363022942,0.6,39.1566265060241,10.6151990349819,10.38427534,4.28,9.84097718368288
Census tract,Tract 1506,17031150600,4063,-87.77175780,41.94947310,43.6587591240876,2.00729927007299,9.51186131386861,42.9060218978102,0.775547445255474,0.410583941605839,4063.0,91.3444483859525,0.763806651386189,72083.0522416203,23.4,3.39650504553286,9.0081220772828,46.63,68.8,0.842105263157895,1.02,37.0558375634518,8.3011583011583,10.37334356,99.84,10.5340881122323
Census tract,Tract 1507,17031150700,4040,-87.76195800,41.94959150,41.3160469667319,2.17710371819961,7.26516634050881,47.1868884540117,0.0,1.59001956947162,4040.0,85.9803589569929,0.76371427030749,80131.7624614565,54.6,2.52310766924806,10.1673744691481,68.87,69.6,7.41777466759972,0.0,61.3365155131265,14.4311377245509,10.35000712,100.0,12.2658006495129
Census tract,Tract 1508,17031150800,4814,-87.75211820,41.94970860,37.6719359474441,2.17614452884418,1.33442824881954,53.479778279614,0.0,2.15561486347772,4814.0,74.1872742428452,0.781676616224721,63557.0199871337,54.2,5.38014125467387,14.6032405484005,54.89,90.6,1.27041742286751,1.33,42.0974889217134,8.2176568573015,10.31879288,57.87,11.8404653095139
Census tract,Tract 1510.01,17031151001,2803,-87.75435270,41.94238260,26.669167291823,1.05026256564141,5.62640660165041,66.1665416354088,0.0,0.487621905476369,2803.0,82.5949367088608,0.798363468752567,69388.8345349276,58.9,3.10381733856582,8.16981805208705,54.29,41.2,4.28100987925357,1.61,41.2442396313364,12.3195380173244,10.35762356,22.35,11.2022832679272
Census tract,Tract 1510.02,17031151002,4892,-87.74715540,41.94249170,22.3888993062066,1.66885430339396,1.38758672417026,72.0607537971123,0.0,1.42508906806675,4892.0,69.4055399937753,0.791839053668201,66276.6948690077,72.8,2.61651676206051,7.97219950940311,83.57,99.6,7.38079686479425,0.52,48.1770833333333,11.8087557603687,10.32938219,27.02,25.9607522485691
Census tract,Tract 1511,17031151100,5335,-87.76171750,41.94229030,32.8034411819712,1.08472040396484,5.38619786796334,60.1832803441182,0.0,0.54236020198242,5335.0,79.6201814058957,0.809833693041554,67952.6255684465,62.3,1.46204311152765,9.22211808809747,72.95,101.4,2.84575981787137,0.55,45.3347969264545,6.29333333333333,10.38343096,14.06,16.0262417994377
Census tract,Tract 1512,17031151200,3616,-87.77149530,41.94216900,46.7609254498715,0.565552699228792,5.44987146529563,46.2467866323907,0.0,0.976863753213368,3616.0,85.9268194611982,0.813164675007921,81553.1214090818,47.6,2.07411504424779,6.00110619469027,54.98,82.4,3.1404958677686,0.34,39.1891891891892,10.3703703703704,10.40378822,3.91,7.77101769911505
Census tract,Tract 1601,17031160100,2537,-87.74279510,41.96462840,52.0126282557222,0.0,16.4956590370955,24.8224151539069,0.631412786108919,6.03788476716654,2537.0,87.6447876447876,0.776106403837401,72924.1997382373,55.8,5.75482853764288,10.9184075679937,71.24,68.2,2.93522267206478,0.22,49.5535714285714,6.17283950617284,10.22173178,52.78,8.43515963736697
Census tract,Tract 1602,17031160200,3023,-87.73840000,41.95879370,61.7272147864882,2.03951561504143,11.8546845124283,18.3875079668579,0.0,5.99107711918419,3023.0,93.5076645626691,0.642812735777878,90389.9433439074,13.2,2.47906197654941,12.0603015075377,37.9873129773135,61.0,0.817661488143908,1.17,33.7995337995338,8.93521965748325,10.23384959,42.56,3.61809045226131
Census tract,Tract 1603,17031160300,3524,-87.73089580,41.95726820,59.6132897603486,6.56318082788671,14.6786492374728,13.7799564270153,0.871459694989107,4.19389978213508,3524.0,88.1601656886434,0.767510414600278,61063.2775349941,23.0,3.48666861998242,9.63961324348081,67.66,82.4,2.64578833693305,0.1,21.1267605633803,8.5883514313919,10.2262074,83.36,8.84852036331673
Census tract,Tract 1604,17031160400,4734,-87.72282390,41.95736570,53.8653886226297,2.54219629089394,9.48114190456345,30.0479266513857,0.0,4.06334653052719,4734.0,85.7712009106432,0.773073496147029,65568.1368264602,42.3,2.04900718208703,7.43557245458386,77.11,125.2,4.46866485013624,0.88,48.4118291347207,12.4522900763359,10.19160603,0.0,14.9556400506971
Census tract,Tract 1605.01,17031160501,4019,-87.71297320,41.95920980,23.1892040760121,5.09501514734233,14.8168548609199,55.356651060314,0.0,0.468190581107133,4019.0,77.0119368502118,0.780367553089057,64013.1277091329,65.0,2.18959940283653,6.17068922617567,74.79,100.4,6.84089162182936,0.4,41.6555407209613,14.9117069980379,10.17008219,0.0,22.3936302562827
Census tract,Tract 1605.02,17031160502,3729,-87.71308760,41.95558410,27.1235018238666,1.30276185513288,7.47785304846274,62.402292860865,0.0,1.69359041167275,3729.0,77.710355987055,0.794217192462467,60328.2016016327,63.8,2.01126307320998,6.27514078841512,66.28,76.2,5.4014598540146,0.64,49.3589743589744,6.99253224711473,10.17571123,0.0,18.9326897291499
Census tract,Tract 1606.01,17031160601,3362,-87.70214910,41.95953160,55.750548417424,2.47571294265121,3.88592917580696,34.3465998119712,0.0,3.25916640551551,3362.0,88.9702714347264,0.748890748356646,73587.1470085849,23.2,1.57973174366617,5.45454545454545,58.51,62.2,0.613496932515337,0.45,51.5789473684211,9.63270963270963,10.12894685,0.0,15.3800298062593
Census tract,Tract 1606.02,17031160602,3735,-87.70063480,41.95609300,38.9413988657845,3.72670807453416,7.91250337564137,45.1255738590332,0.0,4.29381582500675,3735.0,86.9437293122472,0.743332507958574,70830.3470795714,20.0,1.65997322623829,7.12182061579652,49.8,60.6,0.82815734989648,0.64,41.8158567774936,11.9148936170213,10.13954301,0.45,12.8781793842035
Census tract,Tract 1607,17031160700,5811,-87.70198330,41.95041900,40.6825938566553,2.5938566552901,8.77133105802048,45.2901023890785,0.0,2.66211604095563,5811.0,84.9245162662131,0.714308186190358,76707.7723995652,17.1,3.87542027959653,10.1397982657937,47.93,85.6,0.0,0.15,34.2026825633383,6.91848906560636,10.16869726,7.32,17.0766236064413
Census tract,Tract 1608,17031160800,5459,-87.71281460,41.95021310,28.2624113475177,0.780141843971631,5.28368794326241,62.6241134751773,0.0,3.04964539007092,5459.0,77.00904736562,0.796053164451197,66832.5098604672,50.6,2.41802527935519,6.50302253159919,72.82,150.2,3.50492880613362,0.27,29.7716894977169,11.2730806608358,10.19499014,0.0,21.3409049276424
Census tract,Tract 1609,17031160900,2535,-87.72260820,41.95008210,52.7327553712778,2.11081794195251,11.6094986807388,28.8729739917075,0.0,4.67395401432341,2535.0,98.4287317620651,0.734446113583853,91285.1873377848,15.2,1.70364500792393,3.28843106180666,31.45,75.4,1.73913043478261,0.0,40.394973070018,6.25,10.22394493,0.0,7.32963549920761
Census tract,Tract 1610,17031161000,2171,-87.73068290,41.94997660,59.91921005386,2.33393177737881,5.11669658886894,30.0718132854578,0.0,1.92998204667864,2171.0,95.4166666666667,0.616995947420162,94138.5123893609,15.8,1.8885306310456,9.21234454168586,48.2,88.4,2.460024600246,0.6,21.3855421686747,10.1657458563536,10.25590603,55.23,5.6655918931368
Census tract,Tract 1611,17031161100,2038,-87.73815500,41.94988000,66.0294117647059,5.83333333333333,5.73529411764706,19.0686274509804,0.0,3.33333333333333,2038.0,94.9781659388646,0.566686183467001,152146.928902593,3.0,3.38567222767419,6.77134445534838,12.27,58.2,2.51655629139073,5.33,22.4852071005917,7.81440781440781,10.27978877,21.17,1.03042198233562
Census tract,Tract 1612,17031161200,3121,-87.73857010,41.94254890,31.6752246469833,2.31065468549422,3.4017971758665,59.8523748395379,0.192554557124519,0.898587933247754,3121.0,77.5229357798165,0.784283734451055,72025.7735974622,64.3,1.40980454982377,7.65780198654277,64.06,39.2,6.69371196754564,0.82,43.1693989071038,8.02238805970149,10.30882356,16.25,14.8349887856456
Census tract,Tract 1613,17031161300,3732,-87.73100230,41.94269940,39.4832912103342,2.58354394832912,3.6506599269868,52.2325189553496,0.19657399606852,1.85341196293176,3732.0,78.5714285714286,0.794970684352172,54709.5908959826,50.5,3.06815096388813,8.3084442030953,83.22,97.4,2.09035738368173,0.0,36.4772727272727,10.984393757503,10.28898164,0.0,21.2869942981265
Census tract,Tract 1701,17031170100,1931,-87.79481680,41.95585960,80.5201177625123,4.90677134445535,7.45829244357213,7.11481844946026,0.0,0.0,1931.0,90.0410076157001,0.744394545200778,57941.5914283813,45.5,5.50823395797842,25.3833049403748,81.02,61.2,1.30963517305893,0.79,61.1111111111111,4.8932384341637,10.4185389,0.0,8.12038614423623
