Layer,Name,GEOID,Population,Longitude,Latitude,PCT-W_2016-2020,PCT-B_2016-2020,PCT-A_2016-2020,PCT-H_2016-2020,PCT-P_2016-2020,PCT-Q_2016-2020,POP_2015-2019,EDB_2015-2019,EDX_2015-2019,INC_2015-2019,HDX_2015-2019,DIV_2015-2019,DIS_2015-2019,SVI_2020,CZM_2016-2020,HTJ_2015-2019,EVR_2018,RBU_2015-2019,VAC_2015-2019,PMC_2021,LFA_2019,UNS_2015-2019
Census tract,Tract 4202,17031420200,1713,-87.59352080,41.78346800,20.6027060270603,65.0061500615006,6.33456334563346,4.73554735547355,0.0,3.01353013530135,1713.0,87.1001031991744,0.789930942303408,30978.2000488032,77.6,4.3030303030303,13.2121212121212,70.58,62.0,2.26171243941842,1.91,59.5338983050847,16.8010752688172,10.30846904,100.0,2.12121212121212
Census tract,Tract 4203,17031420300,2768,-87.59869700,41.78322410,34.0712945590994,37.2983114446529,16.8480300187617,7.80487804878049,0.0,3.97748592870544,2768.0,95.0396825396825,0.802475122280317,38948.4173118303,81.0,2.78179190751445,7.15317919075145,66.26,49.2,2.51046025104602,1.34,53.1772575250836,8.07692307692308,10.32239808,23.29,5.38294797687861
Census tract,Tract 4204,17031420400,1142,-87.60355840,41.78316990,24.3542435424354,52.9520295202952,10.7011070110701,9.50184501845018,0.0,2.49077490774908,1142.0,85.4794520547945,0.742559523809524,14506.3469908383,90.1,8.66900175131348,20.5779334500876,72.58,70.6,0.574712643678161,1.04,56.4991334488735,12.0101137800253,10.34390548,0.0,10.7705779334501
Census tract,Tract 4205,17031420500,1735,-87.60842610,41.78310020,0.608070757324489,97.6782752902156,1.21614151464898,0.497512437810945,0.0,0.0,1735.0,89.5920066611157,0.74651929004145,30183.7240400186,94.5,3.40057636887608,20.6340057636888,83.28,104.4,5.2760736196319,1.56,49.5738636363636,27.1019677996422,10.35756192,0.0,10.8933717579251
Census tract,Tract 4206,17031420600,1894,-87.61327770,41.78301350,4.22535211267606,89.486921529175,0.0,2.96780684104628,0.0,3.31991951710262,1894.0,87.9841897233202,0.741968579993894,22138.19596708,96.4,3.74868004223865,22.9144667370644,88.01,190.2,5.39374325782093,2.56,52.6854219948849,23.6408566721582,10.37238795,0.0,9.13410770855333
Census tract,Tract 4207,17031420700,2674,-87.61069330,41.77669140,0.897226753670473,94.5758564437194,0.0,2.16150081566068,0.0,1.38662316476346,2674.0,80.8684707363122,0.611907320515958,20681.8334035804,98.9,8.63874345549738,16.9409124906507,86.13,228.0,2.48500428449015,2.35,65.9224441833137,34.9860724233983,10.37287616,0.0,10.0224382946896
Census tract,Tract 4208,17031420800,2377,-87.60325690,41.77690970,2.0514733308467,88.3625512868333,0.671391271913465,0.0,0.0,8.91458411040657,2377.0,87.9785090664876,0.801591003748438,41545.0491803279,80.7,6.68910391249474,10.6015986537653,88.4,142.2,7.15962441314554,2.23,67.515923566879,26.8041237113402,10.35667178,0.0,6.81531342027766
Census tract,Tract 4212,17031421200,1126,-87.60894740,41.77066210,1.67696381288614,91.1738746690203,0.0,2.20653133274492,3.44218887908208,1.50044130626655,1126.0,82.6086956521739,0.752873563218391,21119.9089598261,92.1,4.88454706927176,16.5186500888099,84.45,77.4,5.8695652173913,3.86,53.4124629080119,41.2515964240102,10.38239452,0.0,14.7424511545293
Census tract,Tract 4301.01,17031430101,3199,-87.57395300,41.76985320,1.41542816702052,95.930644019816,0.0,2.65392781316348,0.0,0.0,3199.0,92.9035049762008,0.679498108583302,34072.3075489696,80.3,6.0956548921538,13.5979993748046,73.56,257.6,3.97862232779097,2.81,54.289636238847,26.430755788554,10.24904849,89.27,9.2841512972804
Census tract,Tract 4301.02,17031430102,3120,-87.56381430,41.76895280,1.95754066721809,92.9693961952026,0.771987868762062,2.09539564378274,0.0,2.20567962503446,3120.0,91.5442635966654,0.749045368620038,32146.0479602476,59.5,5.3525641025641,19.1666666666667,79.21,118.0,1.81726400807673,1.68,40.0231347599769,5.62172463077656,10.21992438,100.0,8.52564102564103
Census tract,Tract 4302,17031430200,4863,-87.58135090,41.76976130,4.67432950191571,89.2528735632184,0.670498084291188,4.11877394636015,1.28352490421456,0.0,4863.0,89.1606448026681,0.730265245668738,24325.3916014109,87.1,5.32593049557886,10.8986222496401,90.72,291.2,2.52631578947368,1.86,58.9420654911839,8.12379110251451,10.28239836,31.53,10.610734114744
Census tract,Tract 4303,17031430300,2450,-87.58936010,41.76971630,0.927878532264867,97.3007169970477,0.0421762969211303,1.68705187684521,0.0,0.0421762969211303,2450.0,93.0645161290323,0.585226059095764,19233.9565651412,96.4,3.81147540983606,13.8934426229508,87.78,164.0,1.45530145530146,2.51,68.9820359281437,26.0568793235972,10.31218027,13.35,4.83606557377049
Census tract,Tract 4304,17031430400,2765,-87.59031160,41.76219780,2.938126512271,91.116488074663,0.0,2.41963359834082,0.0,3.5257518147252,2765.0,89.4621295279912,0.806502642809065,35817.1847645245,85.3,7.15875370919881,20.9940652818991,90.9926316298182,194.4,0.960698689956332,1.78,46.4467005076142,22.0027247956403,10.33651205,0.0,5.15578635014837
Census tract,Tract 4305,17031430500,3481,-87.58127000,41.76431390,1.37146192004669,97.1403559964984,0.0,1.07966151152612,0.0,0.408520571928801,3481.0,80.6287563569117,0.697663379077121,19826.8966037401,96.3,5.5156564205688,13.9615053145648,94.34,338.6,6.27719080174021,3.57,62.5084288604181,28.7422497785651,10.2933937,0.0,7.09566216604424
Census tract,Tract 4306,17031430600,2168,-87.57137300,41.76441330,1.21512151215122,90.2790279027903,0.405040504050405,3.6003600360036,0.0,4.5004500450045,2168.0,93.1672597864769,0.790246567857387,38295.0164821757,92.4,4.93542435424354,14.2066420664207,72.99,108.0,3.33333333333333,1.8,52.6,14.4811858608894,10.25549973,91.3,2.12177121771218
Census tract,Tract 4307,17031430700,2682,-87.56089030,41.76527160,3.64854802680566,94.2293373045421,0.0,1.34028294862249,0.0,0.781831720029784,2682.0,85.4970124932102,0.671386922115785,25634.3146919852,80.5,2.02982601491301,9.90057995028998,83.59,77.0,1.20772946859903,2.71,58.3935018050542,11.1587982832618,10.21022192,100.0,3.68682684341342
Census tract,Tract 4308,17031430800,1957,-87.57129830,41.76075000,0.423728813559322,96.0275423728814,0.0,2.59533898305085,0.0,0.0,1957.0,96.0085531004989,0.794545280155269,50930.2610971849,63.5,3.98569238630557,15.1762902401635,58.76,63.2,3.98899587345254,1.89,46.8487394957983,21.4902807775378,10.26356658,98.34,9.14665304036791
Census tract,Tract 4309,17031430900,1481,-87.58118510,41.76064100,0.589777195281782,98.0996068152032,0.0655307994757536,0.0,0.0,1.24508519003932,1481.0,89.0346766635426,0.803763883436127,42870.9437210231,80.8,10.6009453072248,24.1728561782579,81.6,95.4,0.0,1.78,59.4654788418708,14.6811070998797,10.29549753,0.0,4.65901417960837
Census tract,Tract 4312,17031431200,2696,-87.57118430,41.75530110,0.811123986095017,96.9100038624952,0.0,0.347624565469293,0.0,1.93124758594052,2696.0,94.9282786885246,0.787586233475932,58933.3605448213,55.6,2.11424332344214,10.0890207715134,46.97,184.0,0.0,1.84,51.5789473684211,14.5371078806427,10.26505589,99.98,5.52670623145401
Census tract,Tract 4313.01,17031431301,3236,-87.56018710,41.75353020,4.89247311827957,90.3763440860215,0.645161290322581,2.87634408602151,0.0,1.20967741935484,3236.0,89.1457286432161,0.777644504501769,29022.2404223696,87.6,8.74536464771323,16.7181705809642,94.47,305.2,3.31534309946029,4.62,59.5194085027726,31.7008952080042,10.22617863,89.96,8.59085290482077
Census tract,Tract 4313.02,17031431302,4329,-87.56278590,41.75838550,1.35669869983041,87.591859807801,0.0,10.8818541548898,0.0,0.169587337478802,4329.0,89.7039897039897,0.767807933396728,31785.4046451785,94.8,4.5969045969046,10.4643104643105,95.79,320.6,5.57398805573988,5.03,53.2633158289572,35.4327335047129,10.22443041,100.0,14.5299145299145
Census tract,Tract 4314,17031431400,6924,-87.54655500,41.75720840,7.89473684210526,88.7238256932654,0.226372382569327,1.35823429541596,0.0,1.79683078664403,6924.0,89.8301698301698,0.784012024511504,32065.4335721733,87.0,5.66391012638477,19.8470900296458,97.28,278.4,5.03660322108346,2.15,57.1860308932169,18.9990512333966,10.18075699,100.0,9.97035418942113
Census tract,Tract 4401.01,17031440101,4088,-87.60145120,41.74862710,0.361097737120847,95.9557053442465,0.0,1.6610495907559,0.0,2.02214732787674,4088.0,77.1196283391405,0.692721649986607,21642.8417666763,96.0,8.17025440313111,17.3434442270059,93.6093511541102,363.2,5.90909090909091,5.05,59.849704777241,21.0526315789474,10.39892603,100.0,15.8023483365949
Census tract,Tract 4401.02,17031440102,3473,-87.60116360,41.74093560,4.88240547782078,92.2298303066389,0.0,2.26257814825841,0.0,0.625186067281929,3473.0,86.7398979992154,0.799036810006474,33992.7538765279,70.2,4.63576158940397,17.3337172473366,58.89,247.2,0.0,4.65,51.9940915805022,19.2531522793404,10.40172055,99.98,16.6714655917075
Census tract,Tract 4402.01,17031440201,5198,-87.61007460,41.74821010,0.490030415680973,95.606623859412,0.0,0.0,0.0,3.90334572490706,5198.0,91.2468336616943,0.743362476455918,30600.5852836132,76.2,5.00192381685263,20.4501731435167,79.81,301.4,1.80772391125719,1.93,58.6944890315677,19.0016638935108,10.41228466,29.74,5.67525971527511
Census tract,Tract 4402.02,17031440202,3012,-87.60976200,41.74095990,0.0,97.5691847419596,0.0,1.64547494390426,0.0,0.785340314136126,3012.0,89.3728222996516,0.816321259908922,37968.3160673484,78.2,5.71049136786189,20.5179282868526,70.81,296.6,0.0,1.38,47.3963868225292,8.79497430039977,10.42084274,67.45,5.34528552456839
Census tract,Tract 4403,17031440300,4706,-87.61954270,41.74372080,0.0437445319335083,98.0971128608924,0.0,0.0218722659667541,0.0,1.83727034120735,4706.0,91.477603257708,0.768465838127802,57455.7836686706,70.4,4.16489587760306,18.6570335741606,70.63,264.2,0.0,1.32,54.7493403693931,12.701100762066,10.45704384,0.55,9.09477263068423
Census tract,Tract 4406,17031440600,1786,-87.61913730,41.73267180,0.0,98.1807845366686,0.0,1.36441159749858,0.0,0.454803865832859,1786.0,91.7135961383749,0.819202050953373,72464.9098693405,61.0,4.87122060470325,12.2620380739082,44.57,122.2,0.0,4.03,60.4026845637584,13.9018691588785,10.44847507,17.77,11.030235162374
Census tract,Tract 4407,17031440700,1469,-87.60962940,41.73475140,0.933908045977012,99.066091954023,0.0,0.0,0.0,0.0,1469.0,93.2675044883304,0.824272789971196,42428.6253022472,76.1,7.9646017699115,24.7787610619469,55.77,64.0,0.0,1.04,65.625,14.1552511415525,10.42987068,100.0,15.1123213070116
Census tract,Tract 4408,17031440800,1820,-87.60332800,41.73171140,1.141670991178,95.2257394914375,0.778412039439543,2.49091852620654,0.0,0.363258951738454,1820.0,84.9337748344371,0.718627698522914,25899.4936001242,95.0,5.38461538461538,16.5384615384615,80.2,77.2,6.92934782608696,2.02,63.4862385321101,16.2684869169511,10.41418658,100.0,10.3846153846154
Census tract,Tract 4409,17031440900,2333,-87.60900570,41.72866900,0.0796812749003984,99.9203187250996,0.0,0.0,0.0,0.0,2333.0,84.8661233993015,0.820880190311419,32263.7873954613,80.3,3.42906129447064,14.7021003000429,76.08,149.4,3.38218714768884,0.83,53.3333333333333,26.0833333333333,10.43320329,100.0,13.1590227175311
Census tract,Tract 4503,17031450300,3733,-87.57908920,41.74194380,1.16941529235382,93.6431784107946,0.0,0.0,0.0,5.18740629685157,3733.0,86.7534456355283,0.809150561153143,52925.4672020231,75.2,6.05411197428342,17.3854808465041,62.71,145.4,3.35714285714286,0.69,43.7931034482759,14.8936170212766,10.31606932,26.63,7.07206000535762
Census tract,Tract 4601,17031460100,3523,-87.53672530,41.74783450,2.8735632183908,78.3405172413793,1.32902298850575,15.8405172413793,0.0,0.969827586206897,3523.0,86.2854486285449,0.770290606420927,43688.7554737239,92.9,3.56531660011409,12.7780946948089,85.93,168.6,4.62151394422311,2.22,48.4777517564403,29.0158371040724,10.16042082,20.84,12.2932116371934
Census tract,Tract 4602,17031460200,2468,-87.54701020,41.74138750,7.31489741302409,22.078501338091,0.0,70.6066012488849,0.0,0.0,2468.0,75.4889178617992,0.765501421429272,30085.0774861909,91.3,5.02431118314425,15.9643435980551,98.69,82.8,4.01416765053129,2.72,60.1941747572816,26.7301038062284,10.19035781,30.91,15.6807131280389
Census tract,Tract 4603.01,17031460301,3634,-87.55636730,41.74002640,1.11876075731497,67.0109007458405,0.229489386115892,30.5507745266781,0.401606425702811,0.688468158347676,3634.0,74.6153846153846,0.768805697589481,36576.6571574347,93.9,4.10016510731976,11.0071546505228,87.04,125.0,2.33968804159445,1.4,54.9141965678627,19.0743338008415,10.23828438,2.08,13.0709961474959
Census tract,Tract 4603.02,17031460302,3322,-87.55738790,41.74708400,9.6576676871695,83.9409963818536,0.0,5.84469802393543,0.0,0.0,3322.0,81.9958847736626,0.723563429678519,30198.5740588744,93.9,7.49548464780253,17.1583383503913,85.53,203.6,4.32822362488729,3.46,71.2781954887218,32.7878787878788,10.22353973,0.0,9.09090909090909
Census tract,Tract 4604,17031460400,3311,-87.56369220,41.74449030,0.229095074455899,98.2531500572738,0.0,0.0,0.0,1.51775486827033,3311.0,93.1859205776173,0.813270406201696,47249.577852215,70.3,3.53367562669888,11.5070975536092,63.36,177.4,0.0,3.58,56.7651632970451,29.8076923076923,10.25498877,18.85,5.16460283902144
Census tract,Tract 4605,17031460500,5889,-87.57260410,41.74688190,0.328245527654686,98.211061874282,0.0,1.36221893976695,0.0,0.0984736582964057,5889.0,93.1807343824511,0.79746518411769,63383.0626233945,43.1,2.92069960944133,11.6488368143997,53.43,284.4,1.46938775510204,1.65,32.3223570190641,11.3924050632911,10.28866767,84.47,2.97164204448973
Census tract,Tract 4606,17031460600,1200,-87.55951420,41.73563270,,,,,,,1200.0,81.8070818070818,0.750218462278847,42545.3040218283,92.8,9.75,19.25,95.62,62.8,3.34190231362468,0.56,58.659217877095,18.4486373165618,10.24620959,24.03,13.75
Census tract,Tract 4607,17031460700,2651,-87.54928070,41.73558050,,,,,,,2651.0,62.848751835536,0.728210192174156,26005.5651633798,98.7,2.7913994718974,9.12863070539419,95.62,129.4,1.94594594594595,4.22,56.1046511627907,27.8471138845554,10.21715753,0.0,9.43040362127499
Census tract,Tract 4610,17031461000,1288,-87.54654240,41.72739250,7.05363703159442,56.5760470242469,0.0,35.4886113152094,0.0,0.881704628949302,1288.0,71.4432989690722,0.620334201388889,16924.7786330664,92.6,14.6456692913386,38.5826771653543,91.04,122.4,0.0,1.27,42.8343949044586,25.5693581780538,10.21358822,0.94,3.22834645669291
Census tract,Tract 4701,17031470100,2006,-87.59648940,41.72822070,2.52293577981651,88.8990825688073,0.0,7.15596330275229,0.0,1.42201834862385,2006.0,84.5854922279793,0.80038321962549,30616.4960181016,84.4,7.92622133599202,27.8664007976072,85.71,139.8,0.900900900900901,0.88,76.7032967032967,28.5599356395817,10.39068438,94.36,15.5034895314058
Census tract,Tract 4801,17031480100,2175,-87.57573020,41.73524110,0.581395348837209,98.1104651162791,0.436046511627907,0.290697674418605,0.0,0.581395348837209,2175.0,93.8095238095238,0.807291132314216,63642.9379533707,51.0,4.27586206896552,14.8505747126437,46.86,99.4,0.0,0.74,21.5613382899628,1.54798761609907,10.31583507,66.04,9.83908045977011
Census tract,Tract 4802,17031480200,1146,-87.58988410,41.73512370,0.0,88.9247311827957,0.0,3.01075268817204,0.0,6.7741935483871,1146.0,90.6926406926407,0.805905420991926,49916.2169524612,69.3,4.9738219895288,19.7207678883072,49.52,50.4,3.13725490196078,0.46,42.6605504587156,21.2962962962963,10.36354575,0.0,7.59162303664922
Census tract,Tract 4803,17031480300,1109,-87.58797250,41.72919400,1.76522506619594,93.1156222418358,0.0,3.17740511915269,0.706090026478376,1.23565754633716,1109.0,96.5011286681716,0.776790396830022,39655.9146387453,36.6,4.41839495040577,15.3291253381425,50.03,72.8,0.0,1.21,59.2741935483871,10.7717041800643,10.36332521,50.49,9.91884580703336
Census tract,Tract 4804,17031480400,5446,-87.57563850,41.72844980,0.489734413260501,98.851007722735,0.0,0.376718779431155,0.282539084573366,0.0,5446.0,92.8711415972562,0.802538199207438,57221.3655138756,53.2,5.52699228791774,16.0301138450239,41.56,211.8,3.03169499310978,0.29,52.1865889212828,14.9941429129246,10.32363808,46.42,5.91259640102828
Census tract,Tract 4805,17031480500,2939,-87.55909110,41.72760000,1.71998624011008,81.8025455796354,0.275197798417613,15.5830753353973,0.0,0.0,2939.0,86.8368368368369,0.81977626291585,34142.3147807183,78.6,3.60666893501191,19.3603266417149,81.6941878469861,100.8,4.27426536064114,1.98,59.4713656387665,14.3401983218917,10.26574466,20.88,5.88635590336849
Census tract,Tract 4903,17031490300,2302,-87.61914800,41.72538130,,,,,,,2302.0,92.5403225806452,0.821125250612609,60780.0664611016,73.5,3.51867940920938,14.5960034752389,55.74,104.4,0.0,0.35,52.4475524475525,11.1224489795918,10.46322247,99.92,6.99391833188532
Census tract,Tract 4904,17031490400,742,-87.61082370,41.72365390,,,,,,,742.0,95.4044117647059,0.777553339224845,60043.9298121076,32.0,1.48247978436658,10.5121293800539,55.74,45.4,0.0,0.0,41.2903225806452,24.5652173913044,10.44757836,100.0,4.04312668463612
Census tract,Tract 4905,17031490500,2041,-87.61320640,41.71792740,1.92592592592593,94.1728395061728,1.33333333333333,1.1358024691358,0.0,1.4320987654321,2041.0,89.922480620155,0.811405580750819,56419.4644956632,84.5,3.67466927976482,10.2400783929446,71.79,137.8,0.0,1.65,50.4132231404959,14.2517814726841,10.44040082,82.97,9.45614894659481
Census tract,Tract 4906,17031490600,1464,-87.62833020,41.71797340,9.04183535762483,89.2037786774629,1.75438596491228,0.0,0.0,0.0,1464.0,83.6477987421384,0.813972647882683,39433.1643559085,81.4,8.46994535519126,20.9016393442623,60.65,153.8,1.27970749542962,1.88,77.5,9.28689883913765,10.48581836,100.0,6.35245901639344
Census tract,Tract 4907,17031490700,2777,-87.62836170,41.71073390,0.0,97.8456014362657,0.0,2.15439856373429,0.0,0.0,2777.0,86.3107822410148,0.811657587722732,47461.7209787262,84.3,6.805905653583,16.4566078501981,59.16,170.0,0.0,0.0,65.3696498054475,16.6517457475381,10.49521288,91.18,8.89449045732805
Census tract,Tract 4908,17031490800,4006,-87.61533710,41.71068280,1.31745629592095,96.9850519381809,0.228021281986319,0.253356979984799,0.430706865974158,0.785406637952876,4006.0,90.5447070914697,0.794822615999558,42625.9184099026,84.2,4.86769845232152,18.0229655516725,72.98,155.2,0.619834710743802,1.37,58.9041095890411,12.1065375302663,10.46867507,0.0,7.46380429355966
Census tract,Tract 4909.01,17031490901,3264,-87.61626770,41.69605820,0.0341530054644808,97.4043715846995,0.0,2.25409836065574,0.0,0.307377049180328,3264.0,81.1625874125874,0.807922256360909,39294.2106080437,86.7,3.89093137254902,15.8394607843137,84.74,157.6,1.76730486008837,2.85,59.6351197263398,23.3634311512415,10.47618164,100.0,9.46691176470588
Census tract,Tract 4909.02,17031490902,4204,-87.61532620,41.70328010,0.0,98.1380065717415,0.525739320920044,0.876232201533406,0.0,0.0,4204.0,86.4625850340136,0.824550961845042,47660.0748020142,71.5,3.61560418648906,16.9362511893435,71.39,258.6,0.883489784649365,1.5,46.8354430379747,16.0407974038016,10.47156082,36.41,5.80399619410086
Census tract,Tract 4910,17031491000,3408,-87.62805360,41.69976250,0.0842223469960696,96.1257720381808,0.561482313307131,1.79674340258282,0.0,0.533408197641774,3408.0,75.894538606403,0.77492203163288,25967.3794006078,98.4,6.45539906103286,14.1725352112676,95.02,304.0,3.96432111000991,3.73,44.0993788819876,41.2004662004662,10.50591014,90.39,3.52112676056338
Census tract,Tract 4911,17031491100,4256,-87.63769940,41.69975310,3.01796407185629,92.5269461077844,0.0,3.66467065868263,0.0,0.790419161676647,4256.0,84.6761933718456,0.830452664904947,45359.3825949999,80.2,8.14944834503511,20.3861584754263,81.64,170.0,2.01729106628242,0.88,40.9356725146199,15.158924205379,10.52846685,19.78,4.86459378134403
Census tract,Tract 4912,17031491200,1931,-87.63743830,41.68877650,4.02650356778797,88.4811416921509,0.0,4.43425076452599,0.0,0.611620795107034,1931.0,92.5705794947994,0.804368471035138,41616.1171277091,86.1,7.30191610564474,17.5038839979285,73.86,127.4,1.6793893129771,1.5,63.5,19.6319018404908,10.53596986,4.36,9.16623511134127
Census tract,Tract 4913,17031491300,2327,-87.62780360,41.68889690,0.862068965517241,97.3727422003284,0.0,0.656814449917898,0.0,1.10837438423645,2327.0,77.5787965616046,0.746893831993008,37390.2260476053,93.9,3.30898152127202,10.9153416415986,88.2,182.4,6.5252854812398,1.53,63.6085626911315,36.8692070030896,10.50948877,99.8,14.9978513107005
Census tract,Tract 4914,17031491400,3336,-87.61682150,41.68912320,2.37337192474674,95.3111432706223,0.0,0.0578871201157742,0.0,1.30246020260492,3336.0,81.1401172083111,0.770112815518221,35311.2234077952,98.5,4.82613908872902,14.3285371702638,98.77,238.6,9.28381962864722,2.83,61.9909502262443,24.8005319148936,10.49057644,100.0,8.99280575539568
Census tract,Tract 5001,17031500100,3136,-87.59502470,41.71468340,1.27970749542962,97.684338817794,0.0,1.03595368677636,0.0,0.0,3136.0,92.4096385542169,0.812481280056437,49297.819738681,39.6,8.54591836734694,19.547193877551,23.8911764883685,150.2,0.5273566249176,0.39,40.3921568627451,4.47103274559194,10.4034263,96.8,2.32780612244898
Census tract,Tract 5002,17031500200,2106,-87.60030860,41.70085520,1.26168224299065,93.3644859813084,0.0,0.0,0.0,5.37383177570093,2106.0,86.417791898332,0.781694097428779,33317.0780185896,94.6,4.27350427350427,13.627730294397,77.73,194.2,5.40865384615385,1.64,45.2554744525547,16.0443995963673,10.42450658,70.38,5.84045584045584
Census tract,Tract 5003,17031500300,1598,-87.60536980,41.68931500,46.1088355763604,30.8952603861908,0.292568753657109,15.9742539496782,0.0,3.92042129900527,1598.0,87.5918367346939,0.823111940758482,45126.0251558375,72.8,1.37672090112641,11.8272841051314,59.15,52.4,0.12531328320802,0.43,50.1075268817204,19.4752774974773,10.45354082,51.28,19.6495619524405
Census tract,Tract 5101,17031510100,3325,-87.55007480,41.71262130,11.1759799833194,12.9830414234084,0.0,75.7575757575758,0.0,0.0834028356964136,3325.0,66.270783847981,0.758987423362313,46546.3233878303,93.0,2.31578947368421,14.3759398496241,87.99,59.2,0.388349514563107,0.99,55.6660039761431,16.8012924071082,10.25187973,98.66,12.4511278195489
Census tract,Tract 5102,17031510200,4033,-87.56004990,41.71426510,6.3359396063629,69.4796441089242,0.0,23.3216500404422,0.0,0.862766244270693,4033.0,83.1519548569125,0.810023837401863,51830.8086692251,91.8,3.09942970493429,12.4721051326556,84.91,83.4,2.9616724738676,1.34,64.2140468227425,3.69127516778524,10.28491233,56.43,7.31465410364493
Census tract,Tract 5103,17031510300,4817,-87.57497360,41.71573810,0.749219562955255,99.2507804370448,0.0,0.0,0.0,0.0,4817.0,85.1909344923937,0.763897825638286,30295.099181437,93.2,4.77381696893892,18.2614133833646,82.14,303.0,2.6,0.8,74.1223671013039,10.7541276215975,10.33712274,44.64,3.10610798415676
Census tract,Tract 5201,17031520100,2001,-87.52943250,41.72111840,9.55385308697612,0.0,0.0,90.4461469130239,0.0,0.0,2001.0,56.7438148443735,0.733668822929485,61559.6924510304,83.6,3.39830084957521,11.544227886057,80.237092907156,41.8,3.66088631984586,0.0,30.5164319248826,24.7826086956522,10.17360384,67.95,11.7941029485257
Census tract,Tract 5202,17031520200,3178,-87.54069130,41.71230800,10.8588351431392,8.22639025995393,0.427772293517604,80.4870023033893,0.0,0.0,3178.0,77.6824034334764,0.7635949441505,31429.0041926396,93.8,5.03461296412838,12.6809314033984,76.12,82.2,3.5,1.35,62.6686656671664,21.3836477987421,10.22154658,50.91,14.7262429200755
Census tract,Tract 5203,17031520300,5902,-87.53956290,41.70111390,11.7221418234443,0.253256150506512,0.0,88.0246020260492,0.0,0.0,5902.0,61.5590598036299,0.763565367168971,44180.92752723,93.1,3.11758725855642,12.2839715350729,81.37,95.6,3.13568985176739,0.37,62.5,11.5927419354839,10.24939178,0.0,13.368349711962
Census tract,Tract 5204,17031520400,4515,-87.53070290,41.70300800,10.9630668536699,1.19214586255259,0.116877045348294,87.7279102384292,0.0,0.0,4515.0,75.2865329512894,0.798053308563819,48505.4651611615,80.6,3.14507198228128,8.61572535991141,75.8,58.6,3.23076923076923,0.45,55.456570155902,10.4066161268091,10.21086,0.0,11.3178294573643
Census tract,Tract 5205,17031520500,5275,-87.53087190,41.69311580,18.3371735791091,1.78571428571429,0.748847926267281,78.3218125960061,0.0,0.806451612903226,5275.0,77.9883827575665,0.800956944444444,67693.8109541028,69.8,2.97630331753554,8.4739336492891,55.18,38.2,3.54879594423321,0.0,29.6577946768061,2.41187384044527,10.23193151,19.74,1.61137440758294
Census tract,Tract 5206,17031520600,2852,-87.54040000,41.68952030,12.7979464613128,0.0,0.55005500550055,86.6519985331866,0.0,0.0,2852.0,75.6803705848292,0.80875283446712,58684.0923711706,86.8,2.45441795231417,12.4123422159888,55.0,36.6,7.03030303030303,0.0,48.3516483516484,2.94117647058823,10.28023616,58.69,7.53856942496494
Census tract,Tract 5301,17031530100,2263,-87.61793950,41.68185220,0.382958353279081,36.8118717089516,0.0,57.7788415509813,0.0,2.63283867879368,2263.0,60.0293901542983,0.789129360926261,39458.6215310899,94.6,4.10958904109589,16.8360583296509,95.07,114.6,3.46666666666667,1.24,48.5148514851485,18.4782608695652,10.48353616,100.0,12.5055236411843
Census tract,Tract 5302,17031530200,4390,-87.63239540,41.68156120,0.740740740740741,93.6917562724014,0.0,5.56750298685783,0.0,0.0,4390.0,79.1023339317774,0.808667725780658,40125.8116639677,94.4,4.28246013667426,14.6697038724374,78.65,292.6,5.10204081632653,2.57,68.2779456193353,28.5044293903075,10.52735041,26.87,11.3895216400911
Census tract,Tract 5303,17031530300,4014,-87.65175240,41.68131440,0.817079599367422,96.0727464417501,0.0,0.0,0.632577754348972,2.47759620453347,4014.0,87.5582646109717,0.815289952114276,43569.9553228776,80.8,4.63378176382661,17.6880916791231,72.29,161.0,0.91324200913242,1.03,37.3711340206186,10.8720930232558,10.5636989,0.0,8.61983059292476
Census tract,Tract 5304,17031530400,2183,-87.65152670,41.67403970,1.97792088316467,94.1582336706532,0.0,2.94388224471021,0.0,0.919963201471941,2183.0,88.1597717546362,0.809282624618234,65661.4798021252,74.1,6.09253321117728,17.4988547869904,57.51,121.2,2.29419703103914,1.59,46.031746031746,9.52380952380952,10.5702937,80.41,7.51259734310582
Census tract,Tract 5305.01,17031530501,4148,-87.63216600,41.67427800,1.95150798344175,94.066627242263,0.0,2.64143504829489,0.0,1.34042972600039,4148.0,89.7727272727273,0.822231797818132,45762.4545353712,76.6,6.29218900675024,15.6219864995178,86.44,221.6,6.29228687415426,3.47,61.7161716171617,27.7967757694187,10.5300789,50.73,8.29315332690453
Census tract,Tract 5305.02,17031530502,1456,-87.62502250,41.66608020,0.0,96.2709757613424,0.0,3.29397141081417,0.0,0.0,1456.0,89.0609874152953,0.812469956737702,58215.2560615808,72.9,4.46428571428571,16.5521978021978,48.68,52.8,0.0,0.0,57.8313253012048,9.29054054054054,10.52836466,100.0,8.4478021978022
Census tract,Tract 5305.03,17031530503,6171,-87.63753560,41.66420390,0.154083204930662,95.3389830508475,0.0,1.84899845916795,0.0,2.31124807395994,6171.0,88.9525794684731,0.815742485348189,46730.887907895,91.3,6.10922054772322,10.5331388753849,70.84,207.2,1.52370203160271,2.28,66.7300380228137,11.7969138875062,10.54213562,100.0,5.49343704423918
