Address,City,State,Zip,cxy_lon,cxy_lat,cxy_state_id,cxy_county_id,cxy_tract_id,cxy_block_id,Date Sampled,1st Draw,2-3 Minute,5 Minute,sequential
5130 S MELVINA AVE,Chicago,IL,,-87.77721240799997,41.799185753000074,17,31,560800,4002,2019-03-02T00:00:00Z,7.1,2.2999999999999998,< 1,FALSE
5130 S MENARD AVE,Chicago,IL,,-87.76745735399999,41.79939993600004,17,31,560800,2000,2019-04-06T00:00:00Z,3.1,2.5,1.7,FALSE
5130 S MENARD AVE,Chicago,IL,,-87.76745735399999,41.79939993600004,17,31,560800,2000,2019-04-23T00:00:00Z,9.1999999999999993,4.7,3,FALSE
5130 S MENARD AVE,Chicago,IL,,-87.76745735399999,41.79939993600004,17,31,560800,2000,2019-05-13T00:00:00Z,8,15,2.9,FALSE
5130 S MERRIMAC AVE,Chicago,IL,,-87.77843191299996,41.799158926000075,17,31,560800,5000,2019-10-03T00:00:00Z,3.5,6,2.2999999999999998,FALSE
5130 S MERRIMAC AVE,Chicago,IL,,-87.77843191299996,41.799158926000075,17,31,560800,5000,2019-11-14T00:00:00Z,< 1,< 1,< 1,FALSE
5130 S MOBILE AVE,Chicago,IL,,-87.77965230599995,41.79913196800004,17,31,560800,5002,2019-03-03T00:00:00Z,1.9,3.9,< 1,FALSE
5130 S MOBILE AVE,Chicago,IL,,-87.77965230599995,41.79913196800004,17,31,560800,5002,2019-04-16T00:00:00Z,3.9,5.0999999999999996,1.5,FALSE
5130 S MOBILE AVE,Chicago,IL,,-87.77965230599995,41.79913196800004,17,31,560800,5002,2020-10-26T00:00:00Z,< 1,< 1,< 1,FALSE
5130 S MOBILE AVE,Chicago,IL,,-87.77965230599995,41.79913196800004,17,31,560800,5002,2021-07-27T12:48:00Z,<1.0,3.7,1.7,FALSE
5130 S MONITOR AVE,Chicago,IL,,-87.76868055099999,41.799375508000026,17,31,560800,2002,2019-04-07T00:00:00Z,5,2.5,1.6,FALSE
5130 S MONITOR AVE,Chicago,IL,,-87.76868055099999,41.799375508000026,17,31,560800,2002,2019-09-14T00:00:00Z,2.8,6.3,2.5,FALSE
5130 S MOODY AVE,Chicago,IL,,-87.77599393599996,41.79921017000004,17,31,560800,4000,2019-08-14T00:00:00Z,2.8,12,2.5,FALSE
