blockGroup,totalPopulation_MOE,femaleUnder5_MOE,female5to9_MOE,maleUnder5_MOE,male5to9_MOE,totalUnder5_MOE,totalUnder10_MOE,totalPopulationBG,pAllChildrenUnder5BG,pAllChildrenUnder10BG,totalChildrenUnder5BG,totalChildrenUnder10BG,pAllChildrenUnder5BG_MOE,pAllChildrenUnder5BG_MOE2,pAllChildrenUnder10BG_MOE,pAllChildrenUnder10BG_MOE2
170316810004,240,12,40,46,41,47.53945729601885,74.43789357578571,560,0.06428571428571428,0.1767857142857143,36,99,0.08029678653302506,0.08925072200599977,0.1092182379010594,0.15300126376559514
170316811001,262,12,12,97,12,97.73944955850733,99.20181449953424,448,0.19642857142857142,0.19642857142857142,88,88,0.1854751864856568,0.24656412776633185,0.18930397191152917,0.24945704656466186
170316811002,93,12,21,12,12,16.97056274847714,29.546573405388315,117,0,0.11965811965811966,0,14,0.145047544858779,0.145047544858779,0.23393882969903013,0.26985234845791634
170316811003,240,12,12,40,65,41.7612260356422,78.18567643756751,470,0.05531914893617021,0.17872340425531916,26,84,0.0842438205519403,0.09323587776454176,0.13908349067428596,0.18974217551618558
170316811004,322,44,41,65,22,78.49203781276162,91.24691775616314,675,0.16148148148148148,0.2414814814814815,109,163,0.08710944996361479,0.13948517420521236,0.07073733854484421,0.1776058230658422
170316811005,148,75,12,12,12,75.95393340703298,77.82673062643708,197,0.2436548223350254,0.2436548223350254,48,48,0.33932825582210113,0.4268003127661549,0.3500923081919372,0.4354072415947819
170316812001,391,12,89,35,100,37,138.88844444373333,796,0.026381909547738693,0.24623115577889448,21,196,0.04463944630723869,0.04825504217457985,0.1257590918406584,0.21230465078114436
170316812002,148,12,17,12,12,16.97056274847714,26.851443164195103,210,0,0.05714285714285714,0,12,0.08081220356417686,0.08081220356417686,0.12135634964228541,0.1340561415971386
170316812003,446,46,12,56,40,72.47068372797375,83.64209466530593,1118,0.08765652951699464,0.13416815742397137,98,150,0.05458074437160494,0.0736522456512156,0.05227237859988328,0.09198847236350699
170316813001,255,69,12,34,12,76.92203845452875,78.77182237323191,554,0.11371841155234658,0.11371841155234658,63,63,0.12860430907037368,0.1483870377449012,0.13220225343266181,0.15151594131282778
170316813002,522,94,61,98,91,135.79396157414365,174.47635943015317,1251,0.1079136690647482,0.2597921662669864,135,325,0.09876818303418652,0.11751734412408398,0.08775332272178614,0.1766432672643458
170316813003,311,68,37,108,12,127.62444906835053,133.42038824707413,545,0.20550458715596331,0.26238532110091745,112,143,0.20269429730174596,0.2618955740060478,0.19368135460752495,0.28696602126122606
170316814001,303,53,12,53,47,74.95331880577403,89.280456988077745,397,0.1964735516372796,0.28211586901763225,78,112,0.1147133849657407,0.24110409454052786,0.06490632679247743,0.3113458122398993
170316814002,267,26,29,12,12,28.635642126552707,42.485291572496,275,0.01090909090909091,0.05454545454545454,3.0000000000000004,15,0.10358952816246339,0.10466690053833326,0.14513148194928946,0.16331683972354383
170316814003,517,128,71,118,28,174.0919297382851,190.08682226814145,1104,0.27355072463768115,0.33695652173913043,302,372,0.09195854713832939,0.20316775697797723,0.068894714267212,0.2335497526118857
170316814004,171,12,12,12,12,16.97056274847714,24,353,0,0,0,0,0.04807524857925535,0.04807524857925535,0.0679886685552408,0.0679886685552408
170316903001,209,12,12,12,12,16.97056274847714,24,553,0,0,0,0,0.030688178568674753,0.030688178568674753,0.0433996383363472,0.0433996383363472
170316903002,473,73,93,36,93,81.39410298049853,154.67061776562477,1808,0.05641592920353982,0.14878318584070796,102,269,0.04253072216285881,0.04737650886369204,0.0761798729607709,0.09398678684404407
170316904001,326,12,12,12,42,16.97056274847714,46.861498055439924,706,0,0.036827195467422094,0,26,0.024037624289627676,0.024037624289627676,0.06416077244462758,0.06851976245595515
170316904002,354,57,135,23,12,61.465437442517235,148.81868162297366,870,0.059770114942528735,0.2218390804597701,52,193,0.06633202545841166,0.07471871973072639,0.14530061695207339,0.1934115063877715
170316904003,320,12,12,12,12,16.97056274847714,24,468,0,0,0,0,0.03626188621469475,0.03626188621469475,0.05128205128205129,0.05128205128205129
170316904004,259,44,12,51,12,67.35725647619564,69.46221994724903,704,0.08522727272727272,0.08522727272727272,59.99999999999999,59.99999999999999,0.0903943227621222,0.10068463436027156,0.09355334643370615,0.10353014361809748
170316905001,242,9,34,25,35,26.570660511172846,55.560777532356404,898,0.03229398663697105,0.09020044543429843,29.000000000000004,81,0.02827989343354115,0.03084203309521272,0.056896671897036503,0.06647541462675355
170316909001,301,12,43,46,52,47.53945729601885,82.54089895318563,657,0.0563165905631659,0.2054794520547945,37,135,0.06760207858065588,0.07682076545278788,0.08319560389255463,0.1569898296169113
170316909002,224,12,12,12,12,16.97056274847714,24,491,0,0,0,0,0.03456326425351759,0.03456326425351759,0.048879837067209775,0.048879837067209775
170316909003,172,12,12,12,12,16.97056274847714,24,316,0,0,0,0,0.05370431249518082,0.05370431249518082,0.0759493670886076,0.0759493670886076
170316909004,575,12,58,199,68,199.36148073286373,218.4788319265736,1502,0.08388814913448735,0.14713715046604528,126,221,0.1287870518805555,0.1365604696563451,0.13410974301423836,0.15598394520351652
170316909005,347,52,12,12,31,53.36665625650534,62.8728876384726,1143,0.028871391076115485,0.05249343832020997,33,60,0.04585989636002864,0.047505577148743726,0.05264781650201152,0.05726888940294358
170316910001,253,56,41,12,50,57.271284253105414,86.37708029332781,719,0.054242002781641166,0.1404728789986092,39,101.00000000000001,0.07733353979988769,0.0819089059149184,0.10949507536894162,0.1299064091612446
170316910002,228,43,46,12,24,44.64302857109943,68.4470598345904,513,0.06432748538011696,0.14035087719298245,33,72,0.08219302091751075,0.09159949860379435,0.11794580512597147,0.14728640311784474
170316910003,197,28,12,12,12,30.463092423455635,34.87119154832539,460,0.036956521739130437,0.036956521739130437,17,17,0.06430504120272403,0.06808911966356071,0.07413634011210866,0.07744150578141483
170316910004,307,55,12,12,12,56.293871780150276,58.7962583843564,380,0.07631578947368421,0.07631578947368421,29,29,0.13470200066603766,0.1604597699598549,0.14191225745941832,0.1665586911853133
170316911001,573,61,12,12,34,62.16912416947821,71.8679344353238,801,0.06491885143570537,0.09238451935081149,52.00000000000001,74,0.06218771848440224,0.09044707778144377,0.06068423915237594,0.11143505772096605
170316911002,301,64,55,62,12,89.10667763978185,105.39924098398431,597,0.1323283082077052,0.19095477386934673,79,114,0.13351571363586953,0.16349038798074567,0.14798641847909105,0.20109329447156252
170316911003,370,12,12,61,12,62.16912416947821,64.4437739428721,612,0.06699346405228758,0.06699346405228758,41,41,0.09315983835678436,0.1093602952681746,0.09719923100340137,0.11282113811752087
170316911004,628,12,12,121,58,121.59358535712317,135.25161736556055,901,0.08546059933407325,0.12541620421753608,77,113,0.12109684041516806,0.1475152136576239,0.12203432244639317,0.17371044674053157
170316912001,412,47,62,59,62,75.43208866258443,115.66330446602328,938,0.10980810234541578,0.2697228144989339,103,253.00000000000003,0.06434904356267708,0.09377265933910059,0.03419926775471313,0.1709980888546191
170316912002,301,12,20,23,84,25.942243542145693,90.160967164289,830,0.018072289156626505,0.13614457831325302,15,113.00000000000001,0.030560853618379086,0.031935461172783425,0.09675890861579844,0.11932164740691419
170316912003,174,12,12,12,12,16.97056274847714,24,382,0,0,0,0,0.04442555693318623,0.04442555693318623,0.06282722513089006,0.06282722513089006
170316913001,510,87,51,60,71,105.68348972285122,137.15319901482428,1418,0.076163610719323,0.11706629055007052,108.00000000000001,166,0.06931329378691906,0.07940465058266014,0.08707795303371987,0.10548982635709753
170316913002,242,12,12,33,32,35.11409973215888,49,1027,0.02531645569620253,0.044790652385589096,26,46,0.03366650141533674,0.03470746343637933,0.046529769043511096,0.04886521108932178
170316914001,125,12,12,12,12,16.97056274847714,24,286,0,0,0,0,0.059337631987682306,0.059337631987682306,0.08391608391608392,0.08391608391608392
170316914002,459,269,23,27,12,270.3516228913746,271.59344616540363,751,0.23834886817576564,0.2583222370173103,179,194.00000000000003,0.3291970283321683,0.38834682199601117,0.32535869825030767,0.3946038211691224
170316914003,377,45,24,80,12,91.7877987534291,95.62949335848225,760,0.14868421052631578,0.16842105263157894,112.99999999999999,128,0.09563676180465547,0.14151341796681255,0.09408969752117229,0.15103854238487693
170316914004,314,12,54,31,12,33.24154027718932,64.53681120105021,761,0.035479632063074903,0.07884362680683311,27,60,0.04115520957224593,0.04606926264644656,0.07831729665861638,0.0908309914594288
170316914005,114,12,17,12,12,16.97056274847714,26.851443164195103,240,0,0.041666666666666664,0,10,0.07071067811865475,0.07071067811865475,0.11011653391596862,0.11361809354392263
170316915001,222,37,12,12,26,38.897300677553446,48.30113870293329,566,0.04240282685512368,0.07420494699646643,24,42,0.06668031267545761,0.07070698348790838,0.08022103932585771,0.09016446769861663
170316915002,437,42,28,83,72,93.02150289046077,120.91732712891069,1060,0.1349056603773585,0.22830188679245284,143,242,0.06788162022691605,0.1038959288242575,0.06445102701812336,0.14788962443391876
170316915003,223,12,61,8,8,14.422205101855956,63.190189111918315,376,0.0026595744680851063,0.10638297872340426,1,40,0.03832448193266345,0.038389347568429266,0.1557657182842434,0.17951240934486137
170317001001,911,42,113,155,56,160.58953888718904,204.1910869749216,2581,0.0712901975978303,0.13250678031770632,184,342,0.05690469901757076,0.06711545963986262,0.06380790979169924,0.09190395745012588
170317001002,489,59,24,40,72,71.28113354878694,104.12012293500234,1301,0.06610299769408147,0.15680245964642583,85.99999999999999,204,0.04883211845180858,0.060159802405808524,0.05414261590202385,0.09939038116876973
170317002001,460,12,14,41,84,42.720018726587654,95.2732911156112,1448,0.016574585635359115,0.08287292817679558,24,120,0.029029110266662696,0.029968955027557347,0.06029977541078728,0.07086810621735085
170317002002,623,142,58,45,88,148.95972610071487,182.474655774439,1591,0.13010685103708358,0.21810182275298554,206.99999999999997,347,0.0785514321649057,0.10659037093797044,0.07655325803123253,0.14299656369513197
170317002003,527,76,45,20,72,78.587530817554,115.69356075426151,1870,0.05561497326203209,0.14278074866310161,104,267,0.038993371918639705,0.044852964080797336,0.04699534357916786,0.0738023682883715
170317002004,1006,48,113,35,59,59.405386961116584,140.63783274780653,2062,0.028612997090203686,0.10572259941804074,59,218,0.02520164007159394,0.032013481247401984,0.044625316470558965,0.08551204074512925
170317003011,668,24,69,89,109,92.17917335276988,158.55283031217073,2481,0.049576783555018135,0.13663845223700122,122.99999999999999,339,0.034673388450851036,0.03947912760858197,0.05225536004742956,0.07373968843552269
170317003012,526,12,57,39,93,40.80441152620633,116.46029366269003,2003,0.017473789316025962,0.10833749375936096,35,217,0.01984811504084482,0.020882060182909983,0.05070693457331114,0.06473027089333122
170317003013,660,82,75,95,32,125.49501982150527,149.65961379076188,2209,0.07333635129017656,0.11770031688546853,162.00000000000003,260,0.05241527823093754,0.06088980831035026,0.05790846386563419,0.07633294244681132
170317003021,454,66,149,31,12,72.91776189653656,166.3189706557854,1263,0.06096595407759303,0.1876484560570071,77,236.99999999999997,0.05341278365189463,0.0617531605549326,0.11309854614259819,0.14795586329810656
170317003022,342,53,48,25,25,58.60034129593445,79.76841480184999,821,0.09500609013398295,0.1559074299634592,78,128,0.05940006557360971,0.08161448012289307,0.0722644246230144,0.1168674893872582
170317003023,618,61,85,39,70,72.40165743959182,131.78391404113023,1605,0.059813084112149535,0.1277258566978193,96,204.99999999999997,0.03878787051306564,0.050649159714890396,0.06575004455291987,0.09571048237202329
170317003024,564,78,66,37,68,86.33075929238663,128.191263352851,2361,0.04277848369335027,0.11096992799661161,100.99999999999999,262,0.03510834397150212,0.03796645675974432,0.047384292944548365,0.06042096912832002
170317004011,612,83,69,12,59,83.86298349093002,123.59207094308275,2316,0.03929188255613126,0.08808290155440414,91,203.99999999999997,0.03468977452791399,0.03766944034306172,0.048020851923078915,0.0582196467297806
170317004012,890,12,84,67,53,68.06614430096654,120.40764095355411,2038,0.0323846908734053,0.09911678115799803,66,202,0.030256405858832495,0.03626940300426715,0.04021248541846029,0.0732403605809789
170317004013,379,55,29,57,30,79.20858539325141,89.52653238007156,1358,0.07879234167893961,0.10898379970544919,107,148,0.05402339690443547,0.062334899360918836,0.058489424146424274,0.07260353135173905
170317004014,530,12,41,12,67,16.97056274847714,80.36168241145776,1032,0,0.09496124031007752,0,98,0.01644434374852436,0.01644434374852436,0.06070677058033972,0.09188097867409806
170317004021,415,77,53,79,51,110.3177229641729,132.58959235173776,1043,0.1236816874400767,0.23010546500479387,129,240,0.09362378871805796,0.11665768294490535,0.08819115011560359,0.15666200302564867
170317004022,323,12,34,30,41,32.31098884280702,62.297672508690084,1041,0.026897214217098942,0.06820365033621517,28,71,0.029895377668509974,0.032140825528933895,0.05597746328934333,0.06347557033334822
170317004023,362,50,56,68,65,84.40379138403677,120.3536455617361,1418,0.07404795486600846,0.153737658674189,105,218.00000000000003,0.05644160580034107,0.06245278197739394,0.0752562441982696,0.0935106591619375
170317005011,551,118,12,12,12,118.6086000254619,119.81652640600127,1148,0.10017421602787456,0.10017421602787456,115,115,0.09144849037556337,0.11395711837685585,0.09263560442627836,0.11491193864959877
170317005012,878,73,12,12,151,73.97972695272672,168.57639217873896,1230,0.03008130081300813,0.11138211382113822,37,137,0.05618256135288205,0.06386416190112923,0.11163531884336023,0.15844601925795793
170317005013,518,12,86,61,25,62.16912416947821,109.02293336725076,1032,0.03875968992248062,0.12693798449612403,40,131,0.057013425672104025,0.06330498948604717,0.08426571754301486,0.12336900991558676
170317005014,493,12,12,12,19,16.97056274847714,28.160255680657446,1275,0,0.009411764705882352,0,11.999999999999998,0.013310245292923246,0.013310245292923246,0.021784592928091998,0.022384286244263602
170317005015,461,12,12,12,12,16.97056274847714,24,742,0,0,0,0,0.022871378367219867,0.022871378367219867,0.03234501347708895,0.03234501347708895
170317005016,455,12,58,12,12,16.97056274847714,61.61168720299745,1239,0,0.02744148506860371,0,34,0.01369698365494523,0.01369698365494523,0.04869512941925706,0.05073778538577484
170317005021,427,85,39,40,45,93.94147114027967,111.22499719037982,1389,0.08135349172066235,0.1238300935925126,113,172,0.06283854058429018,0.07210834924814995,0.070448440177974,0.08866351065844509
170317005022,548,80,85,84,84,116,166.54428840401582,2318,0.06557377049180328,0.16566005176876616,152,383.99999999999994,0.047581439146701515,0.05238929755832204,0.06023595194326579,0.0818289540258018
170317101001,316,41,47,76,75,86.35392289873113,123.6567830731497,1100,0.10272727272727272,0.18272727272727274,113,201,0.07274562473185983,0.08386712059610825,0.09940684593656554,0.12406715579166464
170317102001,327,12,12,129,14,129.5569372901351,130.86252328302402,384,0.2604166666666667,0.2786458333333333,100,107,0.25426874612328976,0.4037431579078337,0.24460678609710376,0.41525919393390276
170317102002,307,12,22,12,81,16.97056274847714,85.63293758829018,612,0,0.16176470588235295,0,99,0.027729677693590096,0.027729677693590096,0.11398987381394923,0.16175060077230927
170317102003,481,12,12,58,94,59.22837157984339,111.74972035759194,886,0.0417607223476298,0.11963882618510158,37,106,0.06288734208199329,0.07058900315017758,0.1081192603336895,0.14186947584973109
170317102004,691,84,245,167,12,186.93581786270923,308.40557712207476,1151,0.15986099044309296,0.2988705473501303,184,344,0.13102249036420766,0.188648350238817,0.19900043962644948,0.32247277790197887
170317102005,574,12,62,43,103,44.64302857109943,128.24195881223898,1438,0.01808066759388039,0.10222531293463143,26.000000000000004,147,0.030194670219109012,0.031873083487469825,0.07929803227432808,0.09807264867819558
170317103001,308,37,27,32,57,48.91829923454004,79.81854421122951,1541,0.05256327060350422,0.099935107073329,81,154,0.02995566374008276,0.033437805079150826,0.04779041688908388,0.055514407078061885
170317104001,219,12,12,12,81,16.97056274847714,83.62415918859813,260,0,0.20384615384615384,0,53,0.06527139518645055,0.06527139518645055,0.2719658970720357,0.3645929812188699
170317104002,246,12,15,12,12,16.97056274847714,25.632011235952593,567,0,0.015873015873015872,0,9,0.029930445764509945,0.029930445764509945,0.044678731968899044,0.04572791827877573
170317104003,899,12,24,468,12,468.15382087514786,468.92216838191814,1339,0.24943988050784166,0.2598954443614638,334,348,0.306909617883806,0.387669934127963,0.3036355543966622,0.3912673000993867
170317104004,222,21,12,21,12,29.698484809834994,34.20526275297414,453,0.05739514348785872,0.05739514348785872,26,26,0.059219129283532984,0.07133869169263975,0.07007390734308391,0.08057701998488666
170317104005,558,70,71,56,48,89.64373932405988,124.02015965156633,1855,0.0738544474393531,0.15525606469002695,137,288,0.04291616906609628,0.05318743977561782,0.047841178001543604,0.08155366212416933
170317104006,414,56,12,67,25,87.32124598286491,91.61877536837086,1141,0.07800175284837861,0.09202453987730061,89,105,0.07110485064439477,0.08159608108721957,0.07302528249532414,0.08696261222791164
170317105001,457,12,12,100,39,100.71742649611338,108.66922287382016,1058,0.11909262759924386,0.14366729678638943,126,152,0.08010018262239674,0.10820600089254684,0.08184565178179513,0.12000321152239442
170317105002,354,65,68,90,12,111.01801655587259,130.74020039758238,749,0.1588785046728972,0.2336448598130841,118.99999999999999,175,0.12779293126798355,0.16615740228509118,0.13518318756273648,0.20655025680346667
170317105003,474,40,43,24,51,46.647615158762406,81.40024569987489,951,0.04100946372239748,0.10094637223974763,39,96,0.044589424848128764,0.05313951398177347,0.06924522438389903,0.09928691348898457
170317105004,536,52,67,20,39,55.71355310873648,95.46727187890099,1434,0.038354253835425386,0.10529986052998605,55.00000000000001,151,0.03611016813764058,0.04141241693668459,0.05369344002297006,0.07733846647997625
170317106001,247,12,56,13,21,17.69180601295413,62.369864518050704,814,0.011056511056511056,0.10073710073710074,9,82,0.021473901625767747,0.021991823639785323,0.07025999152682003,0.08249380812539213
170317106002,305,65,12,74,12,98.49365461794989,99.94498486667553,1045,0.09569377990430622,0.09569377990430622,100,100,0.09001902336215517,0.09830344829573079,0.09147215310154562,0.0996358277568254
170317107001,264,12,12,41,51,42.720018726587654,67.60177512462228,744,0.03494623655913978,0.08736559139784947,25.999999999999996,65,0.05606441223096694,0.05874310242401788,0.0854105921096334,0.09600549602489458
170317107002,411,12,36,12,17,16.97056274847714,43.278170016764804,689,0,0.04499274310595065,0,31,0.024630715164698315,0.024630715164698315,0.056790382952442736,0.06830668407142065
170317107003,445,12,12,49,12,50.44799302251776,53.225933528685054,1001,0.03296703296703297,0.03296703296703297,33,33,0.04821958984215761,0.05248529703754672,0.05111314613086683,0.055155518925751656
170317107004,671,25,60,183,12,184.69975636150687,194.57132368363023,1317,0.12680334092634776,0.1556567957479119,167,205,0.12447573796767054,0.15440813376920942,0.12464828485221952,0.1676782867346063
170317108001,480,12,12,12,12,16.97056274847714,24,1081,0,0,0,0,0.01569894796343861,0.01569894796343861,0.02220166512488437,0.02220166512488437
170317108002,432,12,95,12,12,16.97056274847714,97.24710792614863,497,0,0.11670020120724346,0,58,0.034146001505990224,0.034146001505990224,0.1673214504306201,0.22039882244327694
170317108003,582,12,89,12,129,16.97056274847714,157.63882770434446,905,0,0.19005524861878453,0,172,0.018752003036991316,0.018752003036991316,0.12410640877971202,0.21278982040139632
170317108004,174,12,12,12,12,16.97056274847714,24,275,0,0,0,0,0.061711137267189596,0.061711137267189596,0.08727272727272728,0.08727272727272728
170317108005,327,12,12,12,12,16.97056274847714,24,659,0,0,0,0,0.025751992031073048,0.025751992031073048,0.036418816388467376,0.036418816388467376
170317108006,688,12,12,178,112,178.4040358287895,210.9881513260875,1233,0.12570965125709652,0.18329278183292783,155,226,0.12655131039633832,0.16079723943102928,0.13718979424450028,0.19935272753501884
170317109001,286,44,46,59,40,73.60027173862879,95.56673061269805,851,0.09283196239717979,0.16803760282021152,79,143,0.08066362175522193,0.09194191253968055,0.09706651988877382,0.12569952333531126
170317109002,574,172,78,104,28,200.9975124224178,217.41205118392128,1379,0.1798404641044235,0.2654097171863669,248,365.99999999999994,0.12506466710902703,0.16385495786838752,0.11247967170960792,0.19251279624834267
170317110001,390,164,12,12,12,164.43843832875572,165.3118265581746,724,0.19337016574585636,0.19337016574585636,140,140,0.20183085713586044,0.24987148490899994,0.2031874225196132,0.2509685094759824
170317110002,892,12,126,92,46,92.77930803794561,163.0950643030009,2730,0.03333333333333333,0.07216117216117215,91,196.99999999999997,0.03219263209039741,0.035687641251231535,0.05489227105127536,0.0642261594924385
170317110003,257,54,41,48,12,72.24956747275377,83.93449827097318,492,0.1565040650406504,0.22764227642276422,77,112,0.12198893963910393,0.16807078399653733,0.12232791370591246,0.20795102365694743
170317111001,356,12,57,12,12,16.97056274847714,60.67124524847005,741,0,0.05128205128205128,0,38,0.022902243925070363,0.022902243925070363,0.07808278305114759,0.08550401656077276
170317111002,413,12,12,12,31,16.97056274847714,37.322915213043046,834,0,0.022781774580335732,0,19,0.02034839658090784,0.02034839658090784,0.043306343370848516,0.04615180792093549
170317111003,470,32,57,112,49,116.48175822848829,138.62900129482287,1072,0.1417910447761194,0.23880597014925373,152,256,0.08911815506014394,0.12518478876350272,0.07590125972143973,0.1663891217255894
170317112001,485,82,12,12,12,82.87339742040264,84.5931439302264,1068,0.08426966292134831,0.08426966292134831,90,90,0.06750396593543131,0.08652020393392992,0.06934896386436394,0.08796726130111024
170317112002,281,10,38,30,27,31.622776601683793,56.32938842203065,838,0.026252983293556086,0.08353221957040573,22,70,0.03669482251711881,0.03874923149957889,0.06110483466720835,0.0728213172310327
170317112003,848,12,96,20,103,23.323807579381203,142.72000560538106,1386,0.007936507936507936,0.13131313131313133,11,182.00000000000003,0.016112339900933546,0.017514718486516985,0.06440940903454642,0.13060679684347976
170317112004,294,25,50,53,51,58.60034129593445,92.38506372785592,1743,0.030407343660355707,0.09122203098106713,53,159,0.03322686502374562,0.03400936350377363,0.050720939127751975,0.05519170123878698
170317113001,169,12,12,12,12,16.97056274847714,24,534,0,0,0,0,0.031780080053327976,0.031780080053327976,0.0449438202247191,0.0449438202247191
170317113002,402,56,53,12,38,57.271284253105414,86.7928568489366,1082,0.07763401109057301,0.1987060998151571,84,215,0.04438160277367371,0.06027971099322834,0.031371725991857745,0.10901731297800038
170317114001,323,42,30,73,28,84.21995013059554,93.68564457802486,911,0.12733260153677278,0.17453347969264543,116,159,0.08067461331945004,0.10288245707263931,0.08213616148345082,0.12002108887064708
170317114002,472,161,17,13,139,161.5239920259526,213.7755832643195,1046,0.1491395793499044,0.26003824091778205,156,272,0.13898450164712872,0.16844814616068604,0.16733234164081667,0.23566426883465202
170317114003,319,44,16,37,31,57.48912940721924,67.24581771381771,744,0.09408602150537634,0.13172043010752688,70,98,0.06590399806106789,0.08716692291838357,0.07056667944394548,0.10657831772631744
170317115001,341,11,43,35,12,36.68787265568828,57.784080852774665,1241,0.021756647864625302,0.05801772763900081,27,72,0.028952382429358547,0.030161557677940865,0.043748369401821655,0.049216011028701434
170317115002,371,51,51,12,70,52.392747589718944,101.22252713699653,1444,0.024930747922437674,0.1329639889196676,36,192,0.03571319844376036,0.03684412086553415,0.06121110643435247,0.07797984851624819
170317201001,232,31,39,31,22,43.840620433565945,62.66578013557319,717,0.07810320781032078,0.14783821478382148,56,106,0.05567749902116349,0.0661613226603668,0.07314687333343055,0.09963455844186282
170317201002,601,86,56,104,31,134.9518432626987,149.3619764197033,1941,0.12467800103039671,0.1818650180319423,242,353,0.0578246142210336,0.0795255450522683,0.05244486041752712,0.09535440715381854
170317201003,218,47,12,12,14,48.507731342539614,51.894122981316485,674,0.04599406528189911,0.05934718100890208,31,40,0.07041564225453806,0.0734913487645723,0.07456307135802427,0.0793509720283073
170317202001,236,18,12,12,23,21.633307652783937,33.77869150810907,728,0.016483516483516484,0.04945054945054945,12,36,0.029231693736505356,0.030192699996861687,0.04354207984192915,0.049090504647250656
170317202002,241,43,37,32,19,53.600373133029585,67.84541251993387,988,0.06578947368421052,0.11336032388663968,65,112,0.051823548869810825,0.056575139198557105,0.06285601489630564,0.07402774468836038
170317202003,826,44,23,39,12,58.7962583843564,64.26507605223851,2475,0.04808080808080808,0.055757575757575756,119,138,0.017517557571354345,0.028667687902547413,0.018109247738303996,0.031945093201226536
170317203001,229,23,12,12,29,25.942243542145693,40.718546143004666,816,0.023284313725490197,0.04656862745098039,19,38,0.031113181506893888,0.03245655603356915,0.0481584046842924,0.05158317367178212
170317203002,260,31,12,51,12,59.682493245507096,62.048368229954285,742,0.09838274932614555,0.09838274932614555,73,73,0.07267248789775947,0.08751095902227247,0.07618655029377909,0.0904503615106893
170317203003,349,34,64,33,20,47.38143096192854,82.10359310042405,1477,0.043331076506431955,0.12389979688557888,64,183,0.030401709663029977,0.033673810477775984,0.04725394621143769,0.06282621812672946
170317203004,208,32,12,65,63,72.44998274671983,96.7574286553751,751,0.09986684420772303,0.17842876165113183,75,134,0.09242116500327056,0.10035821059677257,0.11898356115459863,0.137990705747252
170317204001,158,11,13,11,41,15.556349186104045,45.73838650411709,796,0.02763819095477387,0.10175879396984924,22,81,0.018757369338921425,0.020298539226649648,0.05379322274862156,0.060906960095872195
170317204002,287,21,61,28,11,35,71.18286310622803,1108,0.058664259927797835,0.15433212996389892,65,171,0.027693429192892846,0.035053302695254765,0.05029191273232225,0.07566653901092596
170317205001,181,19,12,18,12,26.1725046566048,31.192947920964443,648,0.046296296296296294,0.09104938271604938,30,59,0.03826357091818899,0.04240931090198966,0.04087064361165478,0.05444247527294155
170317205002,200,12,43,18,21,21.633307652783937,52.51666402200353,1288,0.013198757763975156,0.05434782608695652,17,70,0.01667053495525031,0.016920626699038103,0.03989091261108241,0.0416379855701225
170317206001,319,42,96,88,35,97.50897394599124,141.24092891226678,970,0.15876288659793814,0.30927835051546393,154,300,0.0859020111408826,0.11327524574136368,0.10419638723518115,0.17761529800664227
170317206002,212,47,16,38,12,60.440052945046304,63.66317616958802,807,0.10780669144981413,0.13011152416356878,87,105,0.06933357496961214,0.08007058580775238,0.07109937558625609,0.08597517616689794
170317207001,411,17,30,12,43,20.808652046684813,56.40921910468182,1161,0.0017226528854435831,0.04478897502153316,2,52,0.017912664600905893,0.01793341388420985,0.04592684056911129,0.051108416729823025
170317207002,365,12,70,12,22,16.97056274847714,75.31268153505093,879,0,0.06825938566552901,0,60,0.01930666979348935,0.01930666979348935,0.08085575571792504,0.09024664298407623
170317207003,541,12,31,12,12,16.97056274847714,37.322915213043046,953,0,0.01888772298006296,0,18,0.01780751600050067,0.01780751600050067,0.03766725793511864,0.040604846200749306
170317301001,321,12,48,70,18,71.02112361825881,87.58995376183276,1221,0.05896805896805897,0.12694512694512694,72,155,0.05606240101190087,0.06019682461787377,0.06350023206643318,0.07911951652944789
170317301002,277,31,27,12,12,33.24154027718932,44.474711915874174,774,0.027131782945736434,0.059431524547803614,21,46,0.04183567872202214,0.044031697689289696,0.053379425527011644,0.0612710344121915
170317301003,302,22,12,59,12,62.96824596572466,65.21502894272147,753,0.07304116865869854,0.07304116865869854,55,55,0.07832427420573593,0.08860573755666959,0.08150227221026134,0.09142704836940563
170317302011,502,12,36,41,12,42.720018726587654,57.14017850864661,965,0.021761658031088083,0.04041450777202073,21,39,0.042797532599703134,0.04569397677961527,0.0553545768322565,0.0628342232343253
170317302012,432,12,12,12,12,16.97056274847714,24,1019,0,0,0,0,0.016654134198701803,0.016654134198701803,0.023552502453385672,0.023552502453385672
170317302013,518,12,12,12,12,16.97056274847714,24,1027,0,0,0,0,0.01652440384467102,0.01652440384467102,0.023369036027263874,0.023369036027263874
170317302014,331,12,12,12,12,16.97056274847714,24,853,0,0,0,0,0.01989514976374811,0.01989514976374811,0.028135990621336458,0.028135990621336458
170317302015,645,99,46,38,54,106.04244433244644,127.58134659894448,1211,0.08670520231213873,0.14698596201486375,105,178,0.07439857414693339,0.09899730389912212,0.07049930697650371,0.13125532935100556
170317302021,394,14,12,72,10,73.348483283569,74.9933330370107,1041,0.06628242074927954,0.07204610951008646,69,75,0.06584236605579089,0.07479240630139972,0.06667957637508516,0.07702773736749033
