blockGroup,totalPopulation_MOE,femaleUnder5_MOE,female5to9_MOE,maleUnder5_MOE,male5to9_MOE,totalUnder5_MOE,totalUnder10_MOE,totalPopulationBG,pAllChildrenUnder5BG,pAllChildrenUnder10BG,totalChildrenUnder5BG,totalChildrenUnder10BG,pAllChildrenUnder5BG_MOE,pAllChildrenUnder5BG_MOE2,pAllChildrenUnder10BG_MOE,pAllChildrenUnder10BG_MOE2
170010004002,239,25,18,34,20,42.20189569201838,50.049975024968795,934,0.058886509635974305,0.0835117773019272,55,78,0.042597433419245094,0.04763039007608093,0.04914132003841408,0.057690543954888665
170010004003,350,59,54,58,86,82.73451516749222,130.98473193468007,1052,0.08935361216730038,0.23479087452471484,94,247,0.07280991356344761,0.08407604362248032,0.09695804695944249,0.14698543351109017
170010004004,130,12,12,12,25,16.97056274847714,32.51153641401772,230,0,0.06521739130434782,0,15,0.07378505542816148,0.07378505542816148,0.1364635082561924,0.14608183915547915
170010005001,253,56,19,32,42,64.4980619863884,79.27799190191436,1193,0.09555741827326068,0.18189438390611903,114,217,0.050122086951771616,0.05773695541621073,0.05411069108969414,0.07683708829960059
170010005002,262,15,12,27,11,30.886890422961002,34.91418050019218,798,0.03508771929824561,0.043859649122807015,28,35,0.036951253284784505,0.04038337796709625,0.041314473937671306,0.04606091383013284
170010006001,228,43,22,12,54,44.64302857109943,73.43704787094863,864,0.06944444444444445,0.2152777777777778,60,186,0.04831126598691233,0.054823671155203126,0.06322269910101674,0.10223369612941122
170010006002,273,8,37,42,12,42.7551166528639,57.8013840664737,1029,0.038872691933916424,0.08163265306122448,40,84,0.040249902162485786,0.042810948285135854,0.051829367550877664,0.06020290948898196
170010006003,221,58,12,12,9,59.22837157984339,61.09828148156051,966,0.050724637681159424,0.055900621118012424,49,54,0.060204788158234324,0.06240156142700494,0.06194229599498336,0.0645287364998757
170010006004,315,49,17,28,66,56.43580423808985,88.48728722251576,871,0.07347876004592423,0.14810562571756603,64,129,0.05909423015463331,0.07003188805497658,0.08632557415654091,0.11484802946485094
170010006005,176,36,28,27,16,45,55.362442142665635,671,0.09985096870342772,0.16095380029806258,67,108,0.06173858836988227,0.0719967310791975,0.07088834386820282,0.0926810302817496
170010007001,95,33,12,24,10,40.80441152620633,43.69210454990696,348,0.19540229885057472,0.21551724137931033,68,75,0.1044178273298325,0.12881748594081494,0.11091394467978333,0.13865323156049386
170010007002,193,12,12,12,12,16.97056274847714,24,758,0,0,0,0,0.02238860520907274,0.02238860520907274,0.0316622691292876,0.0316622691292876
170010008001,444,93,42,27,46,96.84007434941384,115.14338886796757,1098,0.10655737704918032,0.16757741347905283,116.99999999999999,184,0.07695473362453582,0.09815964629829223,0.08003174070047883,0.12485541789505014
170010008002,219,12,65,12,24,16.97056274847714,71.33722730804723,497,0,0.10462776659959759,0,52,0.034146001505990224,0.034146001505990224,0.13592993701937361,0.15075817907763328
170010008003,370,28,31,12,12,30.463092423455635,45.088801270381985,1185,0.014345991561181435,0.032067510548523206,17,38,0.025313993647183536,0.026094582437406148,0.03670859183792535,0.039344969834292615
170010009001,379,60,79,12,12,61.18823416311342,100.6429331846007,1304,0.05061349693251534,0.1280674846625767,66,167,0.04455799375545904,0.04917533407202738,0.06761135473077533,0.08568698840926763
170010009002,304,33,43,46,17,56.61271941887264,73.09582751429797,1295,0.06640926640926641,0.11042471042471043,86,143,0.04084225159516913,0.046412877884511525,0.05014024380871489,0.06211243018134389
170010010011,252,16,22,46,33,48.703182647543684,62.80923498976882,1012,0.06027667984189723,0.12154150197628459,61,123,0.04572518144460686,0.05041199147229519,0.05418496555963758,0.06905059201802012
170010010012,313,22,64,69,92,72.42237223399962,133.4353776177817,1119,0.08757819481680071,0.23771224307417338,97.99999999999999,266,0.05990544901737026,0.06920154714113219,0.09898638595062109,0.13653032754149053
170010010013,435,48,43,28,27,55.569775957799216,75.27283706623525,1332,0.04054054054054054,0.08108108108108109,54,108,0.03956251318656881,0.04376946408486125,0.049923559076476096,0.06240717825231734
170010010021,212,27,27,23,35,35.4682957019364,56.674509261219015,971,0.04325437693099897,0.121524201853759,42,118,0.03528569039734152,0.037728644159910965,0.051987954683958,0.06411476082490351
170010010022,594,66,135,199,40,209.65924735150605,252.5509849515539,2077,0.137217140105922,0.21665864227250842,285,450,0.09300304097585863,0.108302985070328,0.10462232452723544,0.13647134758540075
170010011001,404,85,65,32,12,90.82400563727631,112.32987136109433,1398,0.0736766809728183,0.1452074391988555,102.99999999999999,203,0.06137915195777652,0.06836700841426478,0.06852242653474155,0.0906479642240181
170010011002,377,82,53,95,39,125.49501982150527,141.70038814343454,2655,0.06892655367231638,0.10621468926553672,183,282,0.04624303448995519,0.04827008548257479,0.05119579799437661,0.055461232925960044
170010011003,437,51,51,73,29,89.05054744357274,106.63957989414625,2204,0.05989110707803993,0.10707803992740472,132,236,0.03861959786475317,0.04211297580711976,0.043477708141262804,0.05283768574912127
170010011004,428,16,42,45,46,47.75981574503821,78.49203781276162,1779,0.03766160764474424,0.10848791455874086,67,193,0.02527119236943336,0.028334245292722462,0.03557336164352357,0.051263422487582394
170010101001,280,15,69,20,37,25,82.18880702382776,1161,0.04565030146425495,0.1834625322997416,53,213,0.018505861069728794,0.024184440395275137,0.05526047562704688,0.08348126986612535
170010101002,179,29,32,16,7,33.12099032335839,46.58325879540846,1117,0.06177260519247986,0.12712623097582812,69,142,0.02795055102203997,0.03126048179120054,0.03638948302948603,0.04641375278877326
170010101003,168,49,15,16,16,51.54609587543949,56.01785429664367,943,0.08059384941675504,0.12725344644750794,76,119.99999999999999,0.05274236530548807,0.056516121100458616,0.054907690826023765,0.06358290856382326
170010101004,203,12,42,27,62,29.546573405388315,80.50465825031493,1325,0.026415094339622643,0.14113207547169812,35,187,0.02192899150070737,0.022663560040104388,0.05678054566474824,0.06449104822772514
170010102001,124,12,6,15,12,19.209372712298546,23.430749027719962,714,0.04201680672268908,0.06582633053221289,30.000000000000004,47,0.02589540882507723,0.027875897841378967,0.030760529592999186,0.034750431892392776
170010102002,193,30,33,38,32,48.41487374764082,66.76076692189807,855,0.06432748538011696,0.15906432748538013,55,136,0.054732127212269714,0.05845774222355408,0.06933755053911668,0.08594266405747678
170010102003,296,26,37,50,27,56.356011214421486,72.62231062146122,1487,0.06657700067249496,0.13718897108271688,99,204,0.03550647491466118,0.0401494563928804,0.040489533410702765,0.0559546696353817
170010102004,123,5,5,5,9,7.0710678118654755,12.489995996796797,654,0.012232415902140673,0.035168195718654434,8,23,0.010564434466596856,0.011054081713583469,0.01791592391380737,0.020210780897308676
170010103011,332,56,12,79,65,96.83491106000976,117.2433366976563,1018,0.12082514734774066,0.20726915520628683,123,211,0.08657713840946438,0.10296143032645401,0.09324638557775135,0.13354210793617022
170010103012,269,19,15,27,40,33.015148038438355,53.99073994677235,952,0.037815126050420166,0.06932773109243698,36,66,0.03299264144490309,0.03628855914416628,0.05322230160202117,0.06000088965228579
170010103013,241,30,24,15,24,33.54101966249684,47.7179211617606,827,0.07134220072551391,0.1475211608222491,59,122,0.03482350395386831,0.04557563760659764,0.038485924617191976,0.07195428765686425
170010103021,149,12,25,12,44,16.97056274847714,53.376024580330075,767,0,0.10560625814863103,0,81,0.02212589667337306,0.02212589667337306,0.06649793308431254,0.07255164084754677
170010103022,215,50,22,26,75,56.356011214421486,96.35870484808314,955,0.0806282722513089,0.193717277486911,77,185,0.05615041116319794,0.06174020317433847,0.09098713008920502,0.10992099942304925
170010103023,372,28,58,71,56,76.32168761236873,111.01801655587259,1387,0.09805335255948089,0.21701514059120403,136,301,0.04833534678726393,0.06098782568862536,0.05494480239962175,0.09896695108436353
170010104001,240,48,70,52,65,70.76722405181653,118.88229472886196,1843,0.04774823657080846,0.11882799782962561,88,219,0.03789105605492858,0.03889802713994199,0.06262123139552508,0.06633485200596125
170010104002,218,45,73,25,12,51.478150704935004,90.12768719988325,608,0.0756578947368421,0.1825657894736842,46,111,0.0802046112435202,0.08890761788565296,0.13300026311195418,0.16204612822104308
170010104003,275,12,8,5,31,13,34.55430508634199,1069,0.002806361085126286,0.028999064546304958,3,31,0.012139450145233944,0.012182308165258874,0.0314513315871228,0.033173627106076596
170010105001,447,68,35,66,52,94.76286192385707,113.61778029868388,2135,0.059484777517564404,0.10585480093676815,127,226,0.04260232686957525,0.046099587302807735,0.0483822667192255,0.057647230006788557
170010105002,228,12,32,88,12,88.81441324469807,95.16301802696255,799,0.0951188986232791,0.13266583229036297,76,106.00000000000001,0.10779210538838338,0.11442291184764584,0.11292600525737215,0.12497439823540532
170010106001,365,12,21,47,48,48.507731342539614,71.40028011149536,1530,0.021568627450980392,0.05359477124183006,33,82,0.031284073034919556,0.03211922599582204,0.044881190199471316,0.048386656184576694
170010106002,347,80,12,22,43,82.96987405076617,94.2178327069775,1434,0.06206415620641562,0.07810320781032078,89,112,0.055875930583187516,0.05977640944645716,0.06292591099131718,0.06836701536648761
170010106003,361,50,39,79,35,93.49331526906082,107.17742299570372,1599,0.08067542213883677,0.12195121951219512,129,195,0.055560629673503684,0.06124105503985754,0.06111209069130893,0.07246212403875607
