blockNum,medianAge,meanAge,nBlocks,minAge,maxAge,pOld
17031310003004,126,108.5,18,16,141,0.9444444444444444
17031310003005,116,113.6,5,109,116,1
17031310003006,119,111.33333333333333,27,35,127,0.9629629629629629
17031310003007,113.5,96.65,20,13,126,0.85
170313102001000,133,127.78947368421052,19,29,143,0.9473684210526315
170313102001001,138,101.6,35,13,143,0.6857142857142857
170313102001006,143,129.13636363636363,22,25,166,0.9545454545454546
170313102001007,138,104,12,16,168,0.6666666666666666
170313102001008,138,138,2,133,143,1
170313102001010,122,104.7,10,16,133,0.8
170313102001012,133,131.75,8,123,133,1
170313102001013,17,17,1,17,17,0
170313102001014,123,124,7,113,145,1
170313102002003,140.5,143.5,4,133,160,1
170313102002004,138,138.25,12,123,153,1
170313102002005,133,133.875,8,130,143,1
170313102002006,138,138.25,8,138,139,1
170313102002007,138,138,1,138,138,1
170313102002008,138.5,124.33333333333333,6,63,148,1
170313102002010,143,143,2,143,143,1
170313102002011,133,130.47826086956522,23,44,153,1
170313102002012,133,133.375,8,121,143,1
170313102002015,132,130,4,113,143,1
170313102002017,83,83,8,25,143,0.5
170313103001000,143,119.82352941176471,17,15,168,0.8235294117647058
170313103001001,133,85.42857142857143,7,15,143,0.5714285714285714
170313103001004,143,140.46153846153845,13,133,146,1
170313103001005,133,133,11,123,138,1
170313103001006,139.5,139.625,8,135,143,1
170313103001007,139,118,4,51,143,1
170313103001008,143,144.11111111111111,9,133,153,1
170313103001009,153,144,5,128,153,1
170313103001010,133,132.83333333333334,24,123,143,1
170313103001011,133,124.75,8,29,158,0.875
170313103001013,143,143,11,143,143,1
170313103001014,138,136.75,8,133,138,1
170313103001015,133,135,13,130,143,1
170313103001016,140,128.82608695652175,23,29,151,0.9130434782608695
170313103001017,133,117.6086956521739,23,15,158,0.8695652173913043
170313103001018,133,133,2,133,133,1
170313103001019,12,49,3,12,123,0.3333333333333333
170313103001020,133,134.25,4,133,138,1
170313103001021,29,29,1,29,29,0
170313103001023,95.5,95.5,2,58,133,1
170313103001024,133,133,1,133,133,1
170313103001026,94,94,1,94,94,1
170313104001000,133,100.72727272727273,11,13,133,0.7272727272727273
170313104001001,143,130.8,10,17,153,0.9
170313104001003,133,108.55555555555556,9,13,148,0.7777777777777778
170313104001004,138,143.44444444444446,18,123,168,1
170313104001005,135.5,125.2,20,25,155,0.9
170313104001006,132.5,132.66666666666666,6,117,153,1
170313104001007,129,116.85714285714286,7,29,143,0.8571428571428571
170313104001008,140.5,124.11111111111111,18,16,153,0.8888888888888888
170313104001009,143,134.42105263157896,19,25,153,0.9473684210526315
170313104001010,143,140.33333333333334,12,123,143,1
170313104001011,138,138.42857142857142,14,133,146,1
170313104001012,128,107.2,10,18,134,0.8
170313105001000,133,132.5,20,123,133,1
170313105001001,138,129.5,18,16,144,0.9444444444444444
170313105001002,133,120.55555555555556,9,16,138,0.8888888888888888
170313105001003,143,146.30769230769232,13,136,153,1
170313105001004,153,132.5,6,25,158,0.8333333333333334
170313105001005,133,119.56,25,13,143,0.88
170313105001006,133,134.43478260869566,23,129,150,1
170313105001007,128,129.57142857142858,7,123,149,1
170313105001008,128,122.5,8,29,153,0.875
170313105001009,138,131.33333333333334,9,63,158,1
170313105001010,138,132.71428571428572,7,95,153,1
170313105001012,133,129.8181818181818,22,33,143,0.9545454545454546
170313105001013,87,87,1,87,87,1
170313105001014,130.5,117.625,8,58,138,1
170313105001016,133,131,5,128,133,1
170313106001000,25,52.666666666666664,9,25,158,0.2222222222222222
170313106001001,57,57,1,57,57,1
170313106001002,133,133,3,133,133,1
170313106001003,133,130,4,121,133,1
170313106001004,141,132.1,20,13,144,0.95
170313106001005,141,104.26315789473684,19,25,148,0.6842105263157895
170313106001006,128,115.54545454545455,11,29,141,0.9090909090909091
170313106001007,133,133,1,133,133,1
170313106001008,114,91.85714285714286,7,16,133,0.7142857142857143
170313106001009,133,113.33333333333333,6,25,133,0.8333333333333334
170313106001010,133,132.28571428571428,7,128,133,1
170313106001013,74.5,74.5,2,16,133,0.5
170313106001014,128,112.71428571428571,7,16,143,0.8571428571428571
170313106001017,133,93.66666666666667,3,15,133,0.6666666666666666
170313106001018,133,115.85714285714286,7,13,133,0.8571428571428571
170313106001020,133,133,9,133,133,1
170313106002000,143,134.64705882352942,17,48,149,1
170313106002001,138,125.23529411764706,17,13,143,0.8823529411764706
170313106002002,133,126.81818181818181,22,13,141,0.9545454545454546
170313106002003,133,133,5,133,133,1
170313106002004,143,126.28571428571429,7,16,153,0.8571428571428571
170313106002007,35,42.6,5,12,99,0.4
170313106002008,138,136.46153846153845,13,123,143,1
170313106002009,133,107.57142857142857,7,16,143,0.8571428571428571
170313106002010,133,128.33333333333334,15,96,143,1
170313106002011,128,128,2,123,133,1
170313106002012,130,94.44444444444444,9,25,143,0.6666666666666666
170313106002013,143,128.22222222222223,9,25,143,0.8888888888888888
170313106002014,133,105,8,16,143,0.75
170313106002015,133,131.33333333333334,9,118,143,1
170313106003000,135,126.16666666666667,12,17,143,0.9166666666666666
170313106003001,133,107.11764705882354,17,16,143,0.7647058823529411
170313106003002,133,128.75,8,109,133,1
170313106003003,143,141.875,8,133,151,1
170313106003004,143,139.1818181818182,11,85,162,1
170313106003005,143,114.11111111111111,9,17,144,0.7777777777777778
170313106003006,138,113.33333333333333,9,16,148,0.7777777777777778
170313106003007,138,137.25,12,135,138,1
170313106003008,133,133,2,133,133,1
170313106003009,133,127.28571428571429,7,83,143,1
170313106003010,143,131.5,10,17,153,0.9
170313106003011,140,127.66666666666667,9,61,153,1
170313106003012,135.5,140.5,6,131,155,1
170313106003013,143,143.3,10,121,153,1
170313106003014,143,131.7,10,17,153,0.9
170313106003017,101.5,101.5,2,75,128,1
170313106003019,133,131.83333333333334,6,121,138,1
170313107001000,133,133,1,133,133,1
170313107001005,133,134.71428571428572,7,131,143,1
170313107001006,143,142.8,10,133,153,1
170313107001007,133,121.7,10,16,143,0.9
170313107001009,133,126.38461538461539,13,16,148,0.9230769230769231
170313107001011,133,122.85714285714286,14,13,133,0.9285714285714286
170313107001012,133,112,13,32,133,0.9230769230769231
170313107001013,138,137.71428571428572,7,129,145,1
170313107001014,133,123.4,10,25,143,0.9
170313107001015,126.5,105.66666666666667,6,32,133,0.8333333333333334
170313107001018,133,117.375,8,25,133,0.875
170313108001002,16,67,9,16,138,0.4444444444444444
170313108001004,133,130,5,123,133,1
170313108002000,123,125.33333333333333,6,113,143,1
170313108002002,133,121.33333333333333,9,25,140,0.8888888888888888
170313108002004,133,125.75,12,53,134,1
170313108002005,130,123.13333333333334,15,25,134,0.9333333333333333
170313108002006,133,131.54166666666666,24,98,143,1
170313108002008,133,120.125,8,35,138,0.875
170313108003001,133,127.5,18,84,140,1
170313108003002,135,135.88888888888889,18,123,153,1
170313108003003,133,132.23529411764707,17,121,143,1
170313108003004,128,119.625,16,13,134,0.9375
170313108003005,129,121.75,4,96,133,1
170313108003006,143,139.1764705882353,17,128,143,1
170313108003007,130.5,132.75,4,127,143,1
170313108003008,133,131.86666666666667,15,127,143,1
170313108003009,105,107.4,5,68,138,1
170313108003010,143,143,1,143,143,1
170313108003014,133,132.94444444444446,18,119,141,1
170313108003015,138,132.23076923076923,13,51,150,1
170313108003016,133,135.6315789473684,19,93,153,1
170313108003017,133,134.36363636363637,22,117,149,1
170313108003018,133,128.94444444444446,18,25,144,0.9444444444444444
170313109001000,97,97,1,97,97,1
170313109001002,17,17,1,17,17,0
170313109001004,143,143,1,143,143,1
170313109001005,143,136.3684210526316,19,125,143,1
170313109001006,17,17,1,17,17,0
170313109001007,128,102.57142857142857,7,61,136,1
170313109001008,139,137.04347826086956,23,118,143,1
170313109001009,143,141.89473684210526,19,137,143,1
170313109001010,140,115.63636363636364,11,57,140,1
170313109001011,133,129.3,10,113,138,1
170313109001012,133,134.30434782608697,23,117,154,1
170313109002001,68,68,1,68,68,1
170313109002002,138,134.9090909090909,22,107,148,1
170313109002003,133,132.47058823529412,17,119,143,1
170313109002004,138,137.8181818181818,22,128,153,1
170313109002005,136,135.4,20,128,143,1
170313109002006,130,125.6842105263158,19,29,138,0.9473684210526315
170313109002007,130,123.75,12,88,132,1
170313109002008,128,110.72222222222223,18,16,143,0.8888888888888888
170313109002009,133,128.52173913043478,23,16,143,0.9565217391304348
170313109003000,8,8,1,8,8,0
170313109003001,143,141.66666666666666,15,133,148,1
170313109003002,133,134.04761904761904,21,92,153,1
170313109003003,138,136.55555555555554,9,129,144,1
170313109003004,134,135.1764705882353,17,133,138,1
170313109003005,133,134.47368421052633,19,128,143,1
170313109003006,133,131.8,20,123,141,1
170313109003007,143,141.88888888888889,18,133,143,1
170313109003008,133,133.47619047619048,21,128,143,1
170313109003009,133,133,15,118,143,1
170313109003010,129,129,1,129,129,1
170313109003012,133,133.95238095238096,21,128,138,1
17031311001001,119.5,115.63636363636364,22,106,126,1
17031311001002,112,109.04166666666667,24,16,126,0.9583333333333334
17031311001003,121,111.97826086956522,46,16,131,0.9565217391304348
17031311001004,110,101.76,25,13,125,0.92
17031311001005,111,94.32,25,13,138,0.8
17031311001006,111,108.93548387096774,31,56,126,1
17031311001007,117,116.0909090909091,22,101,131,1
17031311001008,115,110.3,10,66,124,1
17031311002000,111,100.82352941176471,17,16,131,0.8823529411764706
17031311002001,116,114.8,5,90,136,1
17031311002002,116.5,116.84615384615384,26,98,136,1
17031311002003,114,96,5,17,121,0.8
17031311002005,110.5,107.83333333333333,6,95,116,1
17031311003000,114,114.6,15,103,127,1
17031311003001,108.5,106,6,97,113,1
17031311003002,61,61,4,16,106,0.5
17031311003003,113,112.22727272727273,22,97,126,1
17031311003004,116,108.6470588235294,17,33,123,0.9411764705882353
17031311003005,108.5,109.27272727272727,22,96,131,1
17031311003006,106.5,96.92857142857143,14,16,118,0.9285714285714286
17031311003007,113,113.8125,16,106,127,1
17031311003008,105.5,98.57142857142857,28,13,127,0.8928571428571429
17031311003009,101,84.14285714285714,7,16,131,0.8571428571428571
17031312001000,116,111.38461538461539,13,87,121,1
17031312001001,51,67.44444444444444,27,17,121,0.5185185185185185
17031312002000,110.5,93.85714285714286,14,16,136,0.7857142857142857
17031312002001,121,99.77777777777777,9,16,121,0.8888888888888888
17031312002002,116,115,6,96,128,1
17031312002004,48,63,3,20,121,0.6666666666666666
17031312003000,106,94.42857142857143,7,16,121,0.8571428571428571
17031312003001,116,116,2,106,126,1
17031312003002,109,105.66666666666667,3,87,121,1
17031312003003,95,98.75,12,81,119,1
17031312003004,93,75.73333333333333,15,13,131,0.6666666666666666
17031312004000,97,78,5,16,121,0.8
17031312004001,93.5,85.16666666666667,12,17,112,0.8333333333333334
17031312004002,102.5,91.64285714285714,14,29,123,0.8571428571428571
17031313001006,83,83,2,69,97,1
17031313001007,89,83.66666666666667,3,48,114,1
17031313002000,73,73,1,73,73,1
17031313002001,106,106,5,91,132,1
17031313002002,106,99.25,8,49,110,1
17031313002003,106,104.85714285714286,7,100,107,1
17031313003000,53,53,2,53,53,1
17031313003001,90.5,89.13636363636364,22,64,113,1
17031313003002,105,105,2,99,111,1
17031313004000,56,56,1,56,56,1
17031313004001,101,100.57142857142857,7,93,106,1
17031313004002,109,103.71641791044776,67,33,125,0.9402985074626866
17031313004003,54.5,54,4,43,64,1
17031313004004,111,107.6923076923077,13,59,116,1
17031313004005,100,92,4,48,120,1
17031313005001,53,53,1,53,53,1
17031313005002,109,107.58333333333333,12,83,113,1
17031313005003,96,100.5,6,90,121,1
17031314001000,103.5,100.05555555555556,18,70,131,1
17031314001001,60,60,1,60,60,1
17031314002000,57.5,57.5,2,50,65,1
17031314002001,101,94.8,5,43,126,1
17031314003003,97,85.33333333333333,15,48,110,1
17031314003004,106,98.30434782608695,23,50,123,1
17031314004003,102.5,104,12,97,121,1
17031314004004,106,101.25,12,55,126,1
17031314005008,44.5,44.5,2,23,66,0.5
17031314005009,56,45,3,13,66,0.6666666666666666
17031314005010,85.5,85.5,2,64,107,1
17031314005014,98.5,86.375,8,38,107,1
17031315011000,104,90.33333333333333,6,17,116,0.8333333333333334
17031315011001,104,95.5,6,55,111,1
17031315012000,104,75.33333333333333,18,16,121,0.6111111111111112
17031315012001,116,116,1,116,116,1
17031315012002,109,90.27272727272727,22,16,124,0.7727272727272727
17031315012003,109,92.57142857142857,7,33,123,0.8571428571428571
17031315012004,108.5,79.875,8,20,115,0.75
17031315013000,111,96.6,5,29,126,0.8
17031315013001,50,50,1,50,50,1
17031315013002,91,83.75,4,47,106,1
17031315013003,105,76.33333333333333,3,16,108,0.6666666666666666
17031315013004,51.5,59.5,4,33,102,0.75
17031315021000,101,101,5,100,102,1
17031315021001,103,101.77777777777777,9,92,105,1
17031315021002,108,98.66666666666667,9,56,116,1
17031315021003,105,105,2,101,109,1
17031315021004,101,101,5,96,104,1
17031315021005,16,16,1,16,16,0
17031315021006,92,94.66666666666667,3,92,100,1
17031315021007,100,94,5,52,114,1
17031315022000,101,93.22222222222223,9,43,121,1
17031315022001,106.5,96.33333333333333,6,29,116,0.8333333333333334
17031315023000,116,98.5,8,16,126,0.875
17031315023001,105.5,97.83333333333333,12,33,120,0.9166666666666666
17031317001000,111,111,1,111,111,1
17031317001001,115,104.875,8,16,126,0.875
17031317001002,110,90.2,10,27,127,0.8
17031317001003,105,102.33333333333333,9,92,116,1
17031317001004,103,86.44444444444444,9,16,123,0.7777777777777778
17031317001005,108,105.9090909090909,11,89,116,1
17031317001006,111.5,103.5,10,13,130,0.9
17031317001007,110,110.5,14,103,129,1
17031317001008,111,109.66666666666667,12,99,121,1
17031317001009,68.5,68.5,2,16,121,0.5
17031317002000,111,109.33333333333333,3,106,111,1
17031317002001,110.5,86.9,10,25,128,0.7
17031317002002,111,106.4,10,29,131,0.9
17031317002003,111,109.55555555555556,9,92,121,1
17031317002004,108,85.83333333333333,6,25,124,0.6666666666666666
17031317002005,116,103.85714285714286,7,25,126,0.8571428571428571
17031317002006,102.5,88.25,4,25,123,0.75
17031317002007,107.5,111.33333333333333,6,98,136,1
17031317002008,118.5,114,14,50,131,1
17031317002009,121,114.72222222222223,18,90,121,1
17031317003000,111,101.875,8,27,121,0.875
17031317003001,101,85,8,25,111,0.75
17031317003002,103,81.57142857142857,7,21,116,0.7142857142857143
17031317003003,101,105,7,93,125,1
17031317003004,111,108.27272727272727,11,49,128,1
17031317003005,107.5,96.5,4,55,116,1
17031317003006,115,98,10,50,123,1
17031317003007,121,118.84615384615384,13,107,126,1
17031317003008,116,112.81818181818181,11,84,116,1
17031317004000,107.5,80.5,8,28,111,0.75
17031317004001,103,91.75,4,52,109,1
17031317004002,106,84.85714285714286,7,25,116,0.7142857142857143
17031317004003,107,91.07142857142857,14,31,109,0.7857142857142857
17031317004004,109,109.125,8,107,115,1
17031317004005,103,103,2,97,109,1
17031317004006,116,116.13333333333334,15,111,131,1
17031317004007,108.5,104.5,6,91,115,1
17031318001000,34,34,2,33,35,0
17031318001001,45,45,1,45,45,1
17031318001002,126,116.05263157894737,19,42,141,1
17031318001003,126,119.88888888888889,9,95,136,1
17031318001004,118,103.28571428571429,14,16,131,0.9285714285714286
17031318001005,120,104.3157894736842,19,42,131,1
17031318001006,120,111.82352941176471,17,20,148,0.8823529411764706
17031318001007,92,92,1,92,92,1
17031318001008,95,93.6,5,69,132,1
17031318001009,119,112.9090909090909,11,90,121,1
17031318001010,116,92.6,15,33,131,0.8666666666666667
17031318001011,96,89.5,14,13,134,0.8571428571428571
17031318001012,111,105.36363636363636,11,61,136,1
17031318001013,58,56,5,16,96,0.6
17031318001014,121,93.14285714285714,7,20,136,0.7142857142857143
17031318001015,67,67,2,13,121,0.5
17031319001000,80,80,1,80,80,1
17031319001001,116,109.38461538461539,13,59,121,1
17031319001002,121,122.18181818181819,11,94,146,1
17031319001003,126,123,11,91,141,1
17031319001004,131,126,6,96,141,1
17031319001005,104.5,86.125,8,13,121,0.75
17031319001006,35,41.111111111111114,9,35,90,0.1111111111111111
17031319001007,109,85.07692307692308,13,35,136,0.5384615384615384
17031319001008,116,118.88888888888889,9,93,143,1
17031319001009,95,92,9,52,132,1
17031319002000,77.5,80.83333333333333,6,54,116,1
17031319002001,121,100.21428571428571,14,16,131,0.8571428571428571
17031319002002,118,118.2,15,94,130,1
17031319002003,118.5,111.33333333333333,12,54,131,1
17031319002004,96,97.33333333333333,3,94,102,1
17031319002005,103,83.55555555555556,9,25,121,0.6666666666666666
17031319002006,121,120.28571428571429,7,116,121,1
17031319002007,102,80.77777777777777,9,16,133,0.7777777777777778
17031319002008,116,101.04761904761905,21,54,141,1
170313201011003,33,38.55555555555556,9,10,123,0.4444444444444444
170313201011004,59,59,1,59,59,1
170313201013003,16,15.75,4,14,17,0
170313201014005,35,38,3,31,48,0.3333333333333333
170313201021010,42,42,3,42,42,1
170313201021011,50,50,2,48,52,1
170313201021012,95,97.83333333333333,12,7,145,0.9166666666666666
170313201021017,102,102,2,94,110,1
170313201021018,93,80.4,5,8,119,0.8
170313201021021,26,26,2,13,39,0.5
170313201021022,94,94,2,94,94,1
170313201021023,62,62,1,62,62,1
170313201021024,100.5,93,4,37,134,1
170313201021025,28,28,2,16,40,0.5
170313201021026,16,16,1,16,16,0
170313201021028,28,28,2,20,36,0
170313201021032,85,91.33333333333333,3,48,141,1
170313201021033,32,32,1,32,32,0
170313201022008,62,62,2,17,107,0.5
170313201022010,111,111,1,111,111,1
170313201022011,85.5,85.5,2,62,109,1
170313201022012,123,123,1,123,123,1
170313201022015,103.5,108.25,4,92,134,1
170313204001007,114,100.8,5,50,116,1
170313204001008,120,120.07692307692308,13,93,144,1
170313204001010,121.5,123.25,4,116,134,1
170313204001011,110,116,5,95,144,1
170313204001014,96,96,2,95,97,1
170313204001017,65.5,65.5,2,25,106,0.5
170313204001018,72,76,4,32,128,0.5
170313204001019,109,93,3,60,110,1
170313204001020,85.5,85.5,2,60,111,1
170313204001021,105,98,4,50,132,1
170313204001022,21,21,1,21,21,0
170313204001024,9,9,1,9,9,0
170313204001026,93,93,1,93,93,1
170313204001027,130,125.33333333333333,3,110,136,1
170313204001029,85,90.25,4,59,132,1
170313204001034,60,63,4,10,122,0.75
170313206001007,57,64.75,4,14,131,0.75
170313206001008,61,66.33333333333333,3,17,121,0.6666666666666666
170313206001009,129,129,3,114,144,1
170313206001010,18,59.333333333333336,3,16,144,0.3333333333333333
170313206002000,105,105,1,105,105,1
170313206002001,92.5,101,4,92,127,1
170313206002002,103.5,92.33333333333333,6,17,135,0.8333333333333334
170313206002004,92,92.33333333333333,3,38,147,1
170313206002005,101,101,1,101,101,1
170313206002006,95,95,1,95,95,1
170313206002007,92.5,78.75,4,15,115,0.75
170313206002010,61,73.66666666666667,3,51,109,1
170313206002011,60,59.666666666666664,3,9,110,0.6666666666666666
170313206002012,114,114,2,107,121,1
170313206002013,27.5,27.5,2,13,42,0.5
170313206002016,111,111,1,111,111,1
170313206002018,118,118,1,118,118,1
170313206002020,113,113.66666666666667,3,113,115,1
17031321001000,112,108.75757575757575,33,33,128,0.9696969696969697
17031321001001,113,103.28571428571429,7,41,131,1
17031321001002,116,108.78947368421052,19,49,119,1
17031321001003,116,116.82352941176471,17,99,129,1
17031321001004,109,94,4,42,116,1
17031321002001,110,107.5,8,93,113,1
17031321002002,106,79.8125,16,16,121,0.75
17031321002003,111,90,3,43,116,1
17031321003000,104.5,92.66666666666667,6,29,116,0.8333333333333334
17031321003001,16,16,2,16,16,0
17031321003003,111,110.44444444444444,9,105,113,1
17031321003004,116,95.76190476190476,21,16,121,0.8095238095238095
17031321003005,102,92.41666666666667,12,25,119,0.9166666666666666
17031321004000,111,93.18181818181819,11,42,116,1
17031321005000,111,111.07142857142857,14,94,121,1
17031321005001,113,96.88235294117646,17,16,126,0.8235294117647058
17031321005002,69,71.33333333333333,3,52,93,1
17031321005003,121,119.92307692307692,13,108,131,1
170313301011001,91.5,77.66666666666667,6,38,95,1
170313301011003,17,17,1,17,17,0
170313301011020,57,62.25,4,13,122,0.5
170313301012004,17,15.666666666666666,3,13,17,0
170313301021000,113,99,5,16,137,0.8
170313301021004,24,24,1,24,24,0
170313301021005,81.5,86.5,4,73,110,1
170313301022002,29.5,29.5,2,17,42,0.5
170313301022003,17,17,1,17,17,0
170313301022004,92,77.33333333333333,3,16,124,0.6666666666666666
170313301022005,115,77.8,5,15,124,0.6
170313301022006,17.5,17.5,2,17,18,0
170313301023000,119,113.6,5,94,124,1
170313301023001,64.5,65.75,4,12,122,0.5
170313301023002,86,86,2,28,144,0.5
170313301023003,13,13,1,13,13,0
170313301023005,22,22,1,22,22,0
170313301023006,79,79,2,24,134,0.5
170313301023007,20.5,20.5,2,17,24,0
170313301023009,80,80,1,80,80,1
170313301024000,17,17.166666666666668,6,16,19,0
170313301024002,122,122,1,122,122,1
170313301031000,99,78,3,16,119,0.6666666666666666
170313301031001,70,63,3,13,106,0.6666666666666666
170313301031002,122,99,5,24,129,0.8
170313301031006,58,48,3,16,70,0.6666666666666666
170313301031007,26,42.5,4,12,106,0.25
170313301031008,124,95.33333333333333,3,24,138,0.6666666666666666
170313301032000,85,85,2,71,99,1
170313301032001,118.5,118.5,2,115,122,1
170313301032003,66.5,68,4,17,122,0.5
170313301032004,119,119,2,116,122,1
170313301032005,18,30.5,4,15,71,0.25
170313301032006,121,121.33333333333333,3,121,122,1
170313301032008,65.5,72.75,8,17,144,0.625
170313301033000,58,63,3,58,73,1
170313301033001,103,103,2,72,134,1
170313301033002,57.5,57.5,2,15,100,0.5
170313301033003,134,134,1,134,134,1
170313301033005,52,52,1,52,52,1
170313301033006,113,113,1,113,113,1
170313301033007,98,96.6,5,74,124,1
170313301033008,103,103,2,72,134,1
170313301033010,89,78.33333333333333,3,31,115,0.6666666666666666
170313301033011,108,108,2,92,124,1
170313301033012,112.5,112.5,2,111,114,1
170313301033013,114.5,106.75,4,74,124,1
170313301033014,51,58,3,15,108,0.6666666666666666
170313301033016,49,62,4,16,134,0.5
170313301033017,39.5,39.5,2,16,63,0.5
170313301033018,35.5,35.5,2,13,58,0.5
170313302001000,60.5,60.5,2,56,65,1
170313302002005,34,42.44444444444444,9,17,94,0.4444444444444444
170313302002006,31,29.475,40,26,33,0
170313302002010,24,45.05882352941177,34,16,122,0.23529411764705882
170313302002016,17,17,1,17,17,0
170313302002024,25.5,25.5,2,17,34,0
170313302002026,27.5,27.5,2,18,37,0.5
170313403001000,134,97.375,8,18,134,0.75
170313403001005,134,134,1,134,134,1
170313403001008,134,118.375,16,32,144,0.875
170313403001009,17,17,1,17,17,0
170313403001010,26,28.125,8,26,43,0.125
170313403001011,65,65,1,65,65,1
170313403001012,129,111.2,5,43,134,1
170313403001013,134,102.125,8,34,144,0.875
170313403001014,134,119.76470588235294,17,13,134,0.9411764705882353
170313403001015,139,138,7,134,144,1
170313403001016,49,62.142857142857146,7,13,144,0.5714285714285714
170313403001017,85.5,82.33333333333333,6,18,134,0.8333333333333334
170313403001018,28,28,11,28,28,0
170313403001019,139,117.46666666666667,15,28,144,0.8666666666666667
170313403001020,134,106.2,10,18,144,0.9
170313403001021,134,101.66666666666667,9,34,134,0.7777777777777778
170313403001022,134,124.27777777777777,18,49,154,1
170313403001023,134,127.82352941176471,17,43,134,1
170313403001024,134,120,9,43,134,1
170313403001026,134,117.28571428571429,7,37,134,1
170313403001027,134,93.28571428571429,7,33,144,0.8571428571428571
170313403001028,134,125,14,33,134,0.9285714285714286
170313404001002,134,132.33333333333334,3,129,134,1
170313404001007,85.5,80.5,4,17,134,0.75
170313404001008,134,123.22222222222223,9,37,134,1
170313404001009,134,128.07142857142858,14,106,138,1
170313404001010,134,102.16666666666667,12,28,144,0.8333333333333334
170313404001011,103,103,2,82,124,1
170313404001018,134,133.73333333333332,15,112,149,1
170313404001019,131.5,116.75,4,70,134,1
170313404001020,134,132,15,124,134,1
170313404001021,134,100.75,16,43,134,1
170313404001022,134,128.33333333333334,18,37,134,1
170313404001023,134,134,17,134,134,1
170313404001024,31,31,1,31,31,0
170313404001030,45,69.41666666666667,12,13,144,0.5
170313404001031,139,117.625,8,33,144,0.875
170313404001032,134,116,13,37,134,1
170313404001033,134,134.3125,16,129,139,1
170313405001010,57.5,57.5,2,57,58,1
170313405001011,139,130.1,20,14,154,0.95
170313405001012,134,120.69565217391305,23,13,134,0.9130434782608695
170313405001013,134,121.9090909090909,22,16,134,0.9545454545454546
170313405001014,97,97,1,97,97,1
170313405001015,134,127.42857142857143,7,78,139,1
170313405001018,134,119.73684210526316,19,14,134,0.8947368421052632
170313405001019,119,108.11764705882354,17,50,135,1
170313405001020,129,111.5,16,38,134,1
170313405001021,124.5,104.33333333333333,12,16,134,0.8333333333333334
170313405001022,107,100.66666666666667,3,76,119,1
170313405001023,17,17,2,17,17,0
170313405001026,134,132.6086956521739,23,124,140,1
170313405001027,129,122.28571428571429,21,13,139,0.9523809523809523
170313405001028,65,65,2,65,65,1
170313406001000,13,13,8,13,13,0
170313406001009,33,33,2,33,33,0
170313406001010,41,41,1,41,41,1
170313406001011,55.5,55.5,2,15,96,0.5
170313501001005,63,64.33333333333333,3,63,67,1
170313501001006,37,37,1,37,37,1
170313504001000,16,16,1,16,16,0
170313504001003,68,68,1,68,68,1
170313510001004,129,105.17647058823529,17,33,136,0.8823529411764706
170313510002000,68,67.8,5,65,73,1
170313510003000,18,18,36,18,18,0
170313510003001,18,30.25,4,18,67,0.25
170313510003002,64,64,1,64,64,1
170313510003004,64,64,3,64,64,1
170313510003005,66,66,1,66,66,1
170313511002000,53,53,1,53,53,1
170313511002001,134,133.04166666666666,24,96,144,1
170313511002002,54,54,2,54,54,1
170313511002006,12,12,2,12,12,0
170313511002007,12,12,4,12,12,0
170313511002008,12,12,2,12,12,0
170313514001000,88.5,88.5,2,38,139,1
170313514001001,50,50,1,50,50,1
170313514001002,123,123,1,123,123,1
170313514001004,95,95,1,95,95,1
170313514001006,134,111.38461538461539,13,38,154,1
170313514001007,25.5,25.5,2,13,38,0.5
170313514001008,87,87,2,44,130,1
170313514001010,7,7,1,7,7,0
170313514001011,32,44.666666666666664,3,7,95,0.3333333333333333
170313514001012,134,134,1,134,134,1
170313514001013,134,131.2,5,125,134,1
170313514001014,88,88,2,78,98,1
170313514001015,76,76,1,76,76,1
170313514001016,118,115.33333333333333,3,109,119,1
170313514001017,129,118.33333333333333,9,44,134,1
170313514001018,16,16,4,16,16,0
170313514001019,102.5,84.25,16,14,145,0.6875
170313514001020,134,116.85714285714286,7,14,134,0.8571428571428571
170313514001021,51,51,1,51,51,1
170313514001022,17,17,1,17,17,0
170313514001023,134,104.5,4,16,134,0.75
170313515002000,14,13.529411764705882,17,12,14,0
170313515002002,13,13,11,13,13,0
170313515002003,12,12,4,12,12,0
170313515002004,10,28,3,10,64,0.3333333333333333
170313602001000,50.5,50.5,2,49,52,1
170313602001003,84,81.5,4,24,134,0.5
170313602001004,12,12,1,12,12,0
170313602001005,12,12.333333333333334,3,12,13,0
170313602001006,12,12,4,12,12,0
170313602001007,16,15,8,12,16,0
170313602001008,14.5,14.75,4,13,17,0
170313602001009,17,16.444444444444443,9,12,17,0
170313602001010,12,12,1,12,12,0
170313602001011,12,12,1,12,12,0
170313602001012,17,17,3,17,17,0
170313602001013,16,15.666666666666666,3,14,17,0
170313602001014,16,15.2,5,12,16,0
170313801001003,135,88.55555555555556,9,16,148,0.6666666666666666
170313801001004,124,126.875,8,91,144,1
170313801001005,56,73.3,10,17,144,0.6
170313801001006,81,80.33333333333333,3,16,144,0.6666666666666666
170313801001007,19,39.55555555555556,18,14,134,0.2222222222222222
170313801001009,128,86.9,10,17,140,0.6
170313801001010,76,76,4,18,134,0.5
170313801001011,18,54.833333333333336,6,18,134,0.3333333333333333
