blockNum,medianAge,meanAge,nBlocks,minAge,maxAge,pOld
170311502002006,107,97.36363636363636,11,48,112,1
170311502002007,72,71.8,5,16,107,0.8
170311502002008,78,79.83333333333333,12,76,83,1
170311502002011,21,21,1,21,21,0
170311502002012,92.5,97.42857142857143,14,61,152,1
170311502002013,95,93.07142857142857,14,65,96,1
170311502002014,107,88.66666666666667,12,33,117,0.9166666666666666
170311502002015,107,87.28571428571429,14,16,107,0.8571428571428571
170311502002016,104,95.93333333333334,15,56,108,1
170311502002017,106,93,11,55,120,1
170311502002019,122,123,3,117,130,1
170311502002020,66,66,7,66,66,1
170311502002021,101,100.71428571428571,14,99,102,1
170311502002022,107,99,14,66,108,1
170311502002023,31,31,1,31,31,0
170311502002024,112,110.22222222222223,9,79,132,1
170311502002025,110,104,16,62,124,1
170311502002026,107,107.66666666666667,6,107,110,1
170311502002028,88,88,1,88,88,1
170311502002029,110,106.3125,16,54,116,1
170311502002030,112,110.89473684210526,19,104,129,1
170311502002031,109,108.66666666666667,9,107,109,1
170311502003000,88,78.14285714285714,7,14,104,0.8571428571428571
170311502003002,90,90,2,90,90,1
170311502003003,95,95,2,88,102,1
170311502003004,108,108,1,108,108,1
170311502003005,104.5,98.33333333333333,12,33,110,0.9166666666666666
170311502003006,107,106.3,10,96,110,1
170311502003007,112,109.23076923076923,13,97,112,1
170311502003008,107,106.63636363636364,11,97,112,1
170311502003009,107.5,102.33333333333333,12,51,112,1
170311502003010,109,108,11,102,112,1
170311502003011,110,108.36363636363636,11,96,112,1
170311502003012,110,109.91666666666667,12,97,117,1
170311502003013,106.5,104.25,4,97,107,1
170311502003014,98,100,5,94,107,1
170311502003016,99,89.85714285714286,7,15,112,0.8571428571428571
170311502003017,110,99.6,5,59,110,1
170311502003018,108,107.9,10,107,108,1
170311502003019,86,87.5,8,72,99,1
170311502003020,97,89.88888888888889,9,33,101,0.8888888888888888
170311502003021,82,87,3,81,98,1
170311502004000,104,103.52941176470588,17,96,107,1
170311502004001,104,104.42857142857143,14,56,142,1
170311502004002,107,105.18518518518519,27,93,108,1
170311502004003,102,100.9090909090909,22,95,107,1
170311502004004,101,100.57894736842105,19,93,107,1
170311502004005,96,97.78571428571429,14,93,106,1
170311502004006,93,87.33333333333333,15,56,99,1
170311502004007,96,89.6,5,54,107,1
170311502004008,101.5,102,8,96,107,1
170311502004009,105,104.75,8,102,107,1
170311502004010,107,105.5,8,102,107,1
170311502004011,104,104.55555555555556,18,95,114,1
170311502004012,103,103.27272727272727,11,101,106,1
170311502004013,95,95,1,95,95,1
170311502004014,102,101.5,12,99,102,1
170311502004015,103,102.41176470588235,17,100,104,1
170311502004016,104,102.375,16,95,108,1
170311502004017,94,85.83333333333333,18,60,107,1
170311502004018,96,96.27272727272727,11,59,119,1
170311502004019,98,97.46153846153847,13,96,99,1
170311502004020,107,106.84210526315789,19,99,122,1
170311502004021,107,105.16666666666667,24,95,112,1
170311502004022,106,104.55555555555556,27,100,112,1
170311502004023,105,104.23529411764706,17,100,107,1
170311502004024,105,104.88888888888889,9,101,107,1
170311502004025,110,92,3,49,117,1
170311502004026,113,107.5,8,64,122,1
170311502004027,99,92.16666666666667,12,54,99,1
170311502004028,108,92.25,16,16,112,0.875
170311502004030,107,96,3,72,109,1
170311502004032,105,90.33333333333333,6,59,107,1
170311502004033,108,104.85714285714286,7,94,108,1
170311502004034,96,94.27272727272727,11,63,108,1
170311502004035,102.5,97.375,8,31,117,0.875
170311502004036,64,68,3,50,90,1
170311502004037,109,108.45454545454545,11,95,127,1
170311502005001,111,109.36363636363636,11,97,112,1
170311502005002,112,111.94736842105263,19,107,117,1
170311502005003,110,85,3,33,112,0.6666666666666666
170311502005004,107,104.27272727272727,11,59,127,1
170311502005005,110,106.22222222222223,18,67,113,1
170311502005006,107,107.05,20,90,110,1
170311502005007,97,98.08333333333333,24,62,117,1
170311502005008,106.5,105.83333333333333,12,104,107,1
170311502005009,108,108,1,108,108,1
170311502005010,97,97,2,90,104,1
170311502005011,107.5,104.22222222222223,18,63,117,1
170311502005012,111,110.5,12,107,112,1
170311502005013,100,97.66666666666667,15,68,100,1
170311502005014,104,102.73333333333333,15,67,109,1
170311502005015,104,99.57894736842105,19,56,132,1
170311502005016,108,107.25,4,105,108,1
170311502005018,104,102.55,20,49,110,1
170311502005019,105,104.92857142857143,14,96,108,1
170311503001001,98,89.83333333333333,6,16,122,0.8333333333333334
170311503001002,89,91.38461538461539,13,57,120,1
170311503001003,112,109.71428571428571,7,91,117,1
170311503001004,66,66,1,66,66,1
170311503001005,112,108.66666666666667,6,102,112,1
170311503001006,112,108.44444444444444,9,51,134,1
170311503001007,100,105.75,12,62,143,1
170311503001008,83,91.83333333333333,6,83,122,1
170311503001009,69,70.8,5,57,93,1
170311503001010,67,80.53846153846153,13,65,108,1
170311503001011,100,101.63636363636364,11,96,108,1
170311503001012,98,80.77777777777777,18,15,132,0.8333333333333334
170311503001013,98,92.6774193548387,31,43,155,1
170311503001014,66,75.41666666666667,12,48,127,1
170311503001015,97,74.71428571428571,7,17,117,0.7142857142857143
170311503002000,115,113,3,107,117,1
170311503002001,65.5,74.25,4,63,103,1
170311503002002,67,73.93548387096774,31,17,120,0.9032258064516129
170311503002003,69,80.33333333333333,15,65,96,1
170311503002004,98,98,8,97,99,1
170311503002005,105,104.6,20,98,105,1
170311503002006,105,102.23529411764706,17,94,105,1
170311503002007,102,94.44444444444444,18,48,107,1
170311503002008,107,101.45,20,48,108,1
170311503002009,107,99.94117647058823,17,66,108,1
170311503002010,97,93.75,20,64,102,1
170311503002011,97,93.05882352941177,17,68,107,1
170311503002012,107,104.3529411764706,17,93,107,1
170311503002013,97,95.35,20,79,102,1
170311503003000,104,105.25,16,103,110,1
170311503003001,96.5,93.7,20,79,97,1
170311503003002,95,91.7,20,62,102,1
170311503003003,104,96.76470588235294,17,43,107,1
170311503003004,109,108.3125,16,107,110,1
170311503003005,95,94.6,20,79,97,1
170311503003006,102,101.53333333333333,15,99,103,1
170311503003007,107.5,106.5625,16,90,112,1
170311503003008,107,107.05882352941177,17,104,110,1
170311503003010,108,108,16,101,112,1
170311503004000,107,105.25,20,99,107,1
170311503004002,100,99.71428571428571,7,98,100,1
170311503004003,106,103.61538461538461,13,96,107,1
170311503004004,104,103.94736842105263,19,96,106,1
170311503004005,104,105.3,20,101,113,1
170311503004006,105,104.64285714285714,14,101,108,1
170311503004007,99,99.42857142857143,7,98,103,1
170311503004008,104,103.84615384615384,13,96,108,1
170311503004009,104,103.36842105263158,19,102,104,1
170311503004010,107,105.89473684210526,19,99,112,1
170311503004011,106,99,13,24,107,0.9230769230769231
170311503004012,107,107.5,6,107,110,1
170311503004013,104,103.66666666666667,15,95,107,1
170311503004014,107,107.05555555555556,18,98,127,1
170311503004015,107,99,19,24,112,0.8947368421052632
170311503004016,104,103.75,16,98,107,1
170311503004017,102,99,6,87,106,1
170311503004018,97.5,87.83333333333333,6,53,106,1
170311503005000,96,94,20,64,97,1
170311503005001,95,94.93333333333334,15,93,100,1
170311503005002,55,59,7,16,93,0.8571428571428571
170311503005003,95,89.71428571428571,14,15,97,0.9285714285714286
170311503005004,96,94.3157894736842,19,68,98,1
170311503005005,96,96.21052631578948,19,80,120,1
170311503005006,96,96.07142857142857,14,94,97,1
170311503005007,60.5,60.5,4,59,62,1
170311503005008,96,97.13333333333334,15,95,102,1
170311503005009,96,94.36842105263158,19,69,101,1
170311503005010,96,93.89473684210526,19,70,109,1
170311503005011,96,96.07142857142857,14,94,98,1
170311503005013,94.5,89.85714285714286,14,67,100,1
170311503005014,94,87.94117647058823,17,61,97,1
170311503006000,67,71.5925925925926,27,43,115,1
170311503006001,68,71.93333333333334,30,35,117,0.8666666666666667
170311503006002,72,76.66666666666667,15,62,97,1
170311503006003,67,71.5,18,59,102,1
170311503006004,96,94.42105263157895,19,53,102,1
170311503006005,97,96.57142857142857,14,94,100,1
170311503006006,122,95.8,5,43,122,1
170311503006007,94,90.44444444444444,18,43,107,1
170311503006008,106,106.3529411764706,17,104,110,1
170311503006009,92,79.57142857142857,7,43,104,1
170311503006010,67,73.625,8,60,96,1
170311503006012,64.5,70.25,8,43,97,1
170311503006013,93,85,4,57,97,1
170311503006014,96,95.17647058823529,17,81,98,1
170311503006015,94,94.3076923076923,13,90,96,1
170311503007000,64.5,57.75,4,35,67,0.75
170311503007001,37,37,1,37,37,1
170311503007002,107,86.14285714285714,7,43,120,1
170311503007003,56,56,1,56,56,1
170311503007008,99,99,1,99,99,1
170311503007010,98,96.55555555555556,18,64,107,1
170311503007011,107,95.21428571428571,14,14,117,0.8571428571428571
170311503007012,105,84.38461538461539,13,15,112,0.8461538461538461
170311503007013,106,91.8,15,58,120,1
170311503007014,109,87.8125,16,24,117,0.875
170311503007015,109.5,111.41666666666667,12,98,135,1
170311503007016,98.5,92.11111111111111,18,43,110,1
170311503007017,98,93.82352941176471,17,66,102,1
170311503007018,96.5,83,18,24,107,0.8888888888888888
170311503007019,98,87.47368421052632,19,14,105,0.8947368421052632
170311503007020,109.5,91.375,16,54,117,1
170311503007021,85,88.1,10,16,142,0.9
170311504011000,71,77.33333333333333,3,62,99,1
170311504011001,83.5,80.75,20,15,116,0.95
170311504011002,92,84,15,43,113,1
170311504011003,57,60.18181818181818,11,43,94,1
170311504011004,60,69.1,10,35,112,0.9
170311504011005,107,91.5,12,37,127,1
170311504011006,50,72.33333333333333,3,35,132,0.6666666666666666
170311504011007,98,96.89473684210526,19,65,104,1
170311504011008,97,89.3076923076923,13,24,127,0.8461538461538461
170311504011009,97,102.83333333333333,12,96,129,1
170311504011010,96.5,82.35,20,24,110,0.8
170311504011011,94,80.9,20,26,108,0.9
170311504011012,97.5,87.57142857142857,14,48,107,1
170311504011013,104.5,97.33333333333333,6,61,127,1
170311504011014,55,72,5,43,117,1
170311504011015,108,101.41666666666667,12,52,108,1
170311504011016,97,97.26315789473684,19,97,99,1
170311504011017,97,96.78947368421052,19,96,97,1
170311504011018,104,99.58333333333333,12,63,107,1
170311504012000,65,63.125,8,60,65,1
170311504012001,97,81.92307692307692,13,17,101,0.8461538461538461
170311504012002,97,97.10526315789474,19,97,99,1
170311504012003,97,97,19,97,97,1
170311504012004,95,94.81818181818181,11,59,111,1
170311504012005,64,64,8,64,64,1
170311504012006,91,89.81818181818181,11,79,101,1
170311504012007,95.5,92.42857142857143,14,66,106,1
170311504012008,102,102.42857142857143,14,95,112,1
170311504012009,109,109,8,97,120,1
170311504012010,70,79.72727272727273,22,48,127,1
170311504012011,106.5,104.875,8,61,132,1
170311504012012,70,78.89655172413794,29,43,117,1
170311504012013,107,104.91666666666667,12,93,107,1
170311504012014,96,91.52941176470588,17,59,107,1
170311504012015,63,63.27272727272727,11,54,92,1
170311504012016,94.5,94.71428571428571,14,93,97,1
170311504012017,95,93.92857142857143,14,89,97,1
170311504012018,94,88,14,57,97,1
170311504012019,65,64.71428571428571,7,64,65,1
170311504012020,53,48.666666666666664,6,31,54,0.8333333333333334
170311504012021,93,90,15,37,96,1
170311504012022,94,94.13333333333334,15,90,97,1
170311504012023,64,64.11111111111111,9,63,65,1
170311504013000,93.5,83.97727272727273,44,43,132,1
170311504013002,92.5,87,8,66,96,1
170311504013003,63,63.2,15,50,99,1
170311504013004,91,84.77777777777777,18,55,99,1
170311504013005,96,90.44444444444444,18,67,110,1
170311504013006,98.5,99.88888888888889,18,60,120,1
170311504013007,96,84.76315789473684,38,14,112,0.9473684210526315
170311504013008,97,92.23529411764706,17,64,110,1
170311504013009,96,85,18,15,100,0.9444444444444444
170311504013010,96,92.16666666666667,18,68,107,1
170311504013011,97,92.0909090909091,22,74,98,1
170311504013012,90,84.88235294117646,17,64,97,1
170311504013013,90,85.88888888888889,18,43,104,1
170311504013014,96,91.33333333333333,15,52,98,1
170311504014000,96,96,8,96,96,1
170311504014001,100,88.85714285714286,7,57,100,1
170311504014002,96,92.22222222222223,9,61,97,1
170311504014003,97,90.66666666666667,9,68,98,1
170311504014004,96,93.28571428571429,14,63,98,1
170311504014005,97,95.92307692307692,13,94,97,1
170311504014006,97,96.92857142857143,14,70,102,1
170311504014007,97,90.6923076923077,13,66,97,1
170311504014008,97,96.42857142857143,14,94,97,1
170311504014009,95.5,90.91666666666667,12,64,101,1
170311504014010,79.5,81.45,20,59,97,1
170311504014011,96,90.73333333333333,15,43,97,1
170311504014012,96.5,94.71428571428571,14,64,106,1
170311504014013,98,96.78571428571429,14,73,102,1
170311504014014,97,93.33333333333333,15,69,99,1
170311504014015,96,92.42857142857143,14,74,99,1
170311504014016,97,92.6875,16,60,97,1
170311504014017,95.5,95.5,14,94,97,1
170311504014018,93,83.14285714285714,14,49,97,1
170311504014019,90,82.2,15,64,96,1
170311504014020,64,76.2,5,63,96,1
170311504014021,60.5,60.3,10,35,92,0.9
170311504021000,69,75.38888888888889,18,16,132,0.9444444444444444
170311504021001,69,82.875,16,65,108,1
170311504021002,69,82.35714285714286,14,69,106,1
170311504021003,95,83.47058823529412,17,69,100,1
170311504021004,82.5,82.0625,16,57,97,1
170311504021005,83.5,87.4375,16,69,128,1
170311504021006,91,84.52941176470588,17,70,107,1
170311504021007,70,70.88235294117646,17,33,99,0.8823529411764706
170311504021008,99,98.3,10,96,99,1
170311504021009,97,96.92307692307692,13,96,97,1
170311504021010,94,88.76923076923077,13,63,100,1
170311504021011,97,96.91666666666667,12,79,109,1
170311504021012,103,102.38461538461539,13,92,110,1
170311504021013,106,104.76923076923077,13,99,113,1
170311504021014,107,107.84615384615384,13,97,117,1
170311504021015,97,95.81818181818181,11,68,112,1
170311504021016,63,68.25,8,35,112,0.75
170311504021018,46.5,58.75,4,33,109,0.5
170311504022000,97,94.76470588235294,17,72,100,1
170311504022001,97,97.52941176470588,17,94,101,1
170311504022002,97,96.95,20,94,100,1
170311504022003,98.5,98,20,91,102,1
170311504022004,97,96.65,20,93,99,1
170311504022005,97,97.15789473684211,19,93,100,1
170311504022006,97.5,98,20,93,102,1
170311504022007,92,85.63157894736842,19,67,100,1
170311504022008,94,83.42857142857143,14,57,98,1
170311504022009,98,99.76923076923077,13,96,104,1
170311504022010,100,97,13,75,107,1
170311504022011,98,96.6923076923077,13,73,105,1
170311504022012,97,89,15,48,104,1
170311504022013,97,90.35714285714286,14,35,99,0.9285714285714286
170311504022014,97,96.5,14,92,99,1
170311504022015,96,96.35714285714286,14,94,99,1
170311504022016,64,74.6,5,50,99,1
170311504022017,56.5,53.25,4,16,84,0.75
170311504022018,64,64,1,64,64,1
170311504022019,99,99,1,99,99,1
170311504023001,65,75.42857142857143,7,64,131,1
170311504023002,66,69.2,15,61,97,1
170311504023003,64,73.83333333333333,6,56,99,1
170311504023004,65,64.85714285714286,7,62,70,1
170311504023005,59,57,5,15,94,0.8
170311504023006,56,57.75,4,48,71,1
170311504023008,69,76.38461538461539,13,35,99,0.9230769230769231
170311504023009,96,93.83333333333333,12,67,99,1
170311504023010,96,95.71428571428571,14,92,99,1
170311504023011,96,96.26666666666667,15,94,107,1
170311504023012,96,95.2,15,79,99,1
170311504023013,96,93.86666666666666,15,68,96,1
170311504023014,94,90.06666666666666,15,70,97,1
170311504023015,95.5,88.85714285714286,14,43,97,1
170311504023016,95,92.7,20,64,97,1
170311504023017,94,89.4,15,78,97,1
170311504023018,95,91,15,57,96,1
170311504023019,92,89.35,20,74,96,1
170311504023020,86,82.05555555555556,18,55,92,1
170311504023021,79,78.84615384615384,13,73,83,1
170311504023022,70,74.5,4,68,90,1
170311504023023,69,69,1,69,69,1
170311504023024,69,68.8125,16,68,69,1
170311504023025,68,68,16,68,68,1
170311504023026,68,68.125,16,68,70,1
170311504023028,96,94.11111111111111,18,59,98,1
170311504023029,96,94.05555555555556,18,70,97,1
170311504023030,96,91.8,20,67,98,1
170311504023031,96,96,19,92,99,1
170311504023032,98,95.84210526315789,19,66,99,1
170311504023033,97,96.45,20,80,99,1
170311504023034,97,92.63157894736842,19,43,99,1
170311504023035,95,87.26315789473684,19,65,104,1
170311505011000,69,66.95,60,33,108,0.9833333333333333
170311505011001,65,73.10204081632654,49,43,110,1
170311505011002,66,66.42028985507247,69,24,111,0.8985507246376812
170311505011003,66,76.875,48,50,117,1
170311505011004,62,72.92,75,33,114,0.9466666666666667
170311505011005,70.5,79.2,30,51,114,1
170311505012000,94,86.5925925925926,27,16,103,0.9629629629629629
170311505012001,95,85.46153846153847,26,35,101,0.9615384615384616
170311505012002,93,85.65384615384616,26,59,110,1
170311505012003,90,77.60714285714286,28,16,102,0.9285714285714286
170311505012004,93,85.23076923076923,26,60,113,1
170311505012005,93,78.96296296296296,27,16,103,0.9259259259259259
170311505012006,93,82.11538461538461,26,37,122,1
170311505012007,70,74.57142857142857,28,17,106,0.9642857142857143
170311505012008,70,75.55555555555556,27,51,105,1
170311505012009,69,72.34615384615384,26,48,100,1
170311505013000,66,74.12,25,51,109,1
170311505013001,96,89.22222222222223,27,63,102,1
170311505013002,92,84.85185185185185,27,26,103,0.9629629629629629
170311505013003,95,83.22222222222223,27,16,100,0.9629629629629629
170311505013004,95,85.96551724137932,29,48,102,1
170311505013005,95,86.85714285714286,28,37,102,1
170311505013006,101.5,91.41666666666667,12,63,107,1
170311505013007,104,100.08333333333333,12,70,107,1
170311505013008,99,95.25,12,48,101,1
170311505013009,99,99.08333333333333,12,95,104,1
170311505013010,99,98.75,12,98,99,1
170311505013011,98,98,10,98,98,1
170311505013012,60,60.8,5,60,62,1
170311505013013,60,60,3,60,60,1
170311505013014,102,94.75,12,63,107,1
170311505013015,102,93.83333333333333,12,65,104,1
170311505013016,104,103,11,97,107,1
170311505013017,104,97.27272727272727,11,66,110,1
170311505013018,104,100.83333333333333,12,62,109,1
170311505013019,103,97.25,12,63,108,1
170311505013020,104,87.58333333333333,12,28,107,0.9166666666666666
170311505013021,103,96,10,64,108,1
170311505013022,65.5,70.28571428571429,14,53,108,1
170311505013023,60.5,57.875,8,16,96,0.875
170311505013024,105.5,100.5,12,66,122,1
170311505021000,61,68.44444444444444,9,57,95,1
170311505021001,96,83.44444444444444,36,43,120,1
170311505021002,62,68.9375,16,17,117,0.9375
170311505021003,56,56.8,5,56,58,1
170311505021004,60.5,60.5,2,58,63,1
170311505021005,63,63.4,5,63,65,1
170311505021006,73,77.37931034482759,58,28,117,0.9827586206896551
170311505021007,63,61.857142857142854,7,51,65,1
170311505021008,73,77.2,55,16,122,0.9636363636363636
170311505021009,70,75.64814814814815,54,15,122,0.8703703703703703
170311505021010,93.5,88.23333333333333,30,62,108,1
170311505021011,98,93.86111111111111,36,53,107,1
170311505021012,96,91.45945945945945,37,54,117,1
170311505021013,68,68,8,68,68,1
170311505021014,59,60.6,5,56,65,1
170311505022000,61,59.5,6,48,66,1
170311505022001,57,59.714285714285715,7,37,97,1
170311505022002,62,54.857142857142854,7,16,62,0.8571428571428571
170311505022003,94,84.93333333333334,15,66,97,1
170311505022004,90.5,88.21428571428571,14,64,102,1
170311505022005,93,86.15384615384616,13,65,98,1
170311505022006,92,85.66666666666667,15,28,98,0.9333333333333333
170311505022007,98,92.70588235294117,17,57,99,1
170311505022008,99.5,99.5,14,97,102,1
170311505022010,97,92.41666666666667,36,35,117,0.9722222222222222
170311505022011,100,93,36,37,117,1
170311505022012,105,95.85,20,60,112,1
170311505022013,96,93.8,20,72,99,1
170311505022014,65,75.81818181818181,22,50,117,1
170311505022015,68.5,71.25,4,54,94,1
170311505022016,90.5,81.5,4,37,108,1
170311505023000,98,93.0909090909091,33,26,107,0.9696969696969697
170311505023001,100,94.67647058823529,34,57,109,1
170311505023002,98,97.51612903225806,31,66,112,1
170311505023003,103,98.5625,32,51,112,1
170311505023004,66,76.1891891891892,37,56,112,1
170311505023005,97,87.3225806451613,62,15,127,0.967741935483871
170311505023006,97.5,90.07142857142857,42,54,110,1
170311505023007,104,103.84210526315789,19,93,107,1
170311505023008,96,84.6923076923077,13,16,117,0.9230769230769231
170311505023009,91,88.81818181818181,11,50,111,1
170311505023010,65,66.8,15,50,107,1
170311505023011,72,72,1,72,72,1
170311505023012,56,44,3,16,60,0.6666666666666666
170311506001000,95,89.61111111111111,18,48,117,1
170311506001001,93,84.5,16,56,112,1
170311506001002,100,93.1875,16,17,122,0.9375
170311506001003,102,93.4,10,49,117,1
170311506001004,103,93.5,12,44,110,1
170311506001005,108.5,104.5625,16,93,114,1
170311506001006,100,97.52941176470588,17,62,109,1
170311506001007,107,99.92307692307692,13,65,111,1
170311506001008,48,62,3,48,90,1
170311506001009,63,75.33333333333333,6,61,101,1
170311506001010,95,91.16666666666667,12,57,110,1
170311506001011,98,99.33333333333333,15,64,132,1
170311506001012,104.5,104.6875,16,96,112,1
170311506001013,109,104.54545454545455,11,78,110,1
170311506001014,110,93.8,15,24,114,0.8666666666666667
170311506001015,100,96.57894736842105,19,61,112,1
170311506001016,101,100.70588235294117,17,98,104,1
170311506001017,105,103.07142857142857,14,97,109,1
170311506001018,63,72,6,63,107,1
170311506002000,73,73,2,51,95,1
170311506002001,99.5,95.35714285714286,14,53,117,1
170311506002002,104,102.94444444444444,18,73,117,1
170311506002003,99,98.72222222222223,18,94,102,1
170311506002004,97,93.28571428571429,14,15,117,0.9285714285714286
170311506002005,99,95.6923076923077,13,70,109,1
170311506002006,98,95.41176470588235,17,63,107,1
170311506002007,97,95.05263157894737,19,36,107,0.9473684210526315
170311506002008,98,96.78571428571429,14,65,112,1
170311506002010,34,53.666666666666664,3,34,93,0.3333333333333333
170311506002011,101,101.07692307692308,13,97,106,1
170311506002012,97,97.3157894736842,19,96,99,1
170311506002013,97.5,95.38888888888889,18,74,102,1
170311506002014,97,90.3076923076923,13,34,110,0.8461538461538461
170311506002015,97,96.23076923076923,13,93,98,1
170311506002016,96,97.05882352941177,17,93,107,1
170311506002017,94,84,16,54,110,1
170311506003000,99,99.38888888888889,18,83,110,1
170311506003001,98,95.6470588235294,17,59,107,1
170311506003002,96,86.94736842105263,19,65,107,1
170311506003003,97,96.70588235294117,17,65,111,1
170311506003004,103,101.52631578947368,19,95,104,1
170311506003005,97,94.66666666666667,18,66,107,1
170311506003006,97,93.23529411764706,17,60,107,1
170311506003007,99,96.23529411764706,17,68,109,1
170311506003008,97,97,20,97,97,1
170311506003009,97.5,98.27777777777777,18,65,122,1
170311506003010,97.5,97.05555555555556,18,92,100,1
170311506003011,97,97.27777777777777,18,94,100,1
170311506003012,102,100.11764705882354,17,90,107,1
170311506003013,97,91.36842105263158,19,36,115,0.8947368421052632
170311506003014,98,90,9,48,104,1
170311506003015,92,69.77777777777777,18,25,97,0.7222222222222222
170311506004000,94,83.2,10,49,104,1
170311506004001,98.5,97.5,10,69,127,1
170311506004002,105,104.07142857142857,14,93,118,1
170311506004003,107,98.46666666666667,15,55,112,1
170311506004004,117,100.53846153846153,13,52,122,1
170311506004005,111,98.16666666666667,18,52,117,1
170311506004006,104,102.58823529411765,17,85,112,1
170311506004007,107,103.3529411764706,17,68,115,1
170311506004008,112,111.6875,16,104,117,1
170311506004009,110,107,17,66,117,1
170311506004010,105,98.3529411764706,17,70,112,1
170311506004011,105,104.05882352941177,17,72,114,1
170311506004012,104,99.05263157894737,19,56,115,1
170311506004013,98,97.0625,16,52,117,1
170311506004014,96.5,99.72222222222223,18,96,112,1
170311506004015,106,104.94117647058823,17,99,108,1
170311507001000,89.5,89.5,6,71,102,1
170311507001001,95,84.6,5,68,96,1
170311507001002,96,95.58823529411765,17,93,98,1
170311507001003,107,106.47368421052632,19,103,107,1
170311507001004,107,106.55,20,102,112,1
170311507001005,98,96.84210526315789,19,95,98,1
170311507001006,98,95.16666666666667,18,66,98,1
170311507001007,104.5,102.2,20,93,108,1
170311507001008,102,103.17647058823529,17,98,122,1
170311507001009,97,95.47058823529412,17,81,99,1
170311507001010,97,96.70588235294117,17,95,98,1
170311507001011,105,103.4,20,95,111,1
170311507001012,102,101.6,20,95,106,1
170311507001013,106,106,20,99,108,1
170311507001014,99.5,99.88888888888889,18,94,107,1
170311507001015,104,102.94736842105263,19,95,107,1
170311507002001,104,102.15789473684211,19,97,107,1
170311507002002,99,89.15789473684211,19,60,100,1
170311507002003,102,96.10526315789474,19,53,102,1
170311507002004,97,93.88888888888889,18,59,107,1
170311507002005,99,93.54166666666667,24,55,113,1
170311507002006,99.5,99.21428571428571,14,61,109,1
170311507002007,100.5,95.7,20,63,117,1
170311507002008,102,101,18,92,112,1
170311507002009,98,96.88235294117646,17,64,106,1
170311507002010,97,91.53333333333333,15,57,115,1
170311507002011,98,96.10526315789474,19,58,122,1
170311507002012,98,98.11111111111111,18,93,107,1
170311507002013,96.5,87.4375,16,56,117,1
170311507002014,63.5,72.3125,16,32,98,0.9375
170311507003000,96,98.66666666666667,18,94,104,1
170311507003001,98,98,18,98,98,1
170311507003002,102,102,19,102,102,1
170311507003003,98,98.87096774193549,31,56,107,1
170311507003004,97,87.7,10,36,100,0.9
170311507003005,98,98,18,98,98,1
170311507003006,99,98.77777777777777,18,95,99,1
170311507003007,99,99.58823529411765,17,99,109,1
170311507003008,97,97,20,97,97,1
170311507003009,97,97,18,97,97,1
170311507003010,97,95.66666666666667,15,65,104,1
170311507003011,98,97.6,15,97,98,1
170311507003012,98,98.15384615384616,13,94,104,1
170311507003013,97,86.64285714285714,14,15,108,0.9285714285714286
170311507003014,98,94.14285714285714,7,54,120,1
170311507003015,98,93.77777777777777,9,60,98,1
170311507003016,98,97.55,20,95,98,1
170311507003017,12,12,1,12,12,0
170311507004000,92.5,92.5,2,92,93,1
170311507004001,67,68.8,5,57,92,1
170311507004002,51,54.25,4,51,64,1
170311507004003,94,92.06666666666666,15,65,95,1
170311507004004,101.5,98.83333333333333,18,59,108,1
170311507004005,96,96.4,20,48,127,1
170311507004006,95,94.71428571428571,14,92,96,1
170311507004007,98,101.3529411764706,17,96,122,1
170311507004009,95,91.07142857142857,14,82,95,1
170311507004010,96,96.21052631578948,19,70,112,1
170311507004011,96,94.85714285714286,14,82,97,1
170311507004012,96,94.05555555555556,18,62,96,1
170311507004013,94,94.07692307692308,13,91,96,1
170311507004014,102,102.61111111111111,18,97,114,1
170311507004015,98,98.23529411764706,17,94,104,1
170311507004016,95,96.16666666666667,18,65,107,1
170311507004017,96,96.05555555555556,18,92,99,1
170311508001000,108,99.55555555555556,9,48,117,1
170311508001001,96.5,97.5,4,88,109,1
170311508001002,66,64,7,34,93,0.8571428571428571
170311508001003,97,98.6470588235294,17,61,120,1
170311508001004,107,105,15,44,127,1
170311508001005,110,107.22222222222223,9,83,112,1
170311508001006,110,107.44444444444444,18,87,118,1
170311508001007,107,101.11111111111111,9,55,120,1
170311508001008,110.5,106.75,4,92,114,1
170311508001009,98,102,3,95,113,1
170311508001010,97,93.4,10,34,122,0.9
170311508001011,107,103.53333333333333,15,71,123,1
170311508001012,104,103.23529411764706,17,97,107,1
170311508001013,108,96.5,14,25,117,0.9285714285714286
170311508002000,93,88.66666666666667,3,76,97,1
170311508002001,107,102.8,15,60,122,1
170311508002002,107,95.26666666666667,15,17,130,0.8666666666666667
170311508002003,102,103.57142857142857,14,73,122,1
170311508002004,99,90.86666666666666,15,25,117,0.8666666666666667
170311508002005,106.5,95.21428571428571,14,48,114,1
170311508002006,108,102.625,16,62,127,1
170311508002007,98,92.125,16,72,111,1
170311508002008,107,104.8,15,97,122,1
170311508002010,97,97,1,97,97,1
170311508002011,97.5,87.92857142857143,14,50,115,1
170311508002012,105,101,17,58,112,1
170311508002013,104,101.82352941176471,17,60,112,1
170311508002014,70,70.06666666666666,15,69,71,1
170311508003001,98,94.46666666666667,15,69,110,1
170311508003002,103,102.70588235294117,17,96,110,1
170311508003003,103,101.73333333333333,15,94,106,1
170311508003004,92.5,87.5,10,59,111,1
