AffectedChildren_T,AffectedChildrenUnfiltered_T,MeanBLLIncrease,AffectedChildren_A,AffectedChildren_B,AffectedChildren_H,AffectedChildren_W,AffectedChildrenUF_A,AffectedChildrenUF_B,AffectedChildrenUF_H,AffectedChildrenUF_W,ChildPopulation_T,ChildPopulation_A,ChildPopulation_B,ChildPopulation_H,ChildPopulation_W
122139.35112031875,24556.575081162675,1.8017595170975689,6503.114721669712,37136.92992383762,44261.99332758063,38021.479602813226,1627.6249488378355,6038.6326568602135,8140.1437866908345,9323.998149958552,191827.56032125105,11919.34734472687,58972.32893537579,61191.07924338562,64135.695873333876
122227.43803770398,22219.764356491785,1.2574279193984765,6355.906490479831,37461.151730716614,44256.95062681737,38003.18088824949,1492.4676880004897,5079.434559586542,7524.200505867093,8696.630138511722,189727.20757219606,11552.955883649887,58413.26598974282,60311.044593304745,63755.49960221211
123061.21112750258,22744.91338886072,1.1901295743160698,6263.693877530074,38465.500331993084,44676.064505619346,37590.7410870268,1560.908036225331,4718.113238636289,8022.9119131123525,9053.50177618323,190376.43205220692,11797.602481330774,58781.07250057303,60848.05413717456,63420.18466673992
122711.26203813615,24026.685754730195,1.537756819050886,6284.253403899382,37689.21402236377,44904.26293391586,37706.70363125007,1507.71231506298,5491.305543115504,8731.263752938945,9004.81409311268,191487.05719796332,11637.169754199165,59044.45317495782,61216.38275964624,63964.81109770619
123848.16257507325,24435.29444210856,2.118246270640178,6029.464565378626,38742.50595934183,45571.37036089908,37479.279379207845,1453.5954561382625,5661.030908352686,8915.749519389641,9111.801211446784,192705.54944049896,11687.62526617432,60340.70430880419,61832.85003640655,63361.021534607
123571.16426453464,25084.723611442198,1.8256791715997056,6691.603212040352,37998.339243326045,44758.20340727144,38031.77114166811,1743.6434259351627,5735.631759867697,8839.192659245045,9443.834911242277,191710.00374359457,11998.83987263898,58683.588324911856,61507.87458535881,64055.94333545281
122200.87119099633,24433.157123601868,1.02086982432592,6388.355804099285,37540.57935673102,44398.89933351022,37764.10907242214,1557.9104228424637,6025.440111534803,8391.197712984404,9115.135518979696,190726.14962270402,11703.905508686965,58047.24101965684,61335.7300517334,64106.148530061655
122318.11444803659,22613.13801950642,1.1684110206047902,6362.7033447286285,37463.78552949986,44608.623533271886,37705.93965992431,1437.053086009258,4714.099101125795,8144.689517096186,8952.262632260463,190930.44919405368,12126.053140277649,57821.122381384674,61012.81099623917,64355.30336204119
123249.94398348706,23776.575439565735,1.5079976915289515,6437.518177470795,38566.547854785626,44238.07016185049,37796.54121775013,1540.7201736312595,5708.909852842261,7839.920409488896,9226.85074500054,190594.16124019073,11598.387271875128,59699.922271238116,60716.94664781114,62973.79371821195
125039.98582528286,24879.78071022741,0.8732740162831366,6338.561240965037,38878.2793220521,45354.480882878604,38391.81523418892,1551.5083489156202,6499.662994901371,8544.112231924139,8955.412534485089,193791.59666450854,11942.217334363015,59685.531277389324,62143.78647733068,64459.2496142438
124143.91179110693,20977.874248777334,1.609064101167557,6267.403237129362,38541.92213635203,45008.21153206645,38214.37630137317,1247.7156439652492,5133.527978977831,6939.976899123366,8155.876322441501,191884.5035036374,11851.90251679161,59402.83598539308,61012.3131152874,63986.28600327187
123744.6041043463,23868.52918210982,1.829719949854543,6583.388986066767,38096.711026460995,44545.156293875276,38404.62911268999,1510.418407382666,5793.366137061198,7927.160200878206,9212.551399291506,192098.78281962642,11977.425986069098,59366.02488226782,61372.15739278899,63850.63880894642
123108.17860769735,23605.684527045953,1.4816010395880068,6438.944018779773,37474.97582162096,45109.97783196111,38007.39454299082,1664.7649785650963,5203.886247236228,8400.227427145872,8981.3977284805,191290.46427798088,11763.08810808925,58550.34993231159,61595.99884867164,63821.60880676505
122698.66086800188,24177.156090387798,1.4687192038469996,6390.596574369215,37631.06895359115,45080.4033555499,37457.659548980606,1657.2938740831687,5524.197904256698,8437.787820769481,9181.662911417961,191144.71692204906,11942.026214098936,58578.97378261532,61381.35090054048,63664.67026675506
123118.43300634409,22295.47575721068,2.1595096389290203,6230.477262365493,38299.99490081399,44665.015282082895,37787.90287020541,1516.5160240133512,5437.297707853373,6972.50139090427,8833.851029005165,190260.9761979595,11449.119904434885,58540.27541647771,61102.571578880226,63499.552556465365
121483.51905589008,23708.129982052673,1.6672159163746185,6336.077867964749,37621.29770725496,43845.86811549122,37401.28616282296,1452.9365654637852,5558.13441000115,8177.43900533115,9144.25865761939,190009.86217472152,11644.623175246048,58871.580377077385,60799.45156681102,63097.918683054064
124866.2468378388,22038.0276953016,2.097562981874238,6467.576239397932,38991.46150610066,45137.46460478716,38099.52662446433,1411.0141055440677,4943.365414726211,7878.914789188684,8388.961357125423,190812.82646337262,11841.647951754292,58563.488784230896,61162.14381935501,63635.14498104055
123804.56854986613,23419.691507639305,1.0311198042561318,6594.417104303141,37277.117853323485,45027.51536151979,38787.33120786463,1384.0219862523704,5727.65715746982,7879.63132406081,9020.294728749948,191365.82700301256,11710.032925167056,58794.31014016665,61416.71810616923,63863.57449479161
123079.70449887766,24301.095490651904,0.8923558446466228,6691.164462509305,38309.906888292484,43954.38949853929,37897.13944619719,1597.7570599647465,5869.950693324103,8152.464328878407,9296.66294245585,190673.03187523788,11747.212607699066,59433.36104867144,60565.40426171812,63312.40679458553
123665.11329441996,21644.99363063287,1.9955237715312193,6364.182988048913,38616.332855064786,45190.29322343476,37444.61866386395,1502.7771803365215,4568.138353954041,7272.809236414072,8821.107810213103,190873.39471377755,11665.919737178367,58644.0906600837,61546.699579991415,63510.622589404986
123183.2068303349,21744.356268917643,1.1665228525929154,6429.194895799814,38649.44496545716,44333.626551905894,37537.307555425985,1426.8644308762623,5001.91345679046,7540.282577391182,8336.76060057578,192012.55418812612,11949.324961189262,59682.412949197074,60949.52795430163,63807.01483030347
122499.74404900573,24421.917425050317,1.7120489312046117,6476.2653323340755,37271.98912891396,44846.955718990626,37762.59418925885,1469.610877430737,5570.172633493461,8679.627978657345,9375.17375376052,191239.93066365074,11850.164535070222,58574.10797457947,61336.84358765574,63914.656082052636
123369.60326682348,22738.335790804118,0.9045314767508067,6409.803774694437,37548.442312809086,45249.85479797329,38035.65206668556,1499.2478795291142,5188.55770242067,7689.116164896018,8930.32907976314,191539.1022494538,11785.502795019334,58448.44540850988,61953.5489700604,63925.96313034264
122628.08007967984,21592.208983958597,2.0826126233932416,6388.102509242531,37375.38641050408,45233.537743067245,37513.463807681204,1346.4539375586744,5535.467547959948,7140.781667394306,8075.377131120199,192908.9542530588,11855.056074485456,58919.268291845234,62331.18677026057,64317.12978336425
120649.64484523816,23205.55730799918,1.616726382339569,6048.397457757856,37809.47399599012,43938.81748881105,36626.07657551178,1535.0373648091472,5584.160932911856,7866.66580336394,8790.469807949798,189535.85747755007,11745.997070145813,58584.43858582305,60748.36274085311,62837.720998740675
123967.00732708708,24132.63450905977,0.9024563920611595,6252.918254437381,39329.122617509594,44258.433381996074,37908.95716112304,1663.23754396411,5424.6180412481135,8534.293386908406,9151.496487592603,192983.55547035736,11734.65381345815,60504.35003681004,61161.388758303416,63920.06637322416
124897.39426174092,23325.607498908033,2.1953761856588194,6670.788288961231,37906.19449985036,45716.343135493255,38580.91046656479,1406.2245310879377,5555.274190586685,8069.564246591524,8908.260031134467,191827.77743696512,11955.119525407177,58715.47030697039,61670.89333466826,63975.73133252889
123368.14832666557,21853.775316673273,2.118949106432433,6383.6306120533345,37462.63415909208,45139.10345814171,38244.17190763075,1470.7085487402817,4713.434029919753,7377.260877739484,8798.907134035142,192459.49312017305,11972.725199450655,59195.39585029067,61726.14632576726,64033.74949228598
121552.93079822384,21336.75065167233,1.4004959477715635,6147.811177062249,37483.418923294725,44927.33010559953,36918.19055624483,1451.6623698301994,5138.419047222387,6782.725834348867,8407.466340437057,189620.16728528155,11483.452281470452,58456.271878710584,61116.40130540883,62924.87565455446
122308.68534463475,23267.37048186028,1.6635566140832632,6352.2378166827275,37842.91705023639,43897.736133792656,37978.147115227875,1362.218403856366,5563.528245518191,8319.290256709235,8674.395593139134,191000.72692582576,11824.06690615288,58421.86476557456,61084.90254883686,64083.53494471069
122857.73371638104,23556.550973873622,1.0170885361806763,6250.547942285418,37755.78902440908,45400.365213167526,37446.495509360066,1452.9919516683394,5847.556622319597,7983.309185453969,8873.07688426469,192416.90657027307,11882.140472665002,58968.68860346304,62098.757870292015,64024.11393638553
122768.50654281062,24216.14438132089,1.6658571145367416,6436.119675633445,37576.01958716724,44338.79838231695,38264.78318117297,1636.5499112230816,5688.589317834603,8129.136730925579,9379.648550185724,190315.71876559575,11925.198715853314,57438.78660704787,60963.497466110646,64366.992628293534
123066.66237058985,20568.95262645391,1.053743819833841,6241.982491657135,38716.46375081781,44461.147474269856,37475.74506053441,1347.3726341248419,5067.850927286436,6652.838229038445,7956.605819348304,189617.09373209262,11698.508022619997,58436.72773718905,60803.31679503496,63034.526593202325
122964.32068723162,23598.041554164123,1.1690368120082273,6712.245324663109,37995.45633895381,44243.70153492941,37781.2896760308,1605.0029384795873,5127.906737267565,8217.680295578106,9292.986292669802,190362.23896670114,11748.4985776505,58959.047110220214,60852.219502174594,63189.027330356876
121738.14609690108,22551.052827848747,2.09785917911916,6500.983954664973,36652.39084654262,44886.40064422277,37458.4371357905,1438.4435615998377,5497.138498970176,7576.564454237924,8567.660307792583,191164.64925148175,11938.107443249994,58087.87129091556,61486.636752239145,64056.94445557776
124650.13595461883,24004.030253084224,1.1806242540474272,6562.17024105864,38138.248091728005,45077.55150581903,38718.56412721455,1462.1097445963196,5478.316003751104,8789.533950290794,8967.47284064144,192917.1633461809,12001.85898655998,59117.840515431,62045.1457224652,64224.863159556975
122664.35757148179,20316.649466354043,1.9771767035708259,6660.673374576803,37291.522293737624,44234.83241563321,38267.543045607206,1422.714536509129,4702.397188491068,6395.858516397365,8225.74392347676,190437.79797435837,11714.490495345537,58513.68580657534,60871.75707246223,63738.70644014436
123299.85562932548,22803.95075877439,1.6550751433877873,6456.018539043434,38341.35676262197,44441.90706686495,37841.94678729562,1541.0484793034873,5232.296310605493,7396.08188677407,9142.289461099661,190974.2043057687,11542.536633331452,59339.40710584767,61188.30993707191,63312.54241224158
122996.96530056397,24121.95169520217,1.166880053883546,6390.062584659138,37527.54726206273,44678.84236425991,38304.9686128714,1426.9511337956312,5149.954808999765,8698.83213871976,9533.205402056754,193013.952515072,12049.062199023818,59472.23896624828,61664.00891855269,64359.20821843696
122952.50588141085,22551.551444982822,1.2689469017471666,6551.716672218451,37803.733488240156,44284.03622514526,38081.18489688542,1534.607395222686,5479.94280135959,6919.672582339051,9079.36832552808,190344.8497389168,11869.513752934927,58386.38099826127,60723.77710918349,63717.79360944839
123960.11883166521,23325.770489554812,1.843624670194134,6601.00334815533,39099.47995596014,44556.40213484959,37574.925964829315,1597.7165558494282,5153.110441259536,8408.328811019159,8830.877580665165,191808.13518395755,12138.863330842043,59129.088305167075,60950.56337004262,64037.54348981875
122122.26782677634,23988.016717312308,1.2726127426966956,6294.067555785643,37565.706675650086,44789.15935786499,37329.844569257984,1560.2865349541644,5909.564267132411,8443.306375466731,8701.469312622741,190869.37069714323,11731.325108687894,58981.35401024988,61227.08488387509,63335.90703916361
122319.0508238378,24870.84972350207,1.893104618460931,6307.747091516858,37676.47312957066,44719.459158684454,37504.813759278324,1673.2971644011868,5839.053711802873,8156.2940371280665,9779.766075448479,192589.8036305971,11988.226998532979,59090.759720304115,61609.3450761007,64348.874071152306
124190.92719245506,23878.68018292628,1.1622833589182382,6577.268814810033,38123.77136104123,45336.37288825327,38050.038507707206,1430.2473231010126,6135.651086189169,7839.743803986348,9048.037004439511,191862.70286672103,11862.235236292776,59368.984432652316,61506.68807242194,63570.93150056963
121631.43597815036,21680.441894048497,1.8436223887023848,6360.418777908355,37561.87001317614,44246.09323963931,37330.475946729464,1306.076122672919,5622.80857088571,6976.172463596836,8278.844016625748,190415.8008841663,11818.715626664358,58136.623721165,60825.711935779575,64014.36570507381
123546.23315902802,22696.21489318079,1.0627354161767624,6353.35480916042,38400.58943918492,44555.13932816788,38058.69364170654,1401.1622923463601,5884.843853340697,7125.149315637358,8784.228551948647,191183.91881439343,11744.019602413466,59170.33124772227,61202.24995466971,63476.514194850366
123014.24043000904,23453.96875872037,2.158955891129884,6654.202857145589,38010.7970849291,44553.24111963485,37611.43802991937,1441.2869223315902,5270.665733936001,8489.327437335365,8910.620702959706,190188.4607579345,11743.760782847135,58298.91940028318,61017.35615233059,63539.08927861148
121718.41655489372,23650.174426632053,1.6790968814895468,6358.187534501309,36908.129911476026,44408.560313684604,37943.2697986293,1609.3517572223045,5334.603174392816,7659.837399378422,9606.34911343699,190904.57745827257,11872.862963086678,58440.26497587421,61265.984535873526,63824.14661071091
123575.07839094262,24122.098779594806,1.4737213561400124,6588.138732237408,37813.32127844381,44928.651479268236,38053.247782000224,1630.6447459834692,5604.313204451825,8495.276451772794,9037.508087921211,192908.74513864334,11968.891097203774,59243.78903557997,61359.40159369915,64717.81330821678
122771.42379229631,22317.555995580293,1.4657025794860594,6354.064084613489,37602.8697760393,44959.47132359183,37715.428792416,1394.3494395381258,5417.424668580647,7964.348516459857,8162.372341906122,192647.86725830604,11905.847979072856,59649.06246262302,61400.75413954925,64097.048725191125
122178.85551299906,22659.988241529703,0.899165642975088,6426.597694666806,37327.22995200687,44527.466310744356,37783.92074786343,1337.9528536512576,5881.571546893825,7312.050328979824,8640.423205491952,191943.84898304718,11805.538017030385,59157.09376984004,61613.88178852953,63756.60055035535
123546.57435919657,20557.603258296127,1.894977265168908,6369.998397448761,39077.333176510976,44921.91470278528,37179.569261088465,1263.120318663938,4911.564256278869,7038.301928951294,7878.393612542973,191111.22993424154,11848.827258081741,59526.12309466298,61406.38378360952,62848.73567246471
120613.77575546439,21698.77518810117,1.637719509683681,6368.67737029152,37001.85084801639,44105.109634043525,37015.32139981617,1261.6070009144917,5233.430393613243,7489.363204036615,8279.844512047364,190911.73616037096,11777.553595397549,59047.57705898297,61096.739663978624,63446.31047700464
122461.75020403844,24588.01434580135,1.4808135628944772,6405.942785446391,37229.03056990051,44632.9483485558,38036.61210683232,1730.5912791656224,5253.526695221401,8467.388956021005,9770.246556164231,189869.31543602838,11653.593661083034,58582.96630000592,60847.09028236574,63203.26133276176
121860.93879758714,23060.467257611803,2.1754183853780376,6250.703287366291,36734.83198840706,44971.914650240295,37781.54154456199,1561.5114445959207,5021.873558654437,8205.527625360808,8906.883562599758,190391.4598452798,11840.016688809339,58620.29927144742,61100.88281783184,63236.8699695663
122872.58403431403,23748.219071391333,0.9278014896320658,6629.741874020071,38101.448422593916,44499.93879174473,37555.58249801756,1586.119831533196,5479.9000138174115,8191.615854404872,9131.331185971747,192545.40908447476,12016.223328629429,59149.14331453584,61393.14004687475,64491.20221170596
122538.9175244764,23131.616396549565,2.1058498605001015,6263.2236902582745,38554.1662829124,44317.99393534157,37254.73116592752,1371.6029922869616,5709.035156596447,7847.467420274247,8788.035812039581,191114.94536189403,11782.214796586839,59666.17793956791,60881.022769528594,63164.04947945794
124485.49055224152,22743.77254477545,1.354932465347641,6655.68485484201,38320.38725787706,45082.64076661112,38267.96186166998,1425.4690709416489,5489.087428980842,7879.7475302764915,8546.740152939454,192062.0580434882,11616.327093484655,59746.752616140664,61294.41302794787,63780.57461117694
124570.54014716599,22802.257823981017,1.8742081988405452,6416.924100139981,39389.214247380674,44946.5176010269,37725.377965042346,1303.4588731142053,6002.814394966594,7571.492617876381,8498.905129186145,193209.38283324338,11676.109040532272,59517.777506988874,61842.42392635298,64599.34799689444
123691.47115906593,23790.836893769243,1.84495338041608,6621.468369790585,38886.9578469319,43805.773339188665,38045.67175420769,1822.076925341631,5050.6152753796405,7971.6079788531615,9496.014492653076,192422.44812262183,11900.254590600978,59797.286061763145,61177.15949485332,63925.85505995953
124396.91329171948,23945.979033540134,0.9801908964759906,6617.74525463017,38480.58562835846,44752.88804059448,38418.20540984996,1459.0839791605956,5856.9875973781045,8217.126280656998,9047.775195400614,191981.82268326925,11766.665594449863,59409.32364529979,61088.766504639425,64115.6889890088
122210.21335771398,24449.8584951221,1.8499853832441704,6459.209746438019,37564.13342879265,44511.94779070331,37532.37983862105,1742.5129466185333,5461.29241459368,8511.98039728907,9393.023622800822,190262.00045650284,11810.823621464922,58543.870432562675,61047.452934830166,63348.296027850345
123882.09046081481,24044.84786470242,1.2389536667637426,6560.515524109869,38280.334456825505,44888.02688371574,38012.632928745006,1455.5921813582543,5775.263909319166,8378.097033552272,9101.835478546976,191398.46082000277,11866.580771182505,58640.034406390885,61427.595012720434,63902.13165013869
122924.75025167315,23975.414144779865,1.0300792982503657,6532.58134665809,37643.18352133887,44615.101271454776,37900.599663024754,1521.9503953330993,5193.358503716991,8721.884499215144,9218.32639142613,191240.80198685097,11922.708560405563,58566.72903314651,61387.08667918517,63792.57331095032
123552.4061303753,24085.93800965532,1.800590428555381,6575.271541685055,38003.44191847384,44591.484116351654,38228.470559869,1585.0371136420267,5483.410353220973,7898.2949086904055,9693.099399988185,192178.300021784,11985.671800219015,58815.79847511656,61109.576333304285,64598.417829877435
124766.71299104528,25351.1318879427,1.1798294216205985,6480.85096967111,38704.481998537805,45015.41245314415,38434.331605284955,1554.4899808052853,6270.633865408188,8729.355066402912,9474.779386757977,190714.76270924654,11728.548326781598,58691.451278728244,61209.63156844532,63503.486182191926
123829.47988962599,21554.231422153538,1.3059444947592336,6323.308449050977,38146.9744289554,44707.160090170226,38498.81795096119,1269.5079350167985,4690.844002953045,7681.387699792599,8521.587093693404,190888.00524016985,11569.77454776604,58610.257826969195,61386.31779762501,63774.77779196773
123283.50405910226,23132.00582779551,1.6116288926054148,6345.460486181821,38183.19801185885,44703.20240817087,37879.091071497765,1479.4476467796158,5874.818420495207,7521.917401143461,8799.229015899919,189676.88593400927,11542.452222014595,58752.12591867308,60936.1223117091,62914.890126135084
122634.68478496563,23197.784727865015,1.5719336374025685,6541.631694340501,37594.072717238916,44181.47226525488,38008.035388898155,1403.1394462209432,5392.028532987056,8278.19000814958,8770.867526254326,191615.49929534274,11829.669938660738,59067.91274604044,61316.8250001679,63779.99305820877
124645.75430692841,21229.227655113977,1.7810038762110614,6617.610513604381,38197.119158568035,45207.15422614645,38583.650036381005,1357.9523095071852,4737.9963680150595,7359.643338085872,8329.677120017728,191748.698770677,11990.25110309319,58705.74134813162,61430.632774009515,64052.67661106206
122474.21557595323,21786.854128713934,1.1522998423538138,6367.858026409214,38054.01732782883,44572.347844334065,37416.182091706105,1293.0140820471763,5614.409835059798,7214.783643407724,8210.269502563193,192907.46058916987,12226.577304278962,58645.57532760346,61608.77682362525,64796.74896059952
122518.13134257143,22705.003063251515,2.2249040784121044,6508.758486406902,37514.95272484534,44468.247155370314,37806.563647169096,1576.453792033248,5226.588544781695,7718.059509485474,8736.79452659914,191161.9516128666,11944.330989092912,58262.69624256088,61227.232496692995,64120.71181798735
120598.24164842999,20404.893226759614,2.1511429890797347,6283.269475131746,37255.70791833462,44025.13249049576,36835.34581293141,1323.2729365613782,4880.059096339765,7006.662633730323,7723.406241670267,191125.99013395602,11747.182460597038,58895.89036193801,61299.66759247468,63636.505349956
119856.31140059701,22241.043432644594,1.2170106965304772,6175.770118269385,37278.8666039872,43558.49205935062,36595.164309127016,1481.7090664076165,5600.26044907886,7410.150011018425,8270.94822365487,189719.87893317893,11726.535846037126,58436.520437799394,60767.1612409433,63201.72983397273
123712.12570675601,24155.881614172227,1.3331208556582224,6405.639327798677,38471.21633513136,44473.64132291082,38151.7041570245,1629.5489571101784,5438.262166790453,8273.74484379443,9437.758870309332,191070.67127140198,11728.472365384852,59368.79771948499,60559.62104529597,63773.72911049847
122487.14642856954,22534.030625112333,1.3306238498470904,6428.854162827035,38135.54599442582,44486.256082705564,37315.59852782621,1534.2952827479833,5290.760867343253,7670.128078355519,8611.614849969761,189918.88471570262,11671.282026178824,57822.970800014846,61478.685906859995,63444.0309647933
123623.37583341033,24055.567563068824,1.7886852740105519,6579.7454908001255,38242.16661341513,44896.60043341156,37765.34661512911,1723.6416182183073,5456.031592931375,8166.266967253444,9300.574541380069,191317.05532050488,11633.801477316767,59290.65525329812,61390.558638067145,63441.87361874251
