blockNum,preds,calibPreds
170310101001001,0.6565401134327559,0.5495415702616576
170310101001001,0.6565401134327559,0.5495415702616576
170310101001001,0.6565401134327559,0.5495415702616576
170310101001001,0.6565401134327559,0.5495415702616576
170310101001001,0.6565401134327559,0.5495415702616576
170310101003006,0.8679398014286878,0.7574489818350706
170310101003008,0.9136135749764717,0.8182660328281157
170310101003008,0.9136135749764717,0.8182660328281157
170310101003008,0.9136135749764717,0.8182660328281157
170310102011008,0.6850152753047922,0.573488202591306
170310102011008,0.6850152753047922,0.573488202591306
170310102011010,0.5728946757384137,0.4832649043437628
170310102011010,0.5728946757384137,0.4832649043437628
170310102011010,0.5728946757384137,0.4832649043437628
170310102011010,0.5728946757384137,0.4832649043437628
170310102011010,0.5728946757384137,0.4832649043437628
170310102011010,0.5728946757384137,0.4832649043437628
170310102011010,0.5728946757384137,0.4832649043437628
170310102012000,0.8188124583604942,0.7009614164188798
170310102012003,0.8197217823506366,0.7019442265187625
170310102012003,0.8197217823506366,0.7019442265187625
170310102012003,0.8197217823506366,0.7019442265187625
170310102012005,0.7558383843583885,0.6372762505470317
170310102012005,0.7558383843583885,0.6372762505470317
170310102012005,0.7558383843583885,0.6372762505470317
170310102012005,0.7558383843583885,0.6372762505470317
170310102012006,0.8529451551795266,0.7394068304026036
170310102012006,0.8529451551795266,0.7394068304026036
170310102012006,0.8529451551795266,0.7394068304026036
170310102012006,0.8529451551795266,0.7394068304026036
170310102013005,0.6562201179362392,0.5492770645558898
170310102013005,0.6562201179362392,0.5492770645558898
170310102013016,0.7967698865793245,0.677739291722456
170310102014010,0.8042586293874503,0.6855038319787466
170310102013013,0.6785004047848682,0.567935129772363
170310102013017,0.7525205317909792,0.634127405189571
170310102013017,0.7525205317909792,0.634127405189571
170310102014008,0.5868937463230668,0.4940036431683146
170310102014008,0.5868937463230668,0.4940036431683146
170310102014008,0.5868937463230668,0.4940036431683146
170310102021009,0.35490086500629536,0.32598910854397634
170310102021009,0.35490086500629536,0.32598910854397634
170310102021009,0.35490086500629536,0.32598910854397634
170310102022005,0.6892740379411879,0.5771434867014782
170310102022005,0.6892740379411879,0.5771434867014782
170310102022005,0.6892740379411879,0.5771434867014782
170310102022005,0.6892740379411879,0.5771434867014782
170310102022009,0.5286937460114627,0.4500893644009016
170310102022009,0.5286937460114627,0.4500893644009016
170310102022009,0.5286937460114627,0.4500893644009016
170310103001000,0.8064616203623743,0.6878117224074606
170310103001000,0.8064616203623743,0.6878117224074606
170310103001000,0.8064616203623743,0.6878117224074606
170310103001000,0.8064616203623743,0.6878117224074606
170310103001000,0.8064616203623743,0.6878117224074606
170310103001000,0.8064616203623743,0.6878117224074606
170310103001005,0.8343130046108604,0.7180094675801998
170310103001005,0.8343130046108604,0.7180094675801998
170310103001005,0.8343130046108604,0.7180094675801998
170310103002011,0.8057264231935298,0.6870402911617586
170310103002015,0.6993072431473464,0.5858368786524786
170310103002015,0.6993072431473464,0.5858368786524786
170310103003000,0.8666135982983517,0.7558207769426906
170310103004005,0.9311671794596388,0.8448161024515866
170310103004005,0.9311671794596388,0.8448161024515866
170310103004005,0.9311671794596388,0.8448161024515866
170310103004005,0.9311671794596388,0.8448161024515866
170310103004007,0.8062643671079206,0.6876046264058634
170310103004010,0.8651716972854833,0.7540579465794295
170310103002001,0.8373233192388292,0.7213963140920843
170310103002001,0.8373233192388292,0.7213963140920843
170310104003003,0.3486798994182908,0.32161466747583345
170310104001000,0.5878774008129506,0.494762896446276
170310104001000,0.5878774008129506,0.494762896446276
170310104001000,0.5878774008129506,0.494762896446276
170310104001000,0.5878774008129506,0.494762896446276
170310104001000,0.5878774008129506,0.494762896446276
170310104001000,0.5878774008129506,0.494762896446276
170310104001000,0.5878774008129506,0.494762896446276
170310104002002,0.4969276254069065,0.42681659824858664
170310104002002,0.4969276254069065,0.42681659824858664
170310104002002,0.4969276254069065,0.42681659824858664
170310104002002,0.4969276254069065,0.42681659824858664
170310104002002,0.4969276254069065,0.42681659824858664
170310105011000,0.9458537329424324,0.8689775604367376
170310105011001,0.8732879197732041,0.7640830568164562
170310105011001,0.8732879197732041,0.7640830568164562
170310105011001,0.8732879197732041,0.7640830568164562
170310105011001,0.8732879197732041,0.7640830568164562
170310105011001,0.8732879197732041,0.7640830568164562
170310105011001,0.8732879197732041,0.7640830568164562
170310105012002,0.8333128690383067,0.7168899118533933
170310105012002,0.8333128690383067,0.7168899118533933
170310105012002,0.8333128690383067,0.7168899118533933
170310105012002,0.8333128690383067,0.7168899118533933
170310105012002,0.8333128690383067,0.7168899118533933
170310105012002,0.8333128690383067,0.7168899118533933
170310105012002,0.8333128690383067,0.7168899118533933
170310105012002,0.8333128690383067,0.7168899118533933
170310105013007,0.8407557566447491,0.7252900122503073
170310105013005,0.7538603789928526,0.6353968411073698
170310105013003,0.6638235769879277,0.5555886300981422
170310105013003,0.6638235769879277,0.5555886300981422
170310105013003,0.6638235769879277,0.5555886300981422
170310105013009,0.6610855155250703,0.5533093367975715
170310105013009,0.6610855155250703,0.5533093367975715
170310105022001,0.8055797928008813,0.6868865815072192
170310105022001,0.8055797928008813,0.6868865815072192
170310105022001,0.8055797928008813,0.6868865815072192
170310105022003,0.7026510464434264,0.5887605397343719
170310105022003,0.7026510464434264,0.5887605397343719
170310105022005,0.8008661119104287,0.6819711038784615
170310105022009,0.7466222129024915,0.6285732353924668
170310105022009,0.7466222129024915,0.6285732353924668
170310105022010,0.7566885925123452,0.6380860563979652
170310105021008,0.6834226331528772,0.572126415498792
170310105021008,0.6834226331528772,0.572126415498792
170310105021008,0.6834226331528772,0.572126415498792
170310105021008,0.6834226331528772,0.572126415498792
170310105021008,0.6834226331528772,0.572126415498792
170310105031004,0.5160070650204427,0.44074462934840136
170310105031007,0.5108435258879364,0.43696099164641533
170310105031007,0.5108435258879364,0.43696099164641533
170310105031009,0.6367069297008319,0.5333248944986793
170310105031009,0.6367069297008319,0.5333248944986793
170310105031011,0.6575976139637818,0.5504163838812913
170310105031011,0.6575976139637818,0.5504163838812913
170310105031011,0.6575976139637818,0.5504163838812913
170310105031011,0.6575976139637818,0.5504163838812913
170310105032002,0.6054879530925378,0.5084666554754299
170310105032007,0.8125983902324007,0.6942998179588413
170310105032008,0.643227758949066,0.5386178172033328
170310105032008,0.643227758949066,0.5386178172033328
170310105032008,0.643227758949066,0.5386178172033328
170310106001004,0.5868045495369187,0.4939348260977462
170310106001004,0.5868045495369187,0.4939348260977462
170310106001004,0.5868045495369187,0.4939348260977462
170310106001004,0.5868045495369187,0.4939348260977462
