blockGroup,totalPopulation_MOE,femaleUnder5_MOE,female5to9_MOE,maleUnder5_MOE,male5to9_MOE,totalUnder5_MOE,totalUnder10_MOE
170630001031,365,26,52,104,65,107.20074626605917,135.72398461583714
170630001032,381,93,59,12,73,93.7709976485267,132.67629780786015
170630001033,496,86,43,55,77,102.08329931972223,134.90366933482574
170630001034,464,46,57,49,88,67.20863039818622,124.53915047084591
170630002001,297,31,28,12,44,33.24154027718932,61.84658438426491
170630002002,397,132,73,65,49,147.13599151805107,171.40303381212365
170630002003,354,29,21,12,55,31.38470965295043,66.71581521648372
170630002004,473,94,141,76,111,120.88010589009261,216.36543161974836
170630003001,368,12,12,12,35,16.97056274847714,40.70626487409524
170630003002,244,52,36,45,15,68.76772498781678,79.05694150420949
170630003003,318,14,12,19,72,23.600847442411894,76.71375365604267
170630003004,236,26,31,25,12,36.069377593742864,49.05099387372289
170630004001,338,68,26,39,28,78.39005038906404,87.20665112249179
170630004002,621,41,143,86,102,95.2732911156112,199.82492337043445
170630004003,396,19,60,119,74,120.50726119201282,153.6164053739053
170630004004,163,12,7,17,12,20.808652046684813,25.019992006393608
170630005001,299,12,17,29,33,31.38470965295043,48.61069841094653
170630005002,219,12,33,26,32,28.635642126552707,54.15717865620402
170630006001,194,32,33,35,21,47.4236228055175,61.47357155721473
170630006002,217,17,19,25,37,30.23243291566195,51.419840528729765
170630006003,205,15,25,16,23,21.93171219946131,40.43513323831146
170630007001,258,34,31,23,33,41.048751503547585,61.11464636239009
170630007002,318,31,42,33,5,45.27692569068709,61.95966429863868
170630007003,182,12,12,12,12,16.97056274847714,24
170630007004,332,44,47,68,12,80.99382692526635,94.40868604106298
170630007005,333,27,96,64,30,69.46221994724903,122.23338332877806
170630008001,473,65,17,28,67,70.77428911688199,98.92926766129425
170630008002,239,22,24,22,28,31.11269837220809,48.249352327259274
170630008003,298,36,43,47,112,59.20304046246274,133.78340704287658
170630009001,195,21,11,85,42,87.55569655939013,97.72921773962995
170630009002,231,20,29,19,29,27.586228448267445,49.42671342502959
170630009003,103,7,14,9,7,11.40175425099138,19.364916731037084
170630009004,129,15,17,22,12,26.627053911388696,33.793490497431605
170630009005,163,17,24,28,19,32.7566787083184,44.83302354291979
170659731001,231,26,46,49,12,55.47071299343465,73.05477397131553
170659731002,162,12,12,12,12,16.97056274847714,24
170659731003,234,25,14,31,26,39.824615503479755,49.57822102496216
170659731004,291,18,12,46,31,49.39635614091387,59.53990258641679
170659732001,202,12,12,12,7,16.97056274847714,21.93171219946131
170659732002,366,39,46,32,14,50.44799302251776,69.6921803361037
170659732003,163,12,12,8,8,14.422205101855956,20.396078054371138
170659733001,280,29,63,65,33,71.17583859709698,100.61808982484213
170659733002,261,27,60,17,44,31.906112267087632,80.95677859203639
170659733003,245,33,29,14,37,35.84689665786984,59.11852501542981
170679537001,132,13,5,12,18,17.69180601295413,25.729360660537214
170679537002,224,27,21,33,19,42.638011210655684,51.18593556827891
170679538001,199,9,12,12,44,15,48.010415536631214
170679538002,219,14,12,46,28,48.08326112068523,56.92099788303083
170679538003,204,35,12,12,46,37,60.241181927316134
170679539001,178,20,15,24,39,31.240998703626616,52.172789842982326
170679539002,93,12,8,4,16,12.649110640673518,21.908902300206645
170679540001,205,6,20,7,22,9.219544457292887,31.12876483254676
170679540002,138,15,13,15,12,21.213203435596427,27.622454633866266
170679540003,168,4,9,8,13,8.94427190999916,18.16590212458495
170679541001,261,28,49,37,12,46.400431032480725,68.54195795277518
170679541002,197,23,12,37,28,43.56604182158393,53.16013544000805
170679541003,225,11,22,12,31,16.278820596099706,41.352146256270665
170679541004,254,29,48,22,50,36.40054944640259,78.28793010419933
170679542001,188,29,22,25,5,38.28837943815329,44.44097208657794
170679542002,139,13,19,26,18,29.068883707497267,39.11521443121589
170679542003,179,31,17,12,12,33.24154027718932,39.21734310225516
170679543001,157,17,16,27,18,31.906112267087632,39.97499218261337
170679543002,185,12,27,19,12,22.47220505424423,37.12142238654117
170679543003,179,2,19,4,15,4.47213595499958,24.61706725018234
170679543004,143,26,24,36,13,44.40720662234904,52.124850119688595
170679543005,264,30,22,42,24,51.61395160225576,61.02458520956943
170699709001,145,12,12,12,9,16.97056274847714,22.64950330581225
170699709002,188,12,28,23,15,25.942243542145693,41.012193308819754
170699709003,123,10,14,12,12,15.620499351813308,24.166091947189145
170699710001,150,12,5,8,8,14.422205101855956,17.233687939614086
170699710002,169,5,12,10,9,11.180339887498949,18.708286933869708
170699710003,142,8,3,16,26,17.88854381999832,31.701734968294716
170719733001,111,12,32,9,12,15,37.322915213043046
170719733002,210,11,18,19,14,21.95449840010015,31.654383582688826
170719733003,161,12,21,12,12,16.97056274847714,29.546573405388315
170719734001,133,20,6,16,9,25.612496949731394,27.80287754891569
170719734002,172,19,24,28,11,33.83784863137726,42.91852746774987
170719735001,121,21,11,14,9,25.238858928247925,28.965496715920477
170719735002,159,4,3,8,16,8.94427190999916,18.57417562100671
170719735003,199,27,23,29,37,39.6232255123179,58.88972745734183
170730301001,344,82,44,91,38,122.494897852931,135.5912976558599
170730301002,204,12,12,22,12,25.059928172283335,30.265491900843113
170730301003,232,12,12,12,12,16.97056274847714,24
170730301004,269,12,12,75,12,75.95393340703298,77.82673062643708
170730301005,336,22,41,12,143,25.059928172283335,150.8575487007528
170730301006,391,20,18,12,12,23.323807579381203,31.811947441173732
170730301007,203,7,5,39,4,39.6232255123179,40.13726448077895
170730302011,167,16,19,6,20,17.08800749063506,32.449961479175904
170730302012,357,57,12,31,91,64.88451279003334,112.4055158788927
170730302013,184,35,20,29,20,45.45327270945405,53.53503525729669
170730302014,202,22,23,12,36,25.059928172283335,49.52776998815917
170730302021,123,12,12,15,18,19.209372712298546,28.930952282978865
170730302022,128,10,11,5,14,11.180339887498949,21.02379604162864
170730302023,183,31,14,18,30,35.84689665786984,48.79549159502341
170730302024,157,17,22,17,23,24.041630560342615,39.88734135035826
170730302025,170,14,14,40,19,42.37924020083418,48.507731342539614
170730302031,265,12,46,56,16,57.271284253105414,75.17978451685
170730302032,398,12,47,12,99,16.97056274847714,110.89634800118532
170730302033,307,39,20,59,41,70.7248188403477,84.16056083463323
170730303011,305,12,37,57,71,58.249463516842795,99.0101004948485
170730303012,401,12,62,12,99,16.97056274847714,118.03812943282352
170730303013,326,12,12,12,96,16.97056274847714,98.2242332624694
170730303014,333,12,59,12,55,16.97056274847714,82.42572413997951
170730303021,277,22,19,37,39,43.04648650006177,61.11464636239009
170730303022,284,12,68,12,39,16.97056274847714,80.20598481410225
170730303023,353,71,67,39,12,81.00617260431454,105.80642702596096
170730304001,180,22,6,36,23,42.190046219457976,48.425200051213004
170730304002,192,29,36,12,25,31.38470965295043,53.907327887774215
170730304003,244,64,30,18,11,66.48308055437865,73.76313442364011
170730305001,138,15,15,23,21,27.459060435491963,37.68288736283355
170730305002,166,7,8,64,13,64.38167441127949,66.16645675869307
170730305003,108,9,14,11,12,14.212670403551895,23.280893453645632
170730306001,328,29,21,30,79,41.72529209005013,91.7769034125689
170730306002,344,41,8,29,37,50.21951811795888,62.8887907341205
170730306003,274,25,34,62,49,66.85057965343307,89.58794561770016
170730308001,282,93,34,52,49,106.55045753069294,122.10651088291729
170730308002,342,54,130,113,82,125.23977004130916,198.26497421380307
170730308003,300,12,50,51,23,52.392747589718944,75.98684096605149
170730309001,234,21,26,38,37,43.41658669218482,62.68971207462992
170730309002,314,12,41,12,47,16.97056274847714,64.63745044476924
170730309003,359,12,58,12,12,16.97056274847714,61.61168720299745
170730309004,358,82,67,63,24,103.40696301506973,125.53087269671951
170730310001,341,56,36,27,8,62.16912416947821,72.2841614740048
170730310002,341,20,26,12,34,23.323807579381203,48.744230427815765
170730310003,191,13,12,12,12,17.69180601295413,24.515301344262525
170730311001,201,102,41,20,17,103.94229168149026,113.02212172844747
170730311002,175,14,22,50,21,51.92301994298868,60.174745533321534
170730311003,189,31,32,7,10,31.78049716414141,46.195237849804386
170730312001,117,12,8,12,3,16.97056274847714,19
170730312002,197,37,20,38,23,53.03772242470448,61.171888968708494
170730312003,158,14,17,44,23,46.17358552246078,54.31390245600108
170730312004,157,10,8,19,13,21.470910553583888,26.343879744638983
170759501001,158,24,13,18,45,30,55.62373594069352
170759501002,119,18,5,31,12,35.84689665786984,38.13135192987524
170759501003,176,21,43,29,22,35.805027579936315,60.124870062229654
170759501004,163,12,12,12,21,16.97056274847714,29.546573405388315
170759502001,260,48,79,51,37,70.03570517957252,111.8704608017684
170759502002,206,26,22,12,16,28.635642126552707,39.496835316262995
170759502003,178,25,29,14,13,28.653097563788805,42.790185790669334
170759503001,229,17,27,25,8,30.23243291566195,41.31585652022719
170759503002,171,17,14,19,10,25.495097567963924,30.757112998459398
170759503003,113,16,7,8,21,17.88854381999832,28.460498941515414
170759504001,327,60,12,12,21,61.18823416311342,65.79513659838392
170759504002,290,23,12,12,39,25.942243542145693,48.35286961494633
170759504003,279,47,34,45,35,65.06919393998976,81.33265027035576
170759505001,133,25,13,13,20,28.178005607210743,36.91882988394946
170759505002,253,23,48,59,12,63.324560795950255,80.36168241145776
170759505003,192,13,11,53,14,54.57105459856901,57.40209055426466
170759505004,190,9,24,16,25,18.35755975068582,39.21734310225516
170759505005,218,10,45,12,25,15.620499351813308,53.79591062525106
170759506001,198,24,10,57,8,61.84658438426491,63.15853069855251
170759506002,143,13,12,10,38,16.401219466856727,43.09292285283048
170759506003,187,11,22,25,29,27.313000567495326,45.50824101193101
170759507001,167,10,30,29,43,30.675723300355934,60.74537019394976
170759507002,112,15,17,23,7,27.459060435491963,33.04542328371661
170759507003,198,18,31,17,37,24.758836806279895,54.249423960075376
170759508001,187,31,30,46,49,55.47071299343465,79.86238163240563
170759508002,212,48,25,56,21,73.7563556583431,80.65977932030313
170759508003,133,11,15,12,7,16.278820596099706,23.2163735324878
170759509001,153,18,4,12,23,21.633307652783937,31.827660925679098
170759509002,200,20,30,28,29,34.40930106817051,54.08326913195984
170770101001,217,17,15,62,44,64.28841264178172,79.33473388119481
170770101002,323,65,26,22,39,68.62215385719105,83.102346537266925
170770101003,263,20,78,45,22,49.24428900898052,94.83142938920619
170770102001,205,22,14,9,9,23.769728648009426,29.017236257093817
170770102002,204,30,11,33,15,44.598206241955516,48.321837713398274
170770102003,257,48,34,22,53,52.80151512977634,82.17663901620703
170770103001,289,68,26,69,12,96.87620966986684,101.01980003939822
170770103002,204,65,41,21,18,68.30812543175226,81.67618992093105
170770103003,174,25,16,32,39,40.607881008493905,58.532042506647585
170770104001,474,22,12,77,71,80.0812087820857,107.69401097554126
170770104002,342,12,33,57,41,58.249463516842795,78.50477692471968
170770104003,286,82,30,38,22,90.37698822156003,97.73433378296492
170770106011,399,113,96,73,118,134.52880732393342,203.07141600924538
170770106021,242,31,15,15,12,34.438350715445125,39.433488306260706
170770106022,438,136,46,55,119,146.70037491431302,194.41707743920028
170770106023,388,79,125,69,12,104.89041900955492,163.61845861637983
170770106024,171,12,12,22,12,25.059928172283335,30.265491900843113
170770107001,180,12,12,34,12,36.05551275463989,39.84971769034255
170770107002,174,12,12,19,12,22.47220505424423,28.160255680657446
170770107003,225,40,12,12,34,41.7612260356422,55.17245689653489
170770107004,252,12,12,114,12,114.6298390472568,115.8792474949678
170770107005,234,48,34,41,33,63.12685640834652,78.93034904268447
170770108001,193,15,12,12,20,19.209372712298546,30.215889859476256
170770108002,185,12,12,12,12,16.97056274847714,24
170770108003,148,24,12,10,11,26,30.675723300355934
170770108004,270,19,26,27,12,33.015148038438355,43.70354676682432
170770108005,157,12,44,12,12,16.97056274847714,48.662100242385755
170770109001,257,34,57,8,30,34.92849839314596,73.27346040688948
170770109002,211,9,59,24,29,25.632011235952593,70.5620294492725
170770109003,149,25,30,18,21,30.805843601498726,47.853944456021594
170770110011,369,65,82,36,12,74.30343195303969,111.30588483993108
170770110021,295,36,12,37,53,51.62363799656123,74.95331880577403
170770110022,313,24,73,12,18,26.832815729997478,79.83107164506812
170770110023,371,12,12,27,12,29.546573405388315,34.07345007480164
170770110024,302,12,15,27,19,29.546573405388315,38.19685850956856
170770111001,243,33,56,12,24,35.11409973215888,70.32069396699666
170770111002,215,12,12,12,35,16.97056274847714,40.70626487409524
170770111003,262,23,46,42,37,47.885279575251516,76.01315675591957
170770111004,281,12,23,12,12,16.97056274847714,31
170770112001,228,12,19,12,12,16.97056274847714,28.160255680657446
170770112002,453,48,12,43,12,64.4437739428721,66.64082832618455
170770112003,188,12,19,32,12,34.17601498127012,40.90232267243512
170770112004,256,12,12,12,55,16.97056274847714,58.7962583843564
170770112005,313,12,56,28,24,30.463092423455635,68.11754546370561
170770114001,303,12,12,3,12,12.36931687685298,21
170770114002,403,54,37,14,13,55.78530272392541,68.19090848492928
170770116001,190,72,19,21,12,75,78.29431652425353
170770116002,283,28,6,18,36,33.28663395418648,49.39635614091387
170770116003,282,22,13,65,24,68.62215385719105,73.85120175054702
170770117011,332,12,12,45,52,46.57252408878007,70.83078426785913
170770117012,201,36,11,29,26,46.22769732530488,54.16641025580336
170770117021,182,40,12,37,15,54.48853090330111,57.77542730261716
170770117022,776,12,12,12,32,16.97056274847714,38.157568056677825
170799773001,202,12,12,30,17,32.31098884280702,38.43175770115127
170799773002,252,35,12,6,15,35.510561809129406,40.3732584763727
170799773003,145,12,19,9,12,15,27.018512172212592
170799773004,111,12,20,12,12,16.97056274847714,28.844410203711913
170799774001,275,50,24,48,80,69.31089380465383,108.53570840972108
170799774002,221,12,12,38,41,39.84971769034255,58.42088667591412
170799774003,216,16,44,11,12,19.4164878389476,49.56813492557492
170799774004,152,14,12,12,48,18.439088914585774,52.80151512977634
170799775001,196,35,40,21,34,40.8166632639171,66.4981202741852
170799775002,240,23,20,36,46,42.720018726587654,65.88626564011653
170799775003,230,43,12,39,61,58.05170109479997,85.05880318932309
170799775004,234,12,61,45,16,46.57252408878007,78.39642849007855
170799775005,199,52,44,19,33,55.362442142665635,78.03845206050669
170810501001,201,9,15,7,20,11.40175425099138,27.477263328068172
170810501002,133,13,12,24,14,27.294688127912362,32.93933818400121
170810501003,171,16,27,4,16,16.492422502470642,35.45419580247167
170810501004,245,21,18,24,17,31.89043743820395,40.3732584763727
170810502001,171,26,16,30,19,39.698866482558415,46.82947789587238
170810502002,245,36,32,28,12,45.60701700396552,56.991227395100026
170810502003,155,21,21,16,30,26.40075756488817,45.14421336118285
170810503001,195,29,53,49,36,56.938563381947034,85.71464285639881
170810503002,241,11,15,15,55,18.601075237738275,59.9666574022598
170810503003,162,12,25,26,34,28.635642126552707,51
170810503004,76,9,9,9,8,12.727922061357855,17.52141546793523
170810503005,147,11,17,14,11,17.804493814764857,26.962937525425527
170810504001,324,20,27,53,64,56.64803615307419,89.63258336118624
170810504002,129,25,13,13,11,28.178005607210743,32.92415526630866
170810504003,197,38,12,17,23,41.6293165929973,49.05099387372289
170810504004,167,14,19,10,4,17.204650534085253,25.942243542145693
